# time	x	y	stress_xx	strain_xx
0.3586022867	0.1380535396	0.0000000016	1034.2006296304	-2.4151576826
0.3595509700	0.1380535395	0.0000000015	1195.6609982445	-2.4200722247
0.3604996533	0.1380535395	0.0000000014	1346.1759498762	-2.4256208302
0.3614483366	0.1380535395	0.0000000013	1486.4050453216	-2.4317575721
0.3623970199	0.1380535394	0.0000000012	1616.9115310685	-2.4384401713
0.3633457032	0.1380535394	0.0000000012	1738.2144536422	-2.4456292321
0.3642943865	0.1380535394	0.0000000011	1850.8160557394	-2.4532878630
0.3652430697	0.1380535394	0.0000000011	1955.2113844435	-2.4613814781
0.3661917530	0.1380535393	0.0000000010	2051.8888180411	-2.4698776744
0.3671404363	0.1380535393	0.0000000010	2141.3268590688	-2.4787461341
0.3680891196	0.1380535393	0.0000000009	2223.9899956583	-2.4879585335
0.3690378029	0.1380535393	0.0000000009	2300.3249223098	-2.4974884476
0.3699864862	0.1380535392	0.0000000008	2370.7575674107	-2.5073112505
0.3709351695	0.1380535392	0.0000000008	2435.6910923732	-2.5174040121
0.3718838528	0.1380535392	0.0000000008	2495.5047568171	-2.5277453928
0.3728325361	0.1380535392	0.0000000007	2550.5535241578	-2.5383155388
0.3737812194	0.1380535392	0.0000000007	2601.1682322930	-2.5490959786
0.3747299027	0.1380535391	0.0000000007	2647.6562110438	-2.5600695239
0.3756785860	0.1380535391	0.0000000007	2690.3021894809	-2.5712201736
0.3766272693	0.1380535391	0.0000000006	2729.3694211707	-2.5825330241
0.3775759526	0.1380535391	0.0000000006	2765.1009045888	-2.5939941841
0.3785246359	0.1380535391	0.0000000006	2797.7206975195	-2.6055906951
0.3794733192	0.1380535391	0.0000000006	2827.4352328460	-2.6173104579
0.3804220025	0.1380535390	0.0000000005	2854.4345754874	-2.6291421645
0.3813706858	0.1380535390	0.0000000005	2878.8937012254	-2.6410752344
0.3823193691	0.1380535390	0.0000000005	2900.9736925026	-2.6530997574
0.3832680524	0.1380535390	0.0000000005	2920.8228795029	-2.6652064398
0.3842167357	0.1380535390	0.0000000005	2938.5778719529	-2.6773865560
0.3851654190	0.1380535390	0.0000000004	2954.3645739385	-2.6896319036
0.3861141023	0.1380535389	0.0000000004	2968.2990767684	-2.7019347628
0.3870627856	0.1380535389	0.0000000004	2980.4885255145	-2.7142878589
0.3880114689	0.1380535389	0.0000000004	2991.0318718786	-2.7266843282
0.3889601522	0.1380535389	0.0000000004	3000.0205991796	-2.7391176870
0.3899088355	0.1380535389	0.0000000004	3007.5393579645	-2.7515818033
0.3908575188	0.1380535389	0.0000000004	3013.6665888439	-2.7640708704
0.3918062021	0.1380535389	0.0000000003	3018.4750564750	-2.7765793840
0.3927548854	0.1380535389	0.0000000003	3022.0323135926	-2.7891021202
0.3937035687	0.1380535389	0.0000000003	3024.4012128313	-2.8016341156
0.3946522520	0.1380535388	0.0000000003	3025.6402521360	-2.8141706497
0.3956009353	0.1380535388	0.0000000003	3025.8040375822	-2.8267072286
0.3965496186	0.1380535388	0.0000000003	3024.9435257302	-2.8392395696
0.3974983019	0.1380535388	0.0000000003	3023.1063658162	-2.8517635876
0.3984469852	0.1380535388	0.0000000003	3020.3372462506	-2.8642753826
0.3993956685	0.1380535388	0.0000000003	3016.6780422443	-2.8767712285
0.4003443518	0.1380535388	0.0000000003	3012.1681338532	-2.8892475620
0.4012930351	0.1380535388	0.0000000002	3006.8445786900	-2.9017009736
0.4022417184	0.1380535388	0.0000000002	3000.7423344030	-2.9141281984
0.4031904017	0.1380535388	0.0000000002	2993.8943351460	-2.9265261078
0.4041390850	0.1380535388	0.0000000002	2986.3318544464	-2.9388917029
0.4050877683	0.1380535387	0.0000000002	2978.0843867033	-2.9512221067
0.4060364516	0.1380535387	0.0000000002	2969.1800165599	-2.9635145582
0.4069851349	0.1380535387	0.0000000002	2959.6453928961	-2.9757664070
0.4079338182	0.1380535387	0.0000000002	2949.5058828173	-2.9879751071
0.4088825015	0.1380535387	0.0000000002	2938.7856742953	-3.0001382129
0.4098311848	0.1380535387	0.0000000002	2927.5078899564	-3.0122533740
0.4107798681	0.1380535387	0.0000000002	2915.6946322889	-3.0243183315
0.4117285514	0.1380535387	0.0000000002	2903.3670557792	-3.0363309136
0.4126772347	0.1380535387	0.0000000002	2890.5455032865	-3.0482890327
0.4136259180	0.1380535387	0.0000000002	2877.2494856899	-3.0601906814
0.4145746012	0.1380535387	0.0000000001	2863.4978939957	-3.0720339305
0.4155232845	0.1380535387	0.0000000001	2849.1086599145	-3.0838162461
0.4164719678	0.1380535387	0.0000000001	2838.3032187811	-3.0955528971
0.4174206511	0.1380535387	0.0000000001	2826.9860069417	-3.1072417928
0.4183693344	0.1380535387	0.0000000001	2815.1669981584	-3.1188808552
0.4193180177	0.1380535387	0.0000000001	2802.8608441863	-3.1304680488
0.4202667010	0.1380535387	0.0000000001	2790.0848231840	-3.1420013984
0.4212153843	0.1380535387	0.0000000001	2776.8576137131	-3.1534789989
0.4221640676	0.1380535387	0.0000000001	2763.1984562926	-3.1648990204
0.4231127509	0.1380535387	0.0000000001	2749.1266855113	-3.1762597106
0.4240614342	0.1380535386	0.0000000001	2734.6612779181	-3.1875593942
0.4250101175	0.1380535386	0.0000000001	2719.8208673448	-3.1987964723
0.4259588008	0.1380535386	0.0000000001	2704.6234658621	-3.2099694203
0.4269074841	0.1380535386	0.0000000001	2689.0865017554	-3.2210767855
0.4278561674	0.1380535386	0.0000000001	2673.2268198384	-3.2321171851
0.4288048507	0.1380535386	0.0000000001	2657.0605938330	-3.2430893034
0.4297535340	0.1380535386	0.0000000001	2640.6034385139	-3.2539918894
0.4307022173	0.1380535386	0.0000000001	2623.8703667820	-3.2648237543
0.4316509006	0.1380535386	0.0000000001	2606.8757561629	-3.2755837693
0.4325995839	0.1380535386	0.0000000001	2589.6335948845	-3.2862708633
0.4335482672	0.1380535386	0.0000000001	2572.1571583897	-3.2968840205
0.4344969505	0.1380535386	0.0000000001	2554.4593904699	-3.3074222786
0.4354456338	0.1380535386	0.0000000001	2536.5525819616	-3.3178847263
0.4363943171	0.1380535386	0.0000000001	2518.4487237989	-3.3282705020
0.4373430004	0.1380535386	0.0000000001	2500.1591836953	-3.3385787909
0.4382916837	0.1380535386	0.0000000001	2481.6950646353	-3.3488088244
0.4392403670	0.1380535386	0.0000000001	2463.0669269825	-3.3589598774
0.4401890503	0.1380535386	0.0000000000	2444.2850031113	-3.3690312671
0.4411377336	0.1380535386	0.0000000000	2425.3590922708	-3.3790223512
0.4420864169	0.1380535386	0.0000000000	2406.2987346434	-3.3889325267
0.4430351002	0.1380535386	0.0000000000	2387.1128466663	-3.3987612271
0.4439837835	0.1380535386	0.0000000000	2367.8102896408	-3.4085079228
0.4449324668	0.1380535386	0.0000000000	2348.3994032614	-3.4181721183
0.4458811501	0.1380535386	0.0000000000	2328.8883170809	-3.4277533514
0.4468298334	0.1380535386	0.0000000000	2309.2846973095	-3.4372511915
0.4477785167	0.1380535386	0.0000000000	2289.5961066942	-3.4466652391
0.4487272000	0.1380535386	0.0000000000	2269.8295972694	-3.4559951234
0.4496758833	0.1380535386	0.0000000000	2249.9920672484	-3.4652405020
0.4506245666	0.1380535386	0.0000000000	2230.0902034736	-3.4744010599
0.4515732499	0.1380535386	0.0000000000	2210.1302437553	-3.4834765073
0.4525219332	0.1380535386	0.0000000000	2190.1183524499	-3.4924665797
0.4534706165	0.1380535386	0.0000000000	2170.0602742790	-3.5013710363
0.4544192998	0.1380535386	0.0000000000	2149.9616300559	-3.5101896586
0.4553679831	0.1380535386	0.0000000000	2129.8278482971	-3.5189222507
0.4563166664	0.1380535386	0.0000000000	2109.6640904166	-3.5275686374
0.4572653497	0.1380535386	0.0000000000	2089.4752202321	-3.5361286632
0.4582140330	0.1380535386	0.0000000000	2069.2660303139	-3.5446021922
0.4591627163	0.1380535386	0.0000000000	2049.0410676004	-3.5529891068
0.4601113996	0.1380535386	0.0000000000	2028.8064985995	-3.5612893145
0.4610600829	0.1380535386	0.0000000000	2008.5644232868	-3.5695027311
0.4620087662	0.1380535386	0.0000000000	1988.3188637620	-3.5776292884
0.4629574494	0.1380535386	0.0000000000	1968.0737763708	-3.5856689343
0.4639061327	0.1380535386	0.0000000000	1947.8325002053	-3.5936216294
0.4648548160	0.1380535386	0.0000000000	1927.5988733630	-3.6014873502
0.4658034993	0.1380535386	0.0000000000	1907.3770802197	-3.6092660921
0.4667521826	0.1380535386	0.0000000000	1887.1708097245	-3.6169578670
0.4677008659	0.1380535386	0.0000000000	1866.9835646471	-3.6245627013
0.4686495492	0.1380535386	0.0000000000	1846.8182297999	-3.6320806330
0.4695982325	0.1380535386	0.0000000000	1826.6776605099	-3.6395117115
0.4705469158	0.1380535386	0.0000000000	1806.5643187197	-3.6468559956
0.4714955991	0.1380535386	0.0000000000	1786.4808253884	-3.6541135542
0.4724442824	0.1380535386	0.0000000000	1766.4294221743	-3.6612844647
0.4733929657	0.1380535386	0.0000000000	1746.4124356710	-3.6683688139
0.4743416490	0.1380535386	0.0000000000	1726.4321696389	-3.6753666973
0.4752903323	0.1380535386	0.0000000000	1706.4906391001	-3.6822782185
0.4762390156	0.1380535386	0.0000000000	1686.5900587893	-3.6891034898
0.4771876989	0.1380535386	0.0000000000	1666.7323275351	-3.6958426312
0.4781363822	0.1380535386	0.0000000000	1646.9193522110	-3.7024957703
0.4790850655	0.1380535386	0.0000000000	1627.1531001186	-3.7090630427
0.4800337488	0.1380535386	0.0000000000	1607.4351532219	-3.7155445907
0.4809824321	0.1380535386	0.0000000000	1587.7673345340	-3.7219405638
0.4819311154	0.1380535386	0.0000000000	1568.1511032105	-3.7282511176
0.4828797987	0.1380535386	0.0000000000	1548.5881299479	-3.7344764151
0.4838284820	0.1380535386	0.0000000000	1529.0798814143	-3.7406166250
0.4847771653	0.1380535386	0.0000000000	1509.6276801546	-3.7466719220
0.4857258486	0.1380535386	0.0000000000	1490.2329468850	-3.7526424869
0.4866745319	0.1380535386	0.0000000000	1470.8969552664	-3.7585285063
0.4876232152	0.1380535386	0.0000000000	1451.6208335966	-3.7643301716
0.4885718985	0.1380535386	0.0000000000	1432.4056455098	-3.7700476793
0.4895205818	0.1380535386	0.0000000000	1413.2526979485	-3.7756812319
0.4904692651	0.1380535386	0.0000000000	1394.1627662810	-3.7812310357
0.4914179484	0.1380535386	0.0000000000	1375.1371306723	-3.7866973033
0.4923666317	0.1380535386	0.0000000000	1356.1763890488	-3.7920802503
0.4933153150	0.1380535386	0.0000000000	1337.2814374096	-3.7973800973
0.4942639983	0.1380535386	0.0000000000	1318.4532665208	-3.8025970699
0.4952126816	0.1380535386	0.0000000000	1299.6924504183	-3.8077313973
0.4961613649	0.1380535386	0.0000000000	1280.9996585523	-3.8127833128
0.4971100482	0.1380535386	0.0000000000	1262.3757520863	-3.8177530546
0.4980587315	0.1380535386	0.0000000000	1243.8211860293	-3.8226408643
0.4990074148	0.1380535386	0.0000000000	1225.3363814646	-3.8274469872
0.4999560981	0.1380535386	0.0000000000	1206.9222166039	-3.8321716737
0.5009047814	0.1380535386	0.0000000000	1188.5789934202	-3.8368151775
0.5018534647	0.1380535386	0.0000000000	1170.3070294349	-3.8413777559
0.5028021480	0.1380535386	0.0000000000	1152.1067412850	-3.8458596698
0.5037508313	0.1380535386	0.0000000000	1133.9786884742	-3.8502611853
0.5046995146	0.1380535386	0.0000000000	1115.9229936343	-3.8545825710
0.5056481979	0.1380535386	0.0000000000	1097.9401886623	-3.8588241010
0.5065968812	0.1380535386	0.0000000000	1080.0301768781	-3.8629860515
0.5075455645	0.1380535386	0.0000000000	1062.1934405315	-3.8670687039
0.5084942478	0.1380535386	0.0000000000	1044.4302369113	-3.8710723439
0.5094429311	0.1380535386	0.0000000000	1026.7405396376	-3.8749972607
0.5103916144	0.1380535386	0.0000000000	1009.1246365566	-3.8788437480
0.5113402976	0.1380535386	0.0000000000	991.5825024656	-3.8826121035
0.5122889809	0.1380535386	0.0000000000	974.1145050895	-3.8863026304
0.5132376642	0.1380535386	0.0000000000	956.7205102528	-3.8899156354
0.5141863475	0.1380535386	0.0000000000	939.4007631212	-3.8934514308
0.5151350308	0.1380535386	0.0000000000	922.1551166088	-3.8969103330
0.5160837141	0.1380535386	0.0000000000	904.9835750554	-3.9002926630
0.5170323974	0.1380535386	0.0000000000	887.8865458251	-3.9035987488
0.5179810807	0.1380535386	0.0000000000	870.8637798600	-3.9068289224
0.5189297640	0.1380535386	0.0000000000	853.9151368673	-3.9099835210
0.5198784473	0.1380535386	0.0000000000	837.0409314882	-3.9130628884
0.5208271306	0.1380535386	0.0000000000	820.2408454304	-3.9160673732
0.5217758139	0.1380535386	0.0000000000	803.5148364912	-3.9189973299
0.5227244972	0.1380535386	0.0000000000	786.8633480034	-3.9218531211
0.5236731805	0.1380535386	0.0000000000	770.2861194217	-3.9246351149
0.5246218638	0.1380535386	0.0000000000	753.7828513623	-3.9273436847
0.5255705471	0.1380535386	0.0000000000	737.3538661483	-3.9299792123
0.5265192304	0.1380535386	0.0000000000	720.9989183660	-3.9325420853
0.5274679137	0.1380535386	0.0000000000	704.7179746015	-3.9350326984
0.5284165970	0.1380535386	0.0000000000	688.5111390663	-3.9374514545
0.5293652803	0.1380535386	0.0000000000	672.3782156772	-3.9397987626
0.5303139636	0.1380535386	0.0000000000	656.3194765255	-3.9420750411
0.5312626469	0.1380535386	0.0000000000	640.3346127321	-3.9442807145
0.5322113302	0.1380535386	0.0000000000	624.4233042925	-3.9464162141
0.5331600135	0.1380535386	0.0000000000	608.5861346087	-3.9484819814
0.5341086968	0.1380535386	0.0000000000	592.8227024382	-3.9504784644
0.5350573801	0.1380535386	0.0000000000	577.1331263847	-3.9524061200
0.5360060634	0.1380535386	0.0000000000	561.5171216651	-3.9542654117
0.5369547467	0.1380535386	0.0000000000	545.9750172749	-3.9560568127
0.5379034300	0.1380535386	0.0000000000	530.5063682604	-3.9577808027
0.5388521133	0.1380535386	0.0000000000	515.1116239177	-3.9594378712
0.5398007966	0.1380535386	0.0000000000	499.7901425005	-3.9610285136
0.5407494799	0.1380535386	0.0000000000	484.5422861033	-3.9625532343
0.5416981632	0.1380535386	0.0000000000	469.3677840976	-3.9640125451
0.5426468465	0.1380535386	0.0000000000	454.2667746357	-3.9654069661
0.5435955298	0.1380535386	0.0000000000	439.2390537718	-3.9667370242
0.5445442131	0.1380535386	0.0000000000	424.2843817124	-3.9680032531
0.5454928964	0.1380535386	0.0000000000	409.4029151022	-3.9692061946
0.5464415797	0.1380535386	0.0000000000	394.5943782971	-3.9703463965
0.5473902630	0.1380535386	0.0000000000	379.8585372826	-3.9714244129
0.5483389463	0.1380535386	0.0000000000	365.1955990209	-3.9724408053
0.5492876296	0.1380535386	0.0000000000	350.6050535414	-3.9733961400
0.5502363129	0.1380535386	0.0000000000	336.0870229235	-3.9742909898
0.5511849962	0.1380535386	0.0000000000	321.6407494783	-3.9751259306
0.5521336795	0.1380535386	0.0000000000	307.2666294395	-3.9759015456
0.5530823628	0.1380535386	0.0000000000	292.9641803937	-3.9766184214
0.5540310461	0.1380535386	0.0000000000	278.7329946190	-3.9772771481
0.5549797294	0.1380535386	0.0000000000	264.5729776817	-3.9778783201
0.5559284127	0.1380535386	0.0000000000	250.4836400514	-3.9784225341
0.5568770960	0.1380535386	0.0000000000	236.4648434248	-3.9789103905
0.5578257793	0.1380535386	0.0000000000	222.5160917076	-3.9793424913
0.5587744626	0.1380535386	0.0000000000	208.6367708083	-3.9797194392
0.5597231458	0.1380535386	0.0000000000	194.8270210561	-3.9800418407
0.5606718291	0.1380535386	0.0000000000	181.0855377513	-3.9803102994
0.5616205124	0.1380535386	0.0000000000	167.4125890905	-3.9805254224
0.5625691957	0.1380535386	0.0000000000	153.8076139317	-3.9806878163
0.5635178790	0.1380535386	0.0000000000	140.2698871708	-3.9807980862
0.5644665623	0.1380535386	0.0000000000	126.7990592595	-3.9808568372
0.5654152456	0.1380535386	0.0000000000	113.3945119968	-3.9808646726
0.5663639289	0.1380535386	0.0000000000	100.0554146048	-3.9808221931
0.5673126122	0.1380535386	0.0000000000	86.7813479016	-3.9807299976
0.5682612955	0.1380535386	0.0000000000	73.5716731073	-3.9805886824
0.5692099788	0.1380535386	0.0000000000	60.4256902338	-3.9803988409
0.5701586621	0.1380535386	0.0000000000	47.3430535712	-3.9801610638
0.5711073454	0.1380535386	0.0000000000	34.3225943823	-3.9798759366
0.5720560287	0.1380535386	0.0000000000	21.3640361701	-3.9795440422
0.5730047120	0.1380535386	0.0000000000	8.4664090651	-3.9791659583
0.5739533953	0.1380535386	0.0000000000	-4.3709857639	-3.9787422580
0.5749020786	0.1380535386	0.0000000000	-17.1489530487	-3.9782735094
0.5758507619	0.1380535386	0.0000000000	-29.8676380171	-3.9777602772
0.5767994452	0.1380535386	0.0000000000	-42.5292117839	-3.9772031164
0.5777481285	0.1380535386	0.0000000000	-55.1326733174	-3.9766025820
0.5786968118	0.1380535386	0.0000000000	-67.6799949260	-3.9759592194
0.5796454951	0.1380535386	0.0000000000	-80.1713051779	-3.9752735701
0.5805941784	0.1380535386	0.0000000000	-92.6082576946	-3.9745461669
0.5815428617	0.1380535386	0.0000000000	-104.9905839392	-3.9737775395
0.5824915450	0.1380535386	0.0000000000	-117.3189208719	-3.9729682119
0.5834402283	0.1380535386	0.0000000000	-129.5957415268	-3.9721186963
0.5843889116	0.1380535386	0.0000000000	-141.8197947084	-3.9712295046
0.5853375949	0.1380535386	0.0000000000	-153.9935526777	-3.9703011373
0.5862862782	0.1380535386	0.0000000000	-166.1163092177	-3.9693340923
0.5872349615	0.1380535386	0.0000000000	-178.1904837973	-3.9683288562
0.5881836448	0.1380535386	0.0000000000	-190.2157236290	-3.9672859122
0.5891323281	0.1380535386	0.0000000000	-202.1928572855	-3.9662057365
0.5900810114	0.1380535386	0.0000000000	-214.1222542898	-3.9650887997
0.5910296947	0.1380535386	0.0000000000	-226.0067745113	-3.9639355599
0.5919783780	0.1380535386	0.0000000000	-237.8450451250	-3.9627464741
0.5929270613	0.1380535386	0.0000000000	-249.6384828850	-3.9615219910
0.5938757446	0.1380535386	0.0000000000	-261.3873017467	-3.9602625541
0.5948244279	0.1380535386	0.0000000000	-273.0925434747	-3.9589685992
0.5957731112	0.1380535386	0.0000000000	-284.7555781123	-3.9576405539
0.5967217945	0.1380535386	0.0000000000	-296.3762360975	-3.9562788416
0.5976704778	0.1380535386	0.0000000000	-307.9556110735	-3.9548838781
0.5986191611	0.1380535386	0.0000000000	-319.4949211866	-3.9534560718
0.5995678444	0.1380535386	0.0000000000	-330.9939812302	-3.9519958264
0.6005165277	0.1380535386	0.0000000000	-342.4539636467	-3.9505035385
0.6014652110	0.1380535386	0.0000000000	-353.8757684667	-3.9489795977
0.6024138943	0.1380535386	0.0000000000	-365.2587500711	-3.9474243908
0.6033625776	0.1380535386	0.0000000000	-376.6062469486	-3.9458382921
0.6043112609	0.1380535386	0.0000000000	-387.9150426713	-3.9442216789
0.6052599442	0.1380535386	0.0000000000	-399.1884022901	-3.9425749166
0.6062086275	0.1380535386	0.0000000000	-410.4265428150	-3.9408983656
0.6071573108	0.1380535386	0.0000000000	-421.6303605106	-3.9391923802
0.6081059941	0.1380535386	0.0000000000	-432.7996741076	-3.9374573104
0.6090546773	0.1380535386	0.0000000000	-443.9345074173	-3.9356935025
0.6100033606	0.1380535386	0.0000000000	-455.0373264069	-3.9339012926
0.6109520439	0.1380535386	0.0000000000	-466.1081345053	-3.9320810132
0.6119007272	0.1380535386	0.0000000000	-477.1449789298	-3.9302329966
0.6128494105	0.1380535386	0.0000000000	-488.1514761157	-3.9283575637
0.6137980938	0.1380535386	0.0000000000	-499.1292306102	-3.9264550279
0.6147467771	0.1380535386	0.0000000000	-510.0726876148	-3.9245257102
0.6156954604	0.1380535386	0.0000000000	-520.9886895336	-3.9225699139
0.6166441437	0.1380535386	0.0000000000	-531.8737926810	-3.9205879456
0.6175928270	0.1380535386	0.0000000000	-542.7316304895	-3.9185801008
0.6185415103	0.1380535386	0.0000000000	-553.5590469827	-3.9165466774
0.6194901936	0.1380535386	0.0000000000	-564.3601836025	-3.9144879621
0.6204388769	0.1380535386	0.0000000000	-575.1309817521	-3.9124042454
0.6213875602	0.1380535386	0.0000000000	-585.8799952956	-3.9102957985
0.6223362435	0.1380535386	0.0000000000	-596.5973903896	-3.9081629072
0.6232849268	0.1380535386	0.0000000000	-607.2912625388	-3.9060058393
0.6242336101	0.1380535386	0.0000000000	-617.9581452157	-3.9038248654
0.6251822934	0.1380535386	0.0000000000	-628.5986261260	-3.9016202519
0.6261309767	0.1380535386	0.0000000000	-639.2165331670	-3.8993922555
0.6270796600	0.1380535386	0.0000000000	-649.8088004397	-3.8971411346
0.6280283433	0.1380535386	0.0000000000	-660.3751346464	-3.8948671453
0.6289770266	0.1380535386	0.0000000000	-670.9193621446	-3.8925705342
0.6299257099	0.1380535386	0.0000000000	-681.4396038481	-3.8902515481
0.6308743932	0.1380535386	0.0000000000	-691.9355885869	-3.8879104312
0.6318230765	0.1380535386	0.0000000000	-702.4095867212	-3.8855474213
0.6327717598	0.1380535386	0.0000000000	-712.8601140888	-3.8831627556
0.6337204431	0.1380535386	0.0000000000	-723.2901058495	-3.8807566639
0.6346691264	0.1380535386	0.0000000000	-733.6953721018	-3.8783293797
0.6356178097	0.1380535386	0.0000000000	-744.0803763467	-3.8758811275
0.6365664930	0.1380535386	0.0000000000	-754.4435358346	-3.8734121309
0.6375151763	0.1380535386	0.0000000000	-764.7851525973	-3.8709226109
0.6384638596	0.1380535386	0.0000000000	-775.1087411119	-3.8684127808
0.6394125429	0.1380535386	0.0000000000	-785.4087172630	-3.8658828589
0.6403612262	0.1380535386	0.0000000000	-795.7010245232	-3.8633330396
0.6413099095	0.1380535386	0.0000000000	-805.9609122258	-3.8607635469
0.6422585928	0.1380535386	0.0000000000	-816.2011751017	-3.8581745874
0.6432072761	0.1380535386	0.0000000000	-826.4246748157	-3.8555663612
0.6441559594	0.1380535386	0.0000000000	-836.6257115468	-3.8529390733
0.6451046427	0.1380535386	0.0000000000	-846.8111296237	-3.8502929179
0.6460533260	0.1380535386	0.0000000000	-856.9776401274	-3.8476280907
0.6470020093	0.1380535386	0.0000000000	-867.1268051112	-3.8449447834
0.6479506926	0.1380535386	0.0000000000	-877.2574834952	-3.8422431868
0.6488993759	0.1380535386	0.0000000000	-887.3674648781	-3.8395234925
0.6498480592	0.1380535386	0.0000000000	-897.4584225918	-3.8367858883
0.6507967425	0.1380535386	0.0000000000	-907.5355126942	-3.8340305541
0.6517454258	0.1380535386	0.0000000000	-917.5943864112	-3.8312576723
0.6526941091	0.1380535386	0.0000000000	-927.6354244031	-3.8284674230
0.6536427924	0.1380535386	0.0000000000	-937.6553662718	-3.8256599881
0.6545914757	0.1380535386	0.0000000000	-947.6605608307	-3.8228355412
0.6555401590	0.1380535386	0.0000000000	-957.6553259213	-3.8199942494
0.6564888423	0.1380535386	0.0000000000	-967.6295278280	-3.8171362870
0.6574375255	0.1380535386	0.0000000000	-977.5940824282	-3.8142618170
0.6583862088	0.1380535386	0.0000000000	-987.5367564482	-3.8113710111
0.6593348921	0.1380535386	0.0000000000	-997.4645101137	-3.8084640341
0.6602835754	0.1380535386	0.0000000000	-1007.3706820184	-3.8055410549
0.6612322587	0.1380535386	0.0000000000	-1017.2657683109	-3.8026022320
0.6621809420	0.1380535386	0.0000000000	-1027.1442939366	-3.7996477266
0.6631296253	0.1380535386	0.0000000000	-1037.0142797257	-3.7966776910
0.6640783086	0.1380535386	0.0000000000	-1046.8614930224	-3.7936922875
0.6650269919	0.1380535386	0.0000000000	-1056.6996504710	-3.7906916664
0.6659756752	0.1380535386	0.0000000000	-1066.5287496321	-3.7876759755
0.6669243585	0.1380535386	0.0000000000	-1076.3410679197	-3.7846453662
0.6678730418	0.1380535386	0.0000000000	-1086.1313228960	-3.7815999941
0.6688217251	0.1380535386	0.0000000000	3160.9585584937	-3.7943648971
0.6697704084	0.1380535386	0.0000000000	3230.7902004746	-3.8076155198
0.6707190917	0.1380535386	0.0000000000	3267.8916996053	-3.8211134348
0.6716677750	0.1380535386	0.0000000000	3285.7324627741	-3.8347279513
0.6726164583	0.1380535386	0.0000000000	3292.8859277093	-3.8483919638
0.6735651416	0.1380535386	0.0000000000	3294.1276565819	-3.8620708307
0.6745138249	0.1380535386	0.0000000000	3292.0272860567	-3.8757460075
0.6754625082	0.1380535386	0.0000000000	3287.9844567574	-3.8894071368
0.6764111915	0.1380535386	0.0000000000	3282.7790338675	-3.9030481895
0.6773598748	0.1380535386	0.0000000000	3276.8682514458	-3.9166655739
0.6783085581	0.1380535386	0.0000000000	3270.5242245877	-3.9302571100
0.6792572414	0.1380535386	0.0000000000	3263.9119664704	-3.9438214576
0.6802059247	0.1380535386	0.0000000000	3257.1329260438	-3.9573577867
0.6811546080	0.1380535386	0.0000000000	3250.2500619707	-3.9708655813
0.6821032913	0.1380535386	0.0000000000	3243.3026891952	-3.9843445207
0.6830519746	0.1380535386	0.0000000000	3236.3154559624	-3.9977944063
0.6840006579	0.1380535386	0.0000000000	3229.3038531944	-4.0112151159
0.6849493412	0.1380535386	0.0000000000	3222.2776298670	-4.0246065756
0.6858980245	0.1380535386	0.0000000000	3215.2429246371	-4.0379687417
0.6868467078	0.1380535386	0.0000000000	3208.2036018908	-4.0513015896
0.6877953911	0.1380535386	0.0000000000	3201.1620917325	-4.0646051069
0.6887440744	0.1380535386	0.0000000000	3194.1199189837	-4.0778792885
0.6896927577	0.1380535386	0.0000000000	3187.0780367067	-4.0911241342
0.6906414410	0.1380535386	0.0000000000	3180.0370367261	-4.1043396466
0.6915901243	0.1380535386	0.0000000000	3172.9972826127	-4.1175258303
0.6925388076	0.1380535386	0.0000000000	3165.9589935821	-4.1306826908
0.6934874909	0.1380535386	0.0000000000	3158.9222976015	-4.1438102345
0.6944361742	0.1380535386	0.0000000000	3151.8872649958	-4.1569084678
0.6953848575	0.1380535386	0.0000000000	3144.8539295720	-4.1699773978
0.6963335408	0.1380535386	0.0000000000	3137.8223021180	-4.1830170311
0.6972822241	0.1380535386	0.0000000000	3130.7923788352	-4.1960273749
0.6982309074	0.1380535386	0.0000000000	3123.7641468509	-4.2090084358
0.6991795907	0.1380535386	0.0000000000	3116.7375874180	-4.2219602207
0.7001282740	0.1380535386	0.0000000000	3109.7126781497	-4.2348827362
0.7010769573	0.1380535386	0.0000000000	3102.6893945316	-4.2477759890
0.7020256406	0.1380535386	0.0000000000	3095.6677106023	-4.2606399856
0.7029743239	0.1380535386	0.0000000000	3088.6475995545	-4.2734747322
0.7039230072	0.1380535386	0.0000000000	3081.6290341311	-4.2862802352
0.7048716905	0.1380535386	0.0000000000	3074.6119866985	-4.2990565007
0.7058203737	0.1380535386	0.0000000000	3067.5964296489	-4.3118035347
0.7067690570	0.1380535386	0.0000000000	3060.5823352271	-4.3245213431
0.7077177403	0.1380535386	0.0000000000	3053.5696756579	-4.3372099317
0.7086664236	0.1380535386	0.0000000000	3046.5584233023	-4.3498693062
0.7096151069	0.1380535386	0.0000000000	3039.5485505557	-4.3624994720
0.7105637902	0.1380535386	0.0000000000	3032.5400296603	-4.3751004347
0.7115124735	0.1380535386	0.0000000000	3025.5328332588	-4.3876721994
0.7124611568	0.1380535386	0.0000000000	3018.5269338388	-4.4002147715
0.7134098401	0.1380535386	0.0000000000	3011.5223040312	-4.4127281560
0.7143585234	0.1380535386	0.0000000000	3004.5189166189	-4.4252123578
0.7153072067	0.1380535386	0.0000000000	2997.5167441540	-4.4376673818
0.7162558900	0.1380535386	0.0000000000	2990.5157596335	-4.4500932328
0.7172045733	0.1380535386	0.0000000000	2983.5159358537	-4.4624899152
