# time	x_num	v_num	x_ana	v_ana
2.4615384615	12.6120849738	0.0022119953	12.6125066796	0.0017086348
2.4807692308	12.6121104618	0.0013723825	12.6125313242	0.0008543798
2.5000000000	12.6121197152	0.0005324713	12.6125395395	0.0000000000
2.5192307692	12.6121127348	-0.0003076631	12.6125313242	-0.0008543798
2.5384615385	12.6120895236	-0.0011479445	12.6125066796	-0.0017086348
2.5576923077	12.6120500862	-0.0019882948	12.6124656091	-0.0025626404
2.5769230769	12.6119944296	-0.0028286345	12.6124081189	-0.0034162718
2.5961538462	12.6119225626	-0.0036688821	12.6123342172	-0.0042694045
2.6153846154	12.6118344959	-0.0045089537	12.6122439150	-0.0051219138
2.6346153846	12.6117302423	-0.0053487629	12.6121372253	-0.0059736754
2.6538461538	12.6116098167	-0.0061882206	12.6120141638	-0.0068245648
2.6730769231	12.6114732359	-0.0070272347	12.6118747485	-0.0076744578
2.6923076923	12.6113205186	-0.0078657100	12.6117189996	-0.0085232304
2.7115384615	12.6111516859	-0.0087035480	12.6115469399	-0.0093707586
2.7307692308	12.6109667607	-0.0095406468	12.6113585945	-0.0102169187
2.7500000000	12.6107657681	-0.0103769007	12.6111539910	-0.0110615871
2.7692307692	12.6105487352	-0.0112122007	12.6109331592	-0.0119046406
2.7884615385	12.6103156913	-0.0120464339	12.6106961314	-0.0127459560
2.8076923077	12.6100666679	-0.0128794839	12.6104429421	-0.0135854105
2.8269230769	12.6098016987	-0.0137112304	12.6101736283	-0.0144228815
2.8461538462	12.6095208194	-0.0145415494	12.6098882294	-0.0152582469
2.8653846154	12.6092240681	-0.0153703137	12.6095867869	-0.0160913846
2.8846153846	12.6089114851	-0.0161973921	12.6092693450	-0.0169221729
2.9038461538	12.6085831130	-0.0170226505	12.6089359500	-0.0177504907
2.9230769231	12.6082389968	-0.0178459514	12.6085866505	-0.0185762169
2.9423076923	12.6078791836	-0.0186671541	12.6082214975	-0.0193992310
2.9615384615	12.6075037230	-0.0194861156	12.6078405444	-0.0202194128
2.9807692308	12.6071126669	-0.0203026898	12.6074438467	-0.0210366427
3.0000000000	12.6067060697	-0.0211167287	12.6070314624	-0.0218508012
3.0192307692	12.6062839880	-0.0219280821	12.6066034517	-0.0226617696
3.0384615385	12.6058464811	-0.0227365981	12.6061598771	-0.0234694294
3.0576923077	12.6053936105	-0.0235421235	12.6057008033	-0.0242736627
3.0769230769	12.6049254402	-0.0243445040	12.6052262974	-0.0250743520
3.0961538462	12.6044420368	-0.0251435845	12.6047364286	-0.0258713806
3.1153846154	12.6039434690	-0.0259392096	12.6042312685	-0.0266646320
3.1346153846	12.6034298085	-0.0267312239	12.6037108908	-0.0274539904
3.1538461538	12.6029011289	-0.0275194722	12.6031753715	-0.0282393405
3.1730769231	12.6023575067	-0.0283038003	12.6026247888	-0.0290205678
3.1923076923	12.6017990205	-0.0290840547	12.6020592230	-0.0297975581
3.2115384615	12.6012257516	-0.0298600836	12.6014787567	-0.0305701980
3.2307692308	12.6006377836	-0.0306317368	12.6008834747	-0.0313383747
3.2500000000	12.6000352025	-0.0313988663	12.6002734639	-0.0321019761
3.2692307692	12.5994180967	-0.0321613264	12.5996488134	-0.0328608906
3.2884615385	12.5987865570	-0.0329189741	12.5990096143	-0.0336150075
3.3076923077	12.5981406766	-0.0336716693	12.5983559599	-0.0343642167
3.3269230769	12.5974805507	-0.0344192753	12.5976879458	-0.0351084088
3.3461538462	12.5968062773	-0.0351616589	12.5970056694	-0.0358474750
3.3653846154	12.5961179561	-0.0358986903	12.5963092303	-0.0365813077
3.3846153846	12.5954156893	-0.0366302437	12.5955987303	-0.0373097995
3.4038461538	12.5946995813	-0.0373561975	12.5948742729	-0.0380328441
3.4230769231	12.5939697385	-0.0380764339	12.5941359642	-0.0387503360
3.4423076923	12.5932262694	-0.0387908394	12.5933839117	-0.0394621704
3.4615384615	12.5924692846	-0.0394993050	12.5926182253	-0.0401682435
3.4807692308	12.5916988966	-0.0402017258	12.5918390168	-0.0408684520
3.5000000000	12.5909152200	-0.0408980013	12.5910464000	-0.0415626938
3.5192307692	12.5901183711	-0.0415880351	12.5902404906	-0.0422508675
3.5384615385	12.5893084683	-0.0422717353	12.5894214062	-0.0429328727
3.5576923077	12.5884856315	-0.0429490138	12.5885892664	-0.0436086097
3.5769230769	12.5876499827	-0.0436197868	12.5877441928	-0.0442779799
3.5961538462	12.5868016454	-0.0442839741	12.5868863086	-0.0449408857
3.6153846154	12.5859407449	-0.0449414991	12.5860157392	-0.0455972301
3.6346153846	12.5850674079	-0.0455922891	12.5851326117	-0.0462469175
3.6538461538	12.5841817630	-0.0462362741	12.5842370549	-0.0468898528
3.6730769231	12.5832839401	-0.0468733873	12.5833291997	-0.0475259424
3.6923076923	12.5823740707	-0.0475035648	12.5824091785	-0.0481550932
3.7115384615	12.5814522878	-0.0481267449	12.5814771258	-0.0487772134
3.7307692308	12.5805187257	-0.0487428682	12.5805331775	-0.0493922123
3.7500000000	12.5795735203	-0.0493518770	12.5795774715	-0.0500000000
3.7692307692	12.5786168087	-0.0499537154	12.5786101474	-0.0506004878
3.7884615385	12.5776487294	-0.0505483285	12.5776313463	-0.0511935880
3.8076923077	12.5766694222	-0.0511356626	12.5766412112	-0.0517792140
3.8269230769	12.5756790282	-0.0517156642	12.5756398865	-0.0523572803
3.8461538462	12.5746776897	-0.0522882807	12.5746275186	-0.0529277026
3.8653846154	12.5736655504	-0.0528534589	12.5736042552	-0.0534903975
3.8846153846	12.5726427551	-0.0534111458	12.5725702457	-0.0540452829
3.9038461538	12.5716094499	-0.0539612876	12.5715256410	-0.0545922778
3.9230769231	12.5705657820	-0.0545038299	12.5704705938	-0.0551313023
3.9423076923	12.5695119000	-0.0550387172	12.5694052579	-0.0556622777
3.9615384615	12.5684479534	-0.0555658926	12.5683297890	-0.0561851266
3.9807692308	12.5673740933	-0.0560852979	12.5672443441	-0.0566997725
4.0000000000	12.5662904716	-0.0565968734	12.5661490816	-0.0572061403
4.0192307692	12.5651972417	-0.0571005575	12.5650441615	-0.0577041561
4.0384615385	12.5640945579	-0.0575962866	12.5639297450	-0.0581937472
4.0576923077	12.5629825759	-0.0580839954	12.5628059949	-0.0586748422
4.0769230769	12.5618614526	-0.0585636166	12.5616730752	-0.0591473707
4.0961538462	12.5607313460	-0.0590350805	12.5605311514	-0.0596112638
4.1153846154	12.5595924154	-0.0594983158	12.5593803901	-0.0600664537
4.1346153846	12.5584448212	-0.0599532489	12.5582209594	-0.0605128741
4.1538461538	12.5572887252	-0.0603998045	12.5570530285	-0.0609504597
4.1730769231	12.5561242902	-0.0608379053	12.5558767680	-0.0613791466
4.1923076923	12.5549516805	-0.0612674724	12.5546923495	-0.0617988722
4.2115384615	12.5537710613	-0.0616884251	12.5534999461	-0.0622095754
4.2307692308	12.5525825994	-0.0621006818	12.5522997318	-0.0626111960
4.2500000000	12.5513864625	-0.0625041592	12.5510918818	-0.0630036755
4.2692307692	12.5501828198	-0.0628987735	12.5498765725	-0.0633869566
4.2884615385	12.5489718416	-0.0632844400	12.5486539812	-0.0637609833
4.3076923077	12.5477536995	-0.0636610735	12.5474242866	-0.0641257010
4.3269230769	12.5465285663	-0.0640285890	12.5461876681	-0.0644810565
