# time	x	y	vx	vy	stress_xx	strain_xx
0.5092460793	0.1403684902	0.1372513620	0.0015091499	-0.0004419419	-1420.2159006165	0.0356347872
0.5100801200	0.1403697465	0.1372509937	0.0015062338	-0.0004416036	-1420.2327832406	0.0356744358
0.5109141263	0.1403710003	0.1372506257	0.0015033291	-0.0004412622	-1420.2495063334	0.0357140641
0.5117480982	0.1403722516	0.1372502580	0.0015004357	-0.0004409178	-1420.2660699508	0.0357536721
0.5125820359	0.1403735005	0.1372498906	0.0014975534	-0.0004405708	-1420.2824742423	0.0357932598
0.5134159393	0.1403747469	0.1372495235	0.0014946821	-0.0004402215	-1420.2987194602	0.0358328274
0.5142498083	0.1403759909	0.1372491567	0.0014918215	-0.0004398704	-1420.3148059705	0.0358723748
0.5150836431	0.1403772324	0.1372487902	0.0014889716	-0.0004395177	-1420.3307342631	0.0359119022
0.5159174436	0.1403784716	0.1372484240	0.0014861320	-0.0004391639	-1420.3465049633	0.0359514094
0.5167512098	0.1403797083	0.1372480582	0.0014833027	-0.0004388096	-1420.3621188420	0.0359908967
0.5175849418	0.1403809426	0.1372476926	0.0014804833	-0.0004384551	-1420.3775768246	0.0360303641
0.5184186395	0.1403821746	0.1372473274	0.0014776735	-0.0004381011	-1420.3928799966	0.0360698116
0.5192523029	0.1403834041	0.1372469624	0.0014748733	-0.0004377481	-1420.4080296049	0.0361092393
0.5200859321	0.1403846313	0.1372465978	0.0014720823	-0.0004373968	-1420.4230270524	0.0361486473
0.5209195271	0.1403858561	0.1372462335	0.0014693002	-0.0004370477	-1420.4378738835	0.0361880355
0.5217530878	0.1403870785	0.1372458695	0.0014665268	-0.0004367015	-1420.4525717613	0.0362274041
0.5225866144	0.1403882986	0.1372455057	0.0014637620	-0.0004363586	-1420.4671224344	0.0362667532
0.5234201067	0.1403895163	0.1372451423	0.0014610054	-0.0004360195	-1420.4815276958	0.0363060828
0.5242535648	0.1403907317	0.1372447792	0.0014582571	-0.0004356847	-1420.4957893373	0.0363453929
0.5250869887	0.1403919448	0.1372444164	0.0014555167	-0.0004353543	-1420.5099091024	0.0363846837
0.5259203784	0.1403931555	0.1372440538	0.0014527843	-0.0004350286	-1420.5238886437	0.0364239552
0.5267537340	0.1403943640	0.1372436915	0.0014500599	-0.0004347075	-1420.5377294877	0.0364632074
0.5275870554	0.1403955701	0.1372433296	0.0014473435	-0.0004343908	-1420.5514330094	0.0365024405
0.5284203426	0.1403967739	0.1372429678	0.0014446352	-0.0004340785	-1420.5650004179	0.0365416545
0.5292535956	0.1403979754	0.1372426064	0.0014419350	-0.0004337700	-1420.5784327515	0.0365808493
0.5300868145	0.1403991746	0.1372422452	0.0014392431	-0.0004334650	-1420.5917308806	0.0366200252
0.5309199993	0.1404003715	0.1372418843	0.0014365597	-0.0004331631	-1420.6048955171	0.0366591821
0.5317531499	0.1404015661	0.1372415237	0.0014338848	-0.0004328637	-1420.6179272264	0.0366983201
0.5325862664	0.1404027585	0.1372411633	0.0014312186	-0.0004325665	-1420.6308264428	0.0367374392
0.5334193488	0.1404039486	0.1372408032	0.0014285613	-0.0004322708	-1420.6435934842	0.0367765395
0.5342523970	0.1404051365	0.1372404433	0.0014259129	-0.0004319763	-1420.6562285673	0.0368156210
0.5350854112	0.1404063221	0.1372400837	0.0014232737	-0.0004316824	-1420.6687318215	0.0368546837
0.5359183913	0.1404075054	0.1372397244	0.0014206436	-0.0004313887	-1420.6811033017	0.0368937277
0.5367513372	0.1404086866	0.1372393653	0.0014180228	-0.0004310948	-1420.6933429993	0.0369327531
0.5375842491	0.1404098655	0.1372390065	0.0014154113	-0.0004308004	-1420.7054508526	0.0369717598
0.5384171269	0.1404110422	0.1372386479	0.0014128093	-0.0004305050	-1420.7174267549	0.0370107478
0.5392499707	0.1404122167	0.1372382896	0.0014102167	-0.0004302084	-1420.7292705622	0.0370497173
0.5400827804	0.1404133890	0.1372379316	0.0014076336	-0.0004299102	-1420.7409820992	0.0370886683
0.5409155560	0.1404145591	0.1372375738	0.0014050600	-0.0004296102	-1420.7525611647	0.0371276007
0.5417482976	0.1404157270	0.1372372163	0.0014024960	-0.0004293081	-1420.7640075363	0.0371665147
0.5425810052	0.1404168927	0.1372368591	0.0013999415	-0.0004290037	-1420.7753209736	0.0372054102
0.5434136787	0.1404180563	0.1372365021	0.0013973965	-0.0004286968	-1420.7865012223	0.0372442873
0.5442463182	0.1404192177	0.1372361455	0.0013948611	-0.0004283872	-1420.7975480162	0.0372831460
0.5450789237	0.1404203770	0.1372357890	0.0013923353	-0.0004280747	-1420.8084610799	0.0373219863
0.5459114952	0.1404215341	0.1372354329	0.0013898189	-0.0004277592	-1420.8192401305	0.0373608083
0.5467440327	0.1404226891	0.1372350770	0.0013873121	-0.0004274406	-1420.8298848797	0.0373996120
0.5475765362	0.1404238419	0.1372347215	0.0013848147	-0.0004271186	-1420.8403950350	0.0374383975
0.5484090057	0.1404249927	0.1372343662	0.0013823268	-0.0004267933	-1420.8507703012	0.0374771647
0.5492414413	0.1404261413	0.1372340112	0.0013798483	-0.0004264646	-1420.8610103811	0.0375159137
0.5500738428	0.1404272879	0.1372336564	0.0013773792	-0.0004261323	-1420.8711149770	0.0375546445
0.5509062104	0.1404284323	0.1372333020	0.0013749195	-0.0004257963	-1420.8810837912	0.0375933572
0.5517385441	0.1404295747	0.1372329479	0.0013724691	-0.0004254567	-1420.8909165270	0.0376320517
0.5525708438	0.1404307149	0.1372325941	0.0013700280	-0.0004251133	-1420.9006128891	0.0376707282
0.5534031096	0.1404318531	0.1372322406	0.0013675961	-0.0004247661	-1420.9101725848	0.0377093866
0.5542353414	0.1404329893	0.1372318874	0.0013651735	-0.0004244151	-1420.9195953237	0.0377480270
0.5550675393	0.1404341234	0.1372315345	0.0013627600	-0.0004240603	-1420.9288808188	0.0377866493
0.5558997033	0.1404352554	0.1372311819	0.0013603557	-0.0004237015	-1420.9380287866	0.0378252537
0.5567318334	0.1404363854	0.1372308296	0.0013579605	-0.0004233389	-1420.9470389477	0.0378638402
0.5575639296	0.1404375134	0.1372304776	0.0013555743	-0.0004229723	-1420.9559110271	0.0379024087
0.5583959918	0.1404386393	0.1372301260	0.0013531971	-0.0004226019	-1420.9646447545	0.0379409594
0.5592280202	0.1404397632	0.1372297747	0.0013508289	-0.0004222275	-1420.9732398645	0.0379794921
0.5600600147	0.1404408852	0.1372294237	0.0013484696	-0.0004218492	-1420.9816960971	0.0380180071
0.5608919754	0.1404420051	0.1372290731	0.0013461191	-0.0004214670	-1420.9900131977	0.0380565042
0.5617239021	0.1404431230	0.1372287228	0.0013437775	-0.0004210809	-1420.9981909176	0.0380949836
0.5625557951	0.1404442389	0.1372283728	0.0013414447	-0.0004206910	-1421.0062290139	0.0381334452
0.5633876541	0.1404453529	0.1372280232	0.0013391206	-0.0004202971	-1421.0141272498	0.0381718891
0.5642194793	0.1404464649	0.1372276739	0.0013368052	-0.0004198995	-1421.0218853950	0.0382103154
0.5650512707	0.1404475749	0.1372273250	0.0013344984	-0.0004194980	-1421.0295032254	0.0382487239
0.5658830282	0.1404486830	0.1372269764	0.0013322026	-0.0004190926	-1421.0369808188	0.0382871148
0.5667147519	0.1404497891	0.1372266281	0.0013299234	-0.0004186829	-1421.0443188119	0.0383254878
0.5675464418	0.1404508933	0.1372262803	0.0013276610	-0.0004182690	-1421.0515174392	0.0383638431
0.5683780979	0.1404519956	0.1372259328	0.0013254140	-0.0004178509	-1421.0585767356	0.0384021805
0.5692097202	0.1404530960	0.1372255856	0.0013231812	-0.0004174289	-1421.0654966312	0.0384405001
0.5700413087	0.1404541945	0.1372252388	0.0013209616	-0.0004170029	-1421.0722769981	0.0384788019
0.5708728634	0.1404552911	0.1372248924	0.0013187542	-0.0004165731	-1421.0789176759	0.0385170859
0.5717043843	0.1404563858	0.1372245464	0.0013165583	-0.0004161396	-1421.0854184852	0.0385553521
0.5725358714	0.1404574787	0.1372242008	0.0013143733	-0.0004157023	-1421.0917792373	0.0385936006
0.5733673248	0.1404585698	0.1372238555	0.0013121988	-0.0004152615	-1421.0979997392	0.0386318314
0.5741987444	0.1404596589	0.1372235106	0.0013100342	-0.0004148171	-1421.1040797975	0.0386700445
0.5750301302	0.1404607463	0.1372231661	0.0013078794	-0.0004143691	-1421.1100192217	0.0387082399
0.5758614823	0.1404618318	0.1372228220	0.0013057340	-0.0004139177	-1421.1158178256	0.0387464177
0.5766928007	0.1404629155	0.1372224783	0.0013035977	-0.0004134629	-1421.1214754289	0.0387845779
0.5775240853	0.1404639974	0.1372221350	0.0013014703	-0.0004130048	-1421.1269918587	0.0388227206
0.5783553362	0.1404650775	0.1372217920	0.0012993516	-0.0004125434	-1421.1323669496	0.0388608457
0.5791865534	0.1404661558	0.1372214495	0.0012972415	-0.0004120788	-1421.1376005445	0.0388989533
0.5800177368	0.1404672323	0.1372211074	0.0012951397	-0.0004116110	-1421.1426924953	0.0389370435
0.5808488866	0.1404683070	0.1372207657	0.0012930462	-0.0004111400	-1421.1476426625	0.0389751162
0.5816800026	0.1404693799	0.1372204243	0.0012909608	-0.0004106660	-1421.1524509158	0.0390131715
0.5825110850	0.1404704511	0.1372200834	0.0012888834	-0.0004101889	-1421.1571171342	0.0390512094
0.5833421336	0.1404715205	0.1372197430	0.0012868138	-0.0004097089	-1421.1616412055	0.0390892300
0.5841731486	0.1404725882	0.1372194029	0.0012847519	-0.0004092260	-1421.1660230269	0.0391272332
0.5850041299	0.1404736541	0.1372190632	0.0012826976	-0.0004087402	-1421.1702625043	0.0391652192
0.5858350776	0.1404747182	0.1372187240	0.0012806509	-0.0004082516	-1421.1743595528	0.0392031879
0.5866659916	0.1404757806	0.1372183852	0.0012786117	-0.0004077602	-1421.1783140961	0.0392411393
0.5874968719	0.1404768413	0.1372180468	0.0012765797	-0.0004072661	-1421.1821260667	0.0392790735
0.5883277186	0.1404779003	0.1372177088	0.0012745551	-0.0004067693	-1421.1857954058	0.0393169905
0.5891585316	0.1404789575	0.1372173713	0.0012725376	-0.0004062699	-1421.1893220627	0.0393548904
0.5899893110	0.1404800131	0.1372170342	0.0012705272	-0.0004057679	-1421.1927059952	0.0393927731
0.5908200568	0.1404810669	0.1372166975	0.0012685238	-0.0004052634	-1421.1959471692	0.0394306387
0.5916507690	0.1404821190	0.1372163613	0.0012665273	-0.0004047565	-1421.1990455588	0.0394684872
0.5924814476	0.1404831694	0.1372160255	0.0012645378	-0.0004042471	-1421.2020011458	0.0395063187
0.5933120925	0.1404842182	0.1372156901	0.0012625550	-0.0004037353	-1421.2048139198	0.0395441331
0.5941427039	0.1404852652	0.1372153552	0.0012605830	-0.0004032172	-1421.2074841263	0.0395819306
0.5949732816	0.1404863106	0.1372150207	0.0012586250	-0.0004026893	-1421.2100120069	0.0396197116
0.5958038258	0.1404873543	0.1372146867	0.0012566800	-0.0004021525	-1421.2123974790	0.0396574761
0.5966343364	0.1404883964	0.1372143532	0.0012547465	-0.0004016082	-1421.2146403580	0.0396952244
0.5974648134	0.1404894368	0.1372140201	0.0012528237	-0.0004010575	-1421.2167404208	0.0397329564
0.5982952568	0.1404904757	0.1372136875	0.0012509110	-0.0004005012	-1421.2186974268	0.0397706723
0.5991256667	0.1404915128	0.1372133554	0.0012490080	-0.0003999400	-1421.2205111298	0.0398083720
0.5999560430	0.1404925484	0.1372130238	0.0012471145	-0.0003993745	-1421.2221812859	0.0398460558
0.6007863857	0.1404935824	0.1372126926	0.0012452300	-0.0003988051	-1421.2237076602	0.0398837235
0.6016166949	0.1404946148	0.1372123620	0.0012433545	-0.0003982323	-1421.2250900309	0.0399213753
0.6024469705	0.1404956455	0.1372120318	0.0012414876	-0.0003976562	-1421.2263281932	0.0399590112
0.6032772126	0.1404966747	0.1372117021	0.0012396291	-0.0003970773	-1421.2274219612	0.0399966311
0.6041074212	0.1404977023	0.1372113730	0.0012377788	-0.0003964958	-1421.2283711691	0.0400342352
0.6049375962	0.1404987284	0.1372110443	0.0012359365	-0.0003959118	-1421.2291756718	0.0400718235
0.6057677378	0.1404997529	0.1372107161	0.0012341019	-0.0003953256	-1421.2298353456	0.0401093960
0.6065978458	0.1405007758	0.1372103884	0.0012322749	-0.0003947374	-1421.2303500870	0.0401469526
0.6074279203	0.1405017971	0.1372100613	0.0012304553	-0.0003941473	-1421.2307198136	0.0401844936
0.6082579613	0.1405028170	0.1372097346	0.0012286430	-0.0003935555	-1421.2309444624	0.0402220187
0.6090879688	0.1405038353	0.1372094084	0.0012268376	-0.0003929621	-1421.2310239903	0.0402595282
0.6099179429	0.1405048520	0.1372090828	0.0012250391	-0.0003923672	-1421.2309583729	0.0402970220
0.6107478834	0.1405058672	0.1372087576	0.0012232474	-0.0003917711	-1421.2307476039	0.0403345002
0.6115777905	0.1405068809	0.1372084330	0.0012214622	-0.0003911737	-1421.2303916951	0.0403719627
0.6124076641	0.1405078931	0.1372081089	0.0012196834	-0.0003905752	-1421.2298906752	0.0404094095
0.6132375043	0.1405089038	0.1372077853	0.0012179110	-0.0003899757	-1421.2292445896	0.0404468408
0.6140673110	0.1405099130	0.1372074622	0.0012161448	-0.0003893753	-1421.2284535000	0.0404842565
0.6148970842	0.1405109206	0.1372071396	0.0012143846	-0.0003887741	-1421.2275174840	0.0405216566
0.6157268240	0.1405119268	0.1372068175	0.0012126303	-0.0003881722	-1421.2264366345	0.0405590412
0.6165565304	0.1405129315	0.1372064959	0.0012108819	-0.0003875697	-1421.2252110597	0.0405964103
0.6173862034	0.1405139346	0.1372061749	0.0012091393	-0.0003869666	-1421.2238408826	0.0406337638
0.6182158429	0.1405149364	0.1372058543	0.0012074022	-0.0003863630	-1421.2223262411	0.0406711019
0.6190454490	0.1405159366	0.1372055343	0.0012056707	-0.0003857590	-1421.2206672878	0.0407084244
0.6198750218	0.1405169353	0.1372052148	0.0012039447	-0.0003851547	-1421.2188641899	0.0407457316
0.6207045611	0.1405179326	0.1372048958	0.0012022239	-0.0003845501	-1421.2169171291	0.0407830233
0.6215340670	0.1405189285	0.1372045773	0.0012005085	-0.0003839454	-1421.2148263021	0.0408202995
0.6223635396	0.1405199228	0.1372042593	0.0011987982	-0.0003833405	-1421.2125919209	0.0408575604
0.6231929787	0.1405209158	0.1372039419	0.0011970930	-0.0003827356	-1421.2102142126	0.0408948059
0.6240223845	0.1405219072	0.1372036249	0.0011953927	-0.0003821307	-1421.2076934204	0.0409320359
0.6248517570	0.1405228972	0.1372033085	0.0011936974	-0.0003815258	-1421.2050298040	0.0409692507
0.6256810960	0.1405238858	0.1372029926	0.0011920070	-0.0003809212	-1421.2022236407	0.0410064500
0.6265104018	0.1405248730	0.1372026772	0.0011903212	-0.0003803168	-1421.1992752259	0.0410436341
0.6273396741	0.1405258587	0.1372023623	0.0011886402	-0.0003797127	-1421.1961848748	0.0410808028
0.6281689132	0.1405268429	0.1372020479	0.0011869637	-0.0003791089	-1421.1929529234	0.0411179562
0.6289981189	0.1405278258	0.1372017341	0.0011852916	-0.0003785057	-1421.1895797312	0.0411550943
0.6298272913	0.1405288072	0.1372014207	0.0011836240	-0.0003779030	-1421.1860656822	0.0411922172
0.6306564303	0.1405297872	0.1372011079	0.0011819606	-0.0003773010	-1421.1824111889	0.0412293247
0.6314855361	0.1405307658	0.1372007956	0.0011803014	-0.0003766997	-1421.1786166944	0.0412664170
0.6323146085	0.1405317430	0.1372004837	0.0011786463	-0.0003760994	-1421.1746826772	0.0413034941
0.6331436477	0.1405327188	0.1372001724	0.0011769951	-0.0003755000	-1421.1706096556	0.0413405559
0.6339726535	0.1405336932	0.1371998616	0.0011753478	-0.0003749019	-1421.1663981935	0.0413776024
0.6348016261	0.1405346661	0.1371995514	0.0011737041	-0.0003743050	-1421.1620489079	0.0414146338
0.6356305654	0.1405356377	0.1371992416	0.0011720639	-0.0003737097	-1421.1575624772	0.0414516499
0.6364594714	0.1405366079	0.1371989323	0.0011704270	-0.0003731162	-1421.1529396520	0.0414886509
0.6372883442	0.1405375766	0.1371986235	0.0011687932	-0.0003725247	-1421.1481812681	0.0415256366
0.6381171837	0.1405385440	0.1371983152	0.0011671623	-0.0003719355	-1421.1432882619	0.0415626071
0.6389459900	0.1405395100	0.1371980075	0.0011655339	-0.0003713490	-1421.1382616903	0.0415995624
0.6397747630	0.1405404747	0.1371977002	0.0011639078	-0.0003707656	-1421.1331027525	0.0416365025
0.6406035028	0.1405414379	0.1371973934	0.0011622835	-0.0003701858	-1421.1278128174	0.0416734274
0.6414322093	0.1405423997	0.1371970871	0.0011606606	-0.0003696102	-1421.1223934541	0.0417103371
0.6422608827	0.1405433602	0.1371967813	0.0011590385	-0.0003690395	-1421.1168464644	0.0417472316
0.6430895228	0.1405443193	0.1371964760	0.0011574167	-0.0003684747	-1421.1111739162	0.0417841108
0.6439181297	0.1405452770	0.1371961711	0.0011557944	-0.0003679165	-1421.1053781697	0.0418209748
0.6447467034	0.1405462333	0.1371958667	0.0011541707	-0.0003673663	-1421.0994618927	0.0418578234
0.6455752439	0.1405471882	0.1371955628	0.0011525449	-0.0003668252	-1421.0934280506	0.0418946568
0.6464037512	0.1405481418	0.1371952593	0.0011509158	-0.0003662945	-1421.0872798669	0.0419314748
0.6472322254	0.1405490939	0.1371949563	0.0011492827	-0.0003657757	-1421.0810207481	0.0419682774
0.6480606663	0.1405500447	0.1371946537	0.0011476447	-0.0003652700	-1421.0746541825	0.0420050646
0.6488890742	0.1405509940	0.1371943515	0.0011460012	-0.0003647786	-1421.0681836325	0.0420418363
0.6497174488	0.1405519420	0.1371940497	0.0011443517	-0.0003643024	-1421.0616124449	0.0420785926
0.6505457903	0.1405528885	0.1371937483	0.0011426961	-0.0003638419	-1421.0549437922	0.0421153334
0.6513740987	0.1405538337	0.1371934473	0.0011410409	-0.0003633943	-1421.0481798212	0.0421520587
0.6522023739	0.1405547774	0.1371931467	0.0011393855	-0.0003629600	-1421.0413224631	0.0421887687
0.6530306160	0.1405557197	0.1371928464	0.0011377280	-0.0003625400	-1421.0343736791	0.0422254633
0.6538588250	0.1405566606	0.1371925465	0.0011360677	-0.0003621343	-1421.0273353389	0.0422621426
0.6546870009	0.1405576001	0.1371922469	0.0011344045	-0.0003617424	-1421.0202091438	0.0422988065
0.6555151437	0.1405585382	0.1371919476	0.0011327388	-0.0003613637	-1421.0129966040	0.0423354552
0.6563432534	0.1405594748	0.1371916487	0.0011310710	-0.0003609973	-1421.0056990468	0.0423720885
0.6571713300	0.1405604100	0.1371913501	0.0011294016	-0.0003606422	-1420.9983176363	0.0424087065
0.6579993735	0.1405613438	0.1371910517	0.0011277309	-0.0003602974	-1420.9908533972	0.0424453092
0.6588273840	0.1405622762	0.1371907537	0.0011260594	-0.0003599620	-1420.9833072350	0.0424818967
0.6596553614	0.1405632072	0.1371904559	0.0011243874	-0.0003596351	-1420.9756799548	0.0425184688
0.6604833057	0.1405641367	0.1371901584	0.0011227153	-0.0003593158	-1420.9679722750	0.0425550256
0.6613112170	0.1405650649	0.1371898612	0.0011210435	-0.0003590033	-1420.9601848397	0.0425915672
0.6621390953	0.1405659916	0.1371895642	0.0011193721	-0.0003586967	-1420.9523182281	0.0426280934
0.6629669405	0.1405669169	0.1371892675	0.0011177015	-0.0003583953	-1420.9443729626	0.0426646044
0.6637947527	0.1405678407	0.1371889711	0.0011160320	-0.0003580984	-1420.9363495159	0.0427011002
0.6646225319	0.1405687632	0.1371886749	0.0011143637	-0.0003578054	-1420.9282483165	0.0427375806
0.6654502781	0.1405696842	0.1371883790	0.0011126969	-0.0003575157	-1420.9200697547	0.0427740458
0.6662779913	0.1405706038	0.1371880833	0.0011110318	-0.0003572286	-1420.9118141866	0.0428104958
0.6671056715	0.1405715220	0.1371877878	0.0011093685	-0.0003569437	-1420.9034819394	0.0428469306
0.6679333188	0.1405724388	0.1371874927	0.0011077073	-0.0003566606	-1420.8950733155	0.0428833501
0.6687609330	0.1405733542	0.1371871977	0.0011060482	-0.0003563787	-1420.8865885963	0.0429197544
0.6695885143	0.1405742682	0.1371869030	0.0011043914	-0.0003560976	-1420.8780280466	0.0429561436
0.6704160626	0.1405751807	0.1371866086	0.0011027371	-0.0003558171	-1420.8693919184	0.0429925175
0.6712435780	0.1405760919	0.1371863143	0.0011010853	-0.0003555368	-1420.8606804549	0.0430288763
0.6720710604	0.1405770017	0.1371860204	0.0010994361	-0.0003552564	-1420.8518938945	0.0430652200
0.6728985099	0.1405779100	0.1371857267	0.0010977897	-0.0003549756	-1420.8430324747	0.0431015485
0.6737259265	0.1405788170	0.1371854332	0.0010961461	-0.0003546943	-1420.8340964365	0.0431378619
0.6745533102	0.1405797226	0.1371851399	0.0010945053	-0.0003544122	-1420.8250860282	0.0431741602
0.6753806609	0.1405806268	0.1371848469	0.0010928676	-0.0003541292	-1420.8160015101	0.0432104434
0.6762079787	0.1405815296	0.1371845542	0.0010912328	-0.0003538451	-1420.8068431587	0.0432467115
0.6770352637	0.1405824310	0.1371842617	0.0010896011	-0.0003535599	-1420.7976112710	0.0432829646
0.6778625157	0.1405833310	0.1371839695	0.0010879725	-0.0003532734	-1420.7883061694	0.0433192026
0.6786897349	0.1405842296	0.1371836775	0.0010863470	-0.0003529857	-1420.7789282060	0.0433554257
0.6795169212	0.1405851269	0.1371833857	0.0010847247	-0.0003526968	-1420.7694777669	0.0433916338
0.6803440746	0.1405860228	0.1371830942	0.0010831055	-0.0003524065	-1420.7599552763	0.0434278269
0.6811711951	0.1405869173	0.1371828030	0.0010814895	-0.0003521151	-1420.7503612006	0.0434640050
0.6819982829	0.1405878105	0.1371825120	0.0010798766	-0.0003518225	-1420.7406960506	0.0435001683
0.6828253377	0.1405887023	0.1371822213	0.0010782669	-0.0003515288	-1420.7309603846	0.0435363166
0.6836523597	0.1405895927	0.1371819308	0.0010766604	-0.0003512342	-1420.7211548082	0.0435724501
0.6844793489	0.1405904817	0.1371816406	0.0010750570	-0.0003509388	-1420.7112799740	0.0436085687
0.6853063053	0.1405913695	0.1371813506	0.0010734568	-0.0003506426	-1420.7013365787	0.0436446726
0.6861332289	0.1405922558	0.1371810609	0.0010718596	-0.0003503459	-1420.6913253582	0.0436807616
0.6869601196	0.1405931408	0.1371807714	0.0010702656	-0.0003500488	-1420.6812470806	0.0437168359
0.6877869775	0.1405940244	0.1371804822	0.0010686746	-0.0003497514	-1420.6711025363	0.0437528955
0.6886138027	0.1405949067	0.1371801933	0.0010670867	-0.0003494539	-1420.6608925272	0.0437889403
0.6894405951	0.1405957877	0.1371799046	0.0010655019	-0.0003491563	-1420.6506178534	0.0438249705
0.6902673546	0.1405966673	0.1371796162	0.0010639201	-0.0003488586	-1420.6402793001	0.0438609861
0.6910940814	0.1405975455	0.1371793280	0.0010623414	-0.0003485611	-1420.6298776242	0.0438969870
0.6919207755	0.1405984225	0.1371790401	0.0010607657	-0.0003482636	-1420.6194135416	0.0439329734
0.6927474368	0.1405992981	0.1371787525	0.0010591932	-0.0003479660	-1420.6088877164	0.0439689452
0.6935740653	0.1406001723	0.1371784651	0.0010576238	-0.0003476684	-1420.5983007523	0.0440049025
0.6944006611	0.1406010453	0.1371781780	0.0010560575	-0.0003473707	-1420.5876531865	0.0440408453
0.6952272241	0.1406019169	0.1371778911	0.0010544944	-0.0003470726	-1420.5769454857	0.0440767736
0.6960537544	0.1406027872	0.1371776045	0.0010529346	-0.0003467740	-1420.5661780453	0.0441126874
0.6968802520	0.1406036561	0.1371773181	0.0010513780	-0.0003464748	-1420.5553511891	0.0441485869
0.6977067169	0.1406045238	0.1371770320	0.0010498248	-0.0003461748	-1420.5444651729	0.0441844719
0.6985331491	0.1406053901	0.1371767462	0.0010482749	-0.0003458736	-1420.5335201869	0.0442203426
0.6993595485	0.1406062551	0.1371764606	0.0010467285	-0.0003455712	-1420.5225163611	0.0442561988
0.7001859153	0.1406071188	0.1371761753	0.0010451855	-0.0003452673	-1420.5114537696	0.0442920408
0.7010122494	0.1406079812	0.1371758902	0.0010436461	-0.0003449618	-1420.5003324361	0.0443278684
0.7018385508	0.1406088423	0.1371756054	0.0010421102	-0.0003446543	-1420.4891523391	0.0443636817
0.7026648195	0.1406097021	0.1371753209	0.0010405780	-0.0003443448	-1420.4779134165	0.0443994807
0.7034910556	0.1406105606	0.1371750366	0.0010390493	-0.0003440331	-1420.4666155710	0.0444352654
0.7043172590	0.1406114178	0.1371747527	0.0010375243	-0.0003437190	-1420.4552586740	0.0444710359
0.7051434297	0.1406122737	0.1371744689	0.0010360030	-0.0003434023	-1420.4438425698	0.0445067921
0.7059695678	0.1406131284	0.1371741855	0.0010344853	-0.0003430830	-1420.4323670795	0.0445425341
0.7067956732	0.1406139817	0.1371739024	0.0010329714	-0.0003427608	-1420.4208320037	0.0445782619
0.7076217461	0.1406148338	0.1371736195	0.0010314613	-0.0003424357	-1420.4092371260	0.0446139755
0.7084477862	0.1406156845	0.1371733369	0.0010299548	-0.0003421076	-1420.3975822155	0.0446496749
0.7092737938	0.1406165340	0.1371730546	0.0010284521	-0.0003417763	-1420.3858670286	0.0446853601
0.7100997688	0.1406173823	0.1371727726	0.0010269532	-0.0003414419	-1420.3740913119	0.0447210312
0.7109257111	0.1406182293	0.1371724908	0.0010254580	-0.0003411041	-1420.3622548030	0.0447566881
0.7117516209	0.1406190750	0.1371722094	0.0010239666	-0.0003407631	-1420.3503572328	0.0447923309
0.7125774980	0.1406199194	0.1371719282	0.0010224789	-0.0003404187	-1420.3383983266	0.0448279595
0.7134033426	0.1406207626	0.1371716474	0.0010209950	-0.0003400708	-1420.3263778050	0.0448635741
0.7142291546	0.1406216045	0.1371713668	0.0010195148	-0.0003397195	-1420.3142953856	0.0448991746
0.7150549340	0.1406224452	0.1371710866	0.0010180383	-0.0003393648	-1420.3021507835	0.0449347610
0.7158806809	0.1406232846	0.1371708067	0.0010165655	-0.0003390065	-1420.2899437119	0.0449703333
0.7167063952	0.1406241228	0.1371705271	0.0010150965	-0.0003386447	-1420.2776738834	0.0450058915
0.7175320769	0.1406249597	0.1371702477	0.0010136311	-0.0003382794	-1420.2653410104	0.0450414358
0.7183577261	0.1406257954	0.1371699687	0.0010121694	-0.0003379105	-1420.2529448052	0.0450769660
0.7191833428	0.1406266299	0.1371696901	0.0010107114	-0.0003375381	-1420.2404849814	0.0451124821
0.7200089269	0.1406274631	0.1371694117	0.0010092571	-0.0003371622	-1420.2279612535	0.0451479843
0.7208344785	0.1406282951	0.1371691337	0.0010078064	-0.0003367828	-1420.2153733378	0.0451834725
0.7216599976	0.1406291259	0.1371688560	0.0010063593	-0.0003363999	-1420.2027209526	0.0452189466
0.7224854841	0.1406299554	0.1371685786	0.0010049159	-0.0003360135	-1420.1900038184	0.0452544069
0.7233109382	0.1406307837	0.1371683016	0.0010034760	-0.0003356237	-1420.1772216584	0.0452898531
0.7241363598	0.1406316109	0.1371680249	0.0010020397	-0.0003352304	-1420.1643741987	0.0453252854
0.7249617488	0.1406324367	0.1371677485	0.0010006070	-0.0003348337	-1420.1514611683	0.0453607038
0.7257871054	0.1406332614	0.1371674725	0.0009991778	-0.0003344337	-1420.1384822997	0.0453961082
0.7266124295	0.1406340849	0.1371671968	0.0009977522	-0.0003340303	-1420.1254373288	0.0454314988
0.7274377212	0.1406349072	0.1371669214	0.0009963300	-0.0003336236	-1420.1123259950	0.0454668754
0.7282629803	0.1406357282	0.1371666464	0.0009949114	-0.0003332136	-1420.0991480418	0.0455022382
0.7290882070	0.1406365481	0.1371663718	0.0009934962	-0.0003328003	-1420.0859032162	0.0455375870
0.7299134013	0.1406373667	0.1371660975	0.0009920845	-0.0003323839	-1420.0725912697	0.0455729220
0.7307385631	0.1406381842	0.1371658236	0.0009906762	-0.0003319643	-1420.0592119575	0.0456082432
