# time	x_num	v_num	x_ana	v_ana
0.7500000000	12.5509173271	0.0632354809	12.5510918818	0.0630036755
0.7692307692	12.5521216518	0.0628493047	12.5522997318	0.0626111960
0.7884615385	12.5533184158	0.0624539603	12.5534999461	0.0622095754
0.8076923077	12.5545074462	0.0620495009	12.5546923495	0.0617988722
0.8269230769	12.5556885711	0.0616359802	12.5558767680	0.0613791466
0.8461538462	12.5568616197	0.0612134534	12.5570530285	0.0609504597
0.8653846154	12.5580264227	0.0607819764	12.5582209594	0.0605128741
0.8846153846	12.5591828116	0.0603416066	12.5593803901	0.0600664537
0.9038461538	12.5603306193	0.0598924022	12.5605311514	0.0596112638
0.9230769231	12.5614696799	0.0594344228	12.5616730752	0.0591473707
0.9423076923	12.5625998289	0.0589677291	12.5628059949	0.0586748422
0.9615384615	12.5637209029	0.0584923829	12.5639297450	0.0581937472
0.9807692308	12.5648327398	0.0580084475	12.5650441615	0.0577041561
1.0000000000	12.5659351788	0.0575159873	12.5661490816	0.0572061403
1.0192307692	12.5670280606	0.0570150682	12.5672443441	0.0566997725
1.0384615385	12.5681112269	0.0565057576	12.5683297890	0.0561851266
1.0576923077	12.5691845212	0.0559881242	12.5694052579	0.0556622777
1.0769230769	12.5702477879	0.0554622383	12.5704705938	0.0551313023
1.0961538462	12.5713008730	0.0549281719	12.5715256410	0.0545922778
1.1153846154	12.5723436241	0.0543859987	12.5725702457	0.0540452829
1.1346153846	12.5733758900	0.0538357941	12.5736042552	0.0534903975
1.1538461538	12.5743975208	0.0532776353	12.5746275186	0.0529277026
1.1730769231	12.5754083684	0.0527116014	12.5756398865	0.0523572803
1.1923076923	12.5764082860	0.0521377736	12.5766412112	0.0517792140
1.2115384615	12.5773971283	0.0515562350	12.5776313463	0.0511935880
1.2307692308	12.5783747515	0.0509670709	12.5786101474	0.0506004878
1.2500000000	12.5793410134	0.0503703687	12.5795774715	0.0500000000
1.2692307692	12.5802957734	0.0497662182	12.5805331775	0.0493922123
1.2884615385	12.5812388923	0.0491547113	12.5814771258	0.0487772134
1.3076923077	12.5821702329	0.0485359424	12.5824091785	0.0481550932
1.3269230769	12.5830896592	0.0479100082	12.5833291997	0.0475259424
1.3461538462	12.5839970371	0.0472770078	12.5842370549	0.0468898528
1.3653846154	12.5848922342	0.0466370430	12.5851326117	0.0462469175
1.3846153846	12.5857751198	0.0459902177	12.5860157392	0.0455972301
1.4038461538	12.5866455649	0.0453366386	12.5868863086	0.0449408857
1.4230769231	12.5875034423	0.0446764146	12.5877441928	0.0442779799
1.4423076923	12.5883486266	0.0440096573	12.5885892664	0.0436086097
1.4615384615	12.5891809944	0.0433364807	12.5894214062	0.0429328727
1.4807692308	12.5900004239	0.0426570010	12.5902404906	0.0422508675
1.5000000000	12.5908067955	0.0419713369	12.5910464000	0.0415626938
1.5192307692	12.5915999913	0.0412796094	12.5918390168	0.0408684520
1.5384615385	12.5923798955	0.0405819415	12.5926182253	0.0401682435
1.5576923077	12.5931463943	0.0398784585	12.5933839117	0.0394621704
1.5769230769	12.5938993760	0.0391692875	12.5941359642	0.0387503360
1.5961538462	12.5946387308	0.0384545577	12.5948742729	0.0380328441
1.6153846154	12.5953643512	0.0377343998	12.5955987303	0.0373097995
1.6346153846	12.5960761316	0.0370089461	12.5963092303	0.0365813077
1.6538461538	12.5967739689	0.0362783305	12.5970056694	0.0358474750
1.6730769231	12.5974577619	0.0355426878	12.5976879458	0.0351084088
1.6923076923	12.5981274118	0.0348021541	12.5983559599	0.0343642167
1.7115384615	12.5987828220	0.0340568664	12.5990096143	0.0336150075
1.7307692308	12.5994238981	0.0333069621	12.5996488134	0.0328608906
1.7500000000	12.6000505482	0.0325525794	12.6002734639	0.0321019761
1.7692307692	12.6006626826	0.0317938563	12.6008834747	0.0313383747
1.7884615385	12.6012602139	0.0310309311	12.6014787567	0.0305701980
1.8076923077	12.6018430573	0.0302639419	12.6020592230	0.0297975581
1.8269230769	12.6024111302	0.0294930261	12.6026247888	0.0290205678
1.8461538462	12.6029643524	0.0287183207	12.6031753715	0.0282393405
1.8653846154	12.6035026461	0.0279399616	12.6037108908	0.0274539904
1.8846153846	12.6040259362	0.0271580837	12.6042312685	0.0266646320
1.9038461538	12.6045341498	0.0263728204	12.6047364286	0.0258713806
1.9230769231	12.6050272163	0.0255843038	12.6052262974	0.0250743520
1.9423076923	12.6055050680	0.0247926640	12.6057008033	0.0242736627
1.9615384615	12.6059676392	0.0239980292	12.6061598771	0.0234694294
1.9807692308	12.6064148669	0.0232005257	12.6066034517	0.0226617696
2.0000000000	12.6068466906	0.0224002773	12.6070314624	0.0218508012
2.0192307692	12.6072630519	0.0215974053	12.6074438467	0.0210366427
2.0384615385	12.6076638952	0.0207920286	12.6078405444	0.0202194128
2.0576923077	12.6080491672	0.0199842635	12.6082214975	0.0193992310
2.0769230769	12.6084188168	0.0191742232	12.6085866505	0.0185762169
2.0961538462	12.6087727957	0.0183620183	12.6089359500	0.0177504907
2.1153846154	12.6091110576	0.0175477564	12.6092693450	0.0169221729
2.1346153846	12.6094335588	0.0167315423	12.6095867869	0.0160913846
2.1538461538	12.6097402579	0.0159134777	12.6098882294	0.0152582469
2.1730769231	12.6100311156	0.0150936615	12.6101736283	0.0144228815
2.1923076923	12.6103060951	0.0142721896	12.6104429421	0.0135854105
2.2115384615	12.6105651619	0.0134491552	12.6106961314	0.0127459560
2.2307692308	12.6108082837	0.0126246486	12.6109331592	0.0119046406
2.2500000000	12.6110354303	0.0117987578	12.6111539910	0.0110615871
2.2692307692	12.6112465739	0.0109715680	12.6113585945	0.0102169187
2.2884615385	12.6114416888	0.0101431623	12.6115469399	0.0093707586
2.3076923077	12.6116207513	0.0093136215	12.6117189996	0.0085232304
2.3269230769	12.6117837401	0.0084830245	12.6118747485	0.0076744578
2.3461538462	12.6119306359	0.0076514486	12.6120141638	0.0068245648
2.3653846154	12.6120614213	0.0068189695	12.6121372253	0.0059736754
2.3846153846	12.6121760811	0.0059856616	12.6122439150	0.0051219138
2.4038461538	12.6122746024	0.0051515984	12.6123342172	0.0042694045
2.4230769231	12.6123569739	0.0043168528	12.6124081189	0.0034162718
2.4423076923	12.6124231865	0.0034814970	12.6124656091	0.0025626404
2.4615384615	12.6124732331	0.0026456034	12.6125066796	0.0017086348
2.4807692308	12.6125071086	0.0018092443	12.6125313242	0.0008543798
2.5000000000	12.6125248098	0.0009724928	12.6125395395	0.0000000000
2.5192307692	12.6125263356	0.0001354224	12.6125313242	-0.0008543798
2.5384615385	12.6125116867	-0.0007018921	12.6125066796	-0.0017086348
2.5576923077	12.6124808659	-0.0015393747	12.6124656091	-0.0025626404
2.5769230769	12.6124338778	-0.0023769474	12.6124081189	-0.0034162718
2.5961538462	12.6123707291	-0.0032145306	12.6123342172	-0.0042694045
2.6153846154	12.6122914284	-0.0040520425	12.6122439150	-0.0051219138
2.6346153846	12.6121959863	-0.0048893987	12.6121372253	-0.0059736754
2.6538461538	12.6120844154	-0.0057265123	12.6120141638	-0.0068245648
2.6730769231	12.6119567302	-0.0065632932	12.6118747485	-0.0076744578
2.6923076923	12.6118129472	-0.0073996485	12.6117189996	-0.0085232304
2.7115384615	12.6116530851	-0.0082354821	12.6115469399	-0.0093707586
2.7307692308	12.6114771646	-0.0090706943	12.6113585945	-0.0102169187
2.7500000000	12.6112852082	-0.0099051820	12.6111539910	-0.0110615871
2.7692307692	12.6110772408	-0.0107388383	12.6109331592	-0.0119046406
2.7884615385	12.6108532892	-0.0115715530	12.6106961314	-0.0127459560
2.8076923077	12.6106133825	-0.0124032118	12.6104429421	-0.0135854105
2.8269230769	12.6103575519	-0.0132336970	12.6101736283	-0.0144228815
2.8461538462	12.6100858306	-0.0140628870	12.6098882294	-0.0152582469
2.8653846154	12.6097982542	-0.0148906566	12.6095867869	-0.0160913846
2.8846153846	12.6094948605	-0.0157168771	12.6092693450	-0.0169221729
2.9038461538	12.6091756895	-0.0165414164	12.6089359500	-0.0177504907
2.9230769231	12.6088407836	-0.0173641391	12.6085866505	-0.0185762169
2.9423076923	12.6084901874	-0.0181849064	12.6082214975	-0.0193992310
2.9615384615	12.6081239478	-0.0190035769	12.6078405444	-0.0202194128
2.9807692308	12.6077421142	-0.0198200064	12.6074438467	-0.0210366427
3.0000000000	12.6073447383	-0.0206340483	12.6070314624	-0.0218508012
3.0192307692	12.6069318741	-0.0214455535	12.6066034517	-0.0226617696
3.0384615385	12.6065035781	-0.0222543713	12.6061598771	-0.0234694294
3.0576923077	12.6060599093	-0.0230603494	12.6057008033	-0.0242736627
3.0769230769	12.6056009290	-0.0238633340	12.6052262974	-0.0250743520
3.0961538462	12.6051267011	-0.0246631705	12.6047364286	-0.0258713806
3.1153846154	12.6046372917	-0.0254597035	12.6042312685	-0.0266646320
3.1346153846	12.6041327698	-0.0262527777	12.6037108908	-0.0274539904
3.1538461538	12.6036132064	-0.0270422375	12.6031753715	-0.0282393405
3.1730769231	12.6030786753	-0.0278279280	12.6026247888	-0.0290205678
3.1923076923	12.6025292526	-0.0286096950	12.6020592230	-0.0297975581
3.2115384615	12.6019650168	-0.0293873854	12.6014787567	-0.0305701980
