#Time 	 x_analytical 	 v_analytical 	 x_MPM 	 v_MPM 	 error_x 	 error_v
3.390000 	 0.505098 	 -0.077051 	 0.502543 	 -0.037919 	 0.002556 	 0.039133
3.400000 	 0.504699 	 -0.080902 	 0.502332 	 -0.039940 	 0.002367 	 0.040962
3.410000 	 0.504282 	 -0.084433 	 0.502113 	 -0.041795 	 0.002169 	 0.042638
3.420000 	 0.503848 	 -0.087631 	 0.501886 	 -0.043478 	 0.001962 	 0.044153
3.430000 	 0.503400 	 -0.090483 	 0.501653 	 -0.044983 	 0.001747 	 0.045500
3.440000 	 0.502938 	 -0.092978 	 0.501414 	 -0.046304 	 0.001524 	 0.046673
3.450000 	 0.502465 	 -0.095106 	 0.501170 	 -0.047438 	 0.001295 	 0.047668
3.460000 	 0.501983 	 -0.096858 	 0.500923 	 -0.048379 	 0.001060 	 0.048479
3.470000 	 0.501493 	 -0.098229 	 0.500673 	 -0.049126 	 0.000820 	 0.049103
3.480000 	 0.500998 	 -0.099211 	 0.500422 	 -0.049676 	 0.000576 	 0.049535
3.490000 	 0.500500 	 -0.099803 	 0.500170 	 -0.050028 	 0.000330 	 0.049775
3.500000 	 0.500000 	 -0.100000 	 0.499918 	 -0.050181 	 0.000082 	 0.049819
3.510000 	 0.499501 	 -0.099803 	 0.499668 	 -0.050135 	 0.000167 	 0.049667
3.520000 	 0.499004 	 -0.099211 	 0.499420 	 -0.049892 	 0.000416 	 0.049320
3.530000 	 0.498511 	 -0.098229 	 0.499175 	 -0.049452 	 0.000664 	 0.048777
3.540000 	 0.498025 	 -0.096858 	 0.498934 	 -0.048819 	 0.000909 	 0.048039
3.550000 	 0.497547 	 -0.095106 	 0.498699 	 -0.047996 	 0.001152 	 0.047110
3.560000 	 0.497079 	 -0.092978 	 0.498470 	 -0.046986 	 0.001391 	 0.045991
3.570000 	 0.496623 	 -0.090483 	 0.498247 	 -0.045795 	 0.001624 	 0.044687
3.580000 	 0.496181 	 -0.087631 	 0.498033 	 -0.044428 	 0.001852 	 0.043202
3.590000 	 0.495754 	 -0.084433 	 0.497827 	 -0.042891 	 0.002073 	 0.041541
3.600000 	 0.495344 	 -0.080902 	 0.497631 	 -0.041191 	 0.002286 	 0.039710
3.610000 	 0.494953 	 -0.077051 	 0.497444 	 -0.039335 	 0.002491 	 0.037716
3.620000 	 0.494582 	 -0.072897 	 0.497268 	 -0.037331 	 0.002686 	 0.035566
3.630000 	 0.494233 	 -0.068455 	 0.497104 	 -0.035188 	 0.002872 	 0.033267
3.640000 	 0.493906 	 -0.063742 	 0.496952 	 -0.032914 	 0.003046 	 0.030828
3.650000 	 0.493603 	 -0.058779 	 0.496812 	 -0.030520 	 0.003209 	 0.028259
3.660000 	 0.493326 	 -0.053583 	 0.496686 	 -0.028014 	 0.003360 	 0.025568
3.670000 	 0.493075 	 -0.048175 	 0.496573 	 -0.025408 	 0.003498 	 0.022767
3.680000 	 0.492851 	 -0.042578 	 0.496474 	 -0.022712 	 0.003622 	 0.019866
3.690000 	 0.492656 	 -0.036812 	 0.496389 	 -0.019937 	 0.003733 	 0.016875
3.700000 	 0.492489 	 -0.030902 	 0.496318 	 -0.017095 	 0.003829 	 0.013807
3.710000 	 0.492351 	 -0.024869 	 0.496262 	 -0.014197 	 0.003911 	 0.010672
3.720000 	 0.492244 	 -0.018738 	 0.496221 	 -0.011254 	 0.003977 	 0.007484
3.730000 	 0.492167 	 -0.012533 	 0.496195 	 -0.008278 	 0.004028 	 0.004255
3.740000 	 0.492121 	 -0.006279 	 0.496184 	 -0.005282 	 0.004063 	 0.000997
3.750000 	 0.492105 	 -0.000000 	 0.496188 	 -0.002277 	 0.004083 	 0.002277
3.760000 	 0.492121 	 0.006279 	 0.496207 	 0.000725 	 0.004086 	 0.005554
3.770000 	 0.492167 	 0.012533 	 0.496240 	 0.003713 	 0.004073 	 0.008821
3.780000 	 0.492244 	 0.018738 	 0.496288 	 0.006673 	 0.004044 	 0.012065
3.790000 	 0.492351 	 0.024869 	 0.496350 	 0.009596 	 0.003999 	 0.015273
3.800000 	 0.492489 	 0.030902 	 0.496427 	 0.012468 	 0.003938 	 0.018433
3.810000 	 0.492656 	 0.036812 	 0.496517 	 0.015280 	 0.003861 	 0.021532
3.820000 	 0.492851 	 0.042578 	 0.496620 	 0.018021 	 0.003769 	 0.024557
3.830000 	 0.493075 	 0.048175 	 0.496736 	 0.020679 	 0.003661 	 0.027496
3.840000 	 0.493326 	 0.053583 	 0.496864 	 0.023245 	 0.003538 	 0.030337
3.850000 	 0.493603 	 0.058779 	 0.497005 	 0.025709 	 0.003401 	 0.033069
3.860000 	 0.493906 	 0.063742 	 0.497156 	 0.028062 	 0.003250 	 0.035680
3.870000 	 0.494233 	 0.068455 	 0.497318 	 0.030294 	 0.003085 	 0.038160
3.880000 	 0.494582 	 0.072897 	 0.497489 	 0.032398 	 0.002907 	 0.040498
3.890000 	 0.494953 	 0.077051 	 0.497670 	 0.034366 	 0.002717 	 0.042685
3.900000 	 0.495344 	 0.080902 	 0.497860 	 0.036190 	 0.002515 	 0.044711
3.910000 	 0.495754 	 0.084433 	 0.498057 	 0.037864 	 0.002302 	 0.046568
3.920000 	 0.496181 	 0.087631 	 0.498260 	 0.039382 	 0.002079 	 0.048248
3.930000 	 0.496623 	 0.090483 	 0.498470 	 0.040739 	 0.001847 	 0.049744
3.940000 	 0.497079 	 0.092978 	 0.498685 	 0.041929 	 0.001606 	 0.051049
3.950000 	 0.497547 	 0.095106 	 0.498904 	 0.042949 	 0.001357 	 0.052157
3.960000 	 0.498025 	 0.096858 	 0.499127 	 0.043795 	 0.001102 	 0.053063
3.970000 	 0.498511 	 0.098229 	 0.499352 	 0.044465 	 0.000841 	 0.053764
3.980000 	 0.499004 	 0.099211 	 0.499579 	 0.044957 	 0.000576 	 0.054255
3.990000 	 0.499501 	 0.099803 	 0.499807 	 0.045269 	 0.000306 	 0.054533
4.000000 	 0.500000 	 0.100000 	 0.500035 	 0.045402 	 0.000035 	 0.054598
4.010000 	 0.500500 	 0.099803 	 0.500261 	 0.045354 	 0.000239 	 0.054448
4.020000 	 0.500998 	 0.099211 	 0.500486 	 0.045128 	 0.000513 	 0.054083
4.030000 	 0.501493 	 0.098229 	 0.500708 	 0.044725 	 0.000786 	 0.053504
4.040000 	 0.501983 	 0.096858 	 0.500926 	 0.044146 	 0.001057 	 0.052712
4.050000 	 0.502465 	 0.095106 	 0.501139 	 0.043396 	 0.001326 	 0.051710
4.060000 	 0.502938 	 0.092978 	 0.501348 	 0.042477 	 0.001590 	 0.050500
4.070000 	 0.503400 	 0.090483 	 0.501550 	 0.041394 	 0.001850 	 0.049088
4.080000 	 0.503848 	 0.087631 	 0.501745 	 0.040152 	 0.002103 	 0.047478
4.090000 	 0.504282 	 0.084433 	 0.501933 	 0.038757 	 0.002350 	 0.045676
4.100000 	 0.504699 	 0.080902 	 0.502112 	 0.037213 	 0.002588 	 0.043688
4.110000 	 0.505098 	 0.077051 	 0.502282 	 0.035529 	 0.002817 	 0.041522
4.120000 	 0.505477 	 0.072897 	 0.502442 	 0.033712 	 0.003035 	 0.039185
4.130000 	 0.505835 	 0.068455 	 0.502592 	 0.031768 	 0.003243 	 0.036687
4.140000 	 0.506169 	 0.063742 	 0.502731 	 0.029706 	 0.003438 	 0.034036
4.150000 	 0.506480 	 0.058779 	 0.502859 	 0.027536 	 0.003621 	 0.031243
4.160000 	 0.506764 	 0.053583 	 0.502974 	 0.025265 	 0.003790 	 0.028318
4.170000 	 0.507022 	 0.048175 	 0.503078 	 0.022903 	 0.003945 	 0.025273
4.180000 	 0.507252 	 0.042578 	 0.503169 	 0.020460 	 0.004084 	 0.022118
4.190000 	 0.507454 	 0.036812 	 0.503246 	 0.017945 	 0.004208 	 0.018867
4.200000 	 0.507626 	 0.030902 	 0.503311 	 0.015370 	 0.004315 	 0.015532
4.210000 	 0.507767 	 0.024869 	 0.503362 	 0.012744 	 0.004405 	 0.012125
4.220000 	 0.507878 	 0.018738 	 0.503399 	 0.010078 	 0.004479 	 0.008660
4.230000 	 0.507958 	 0.012533 	 0.503423 	 0.007382 	 0.004534 	 0.005151
4.240000 	 0.508005 	 0.006279 	 0.503433 	 0.004668 	 0.004572 	 0.001611
4.250000 	 0.508021 	 -0.000000 	 0.503430 	 0.001946 	 0.004592 	 0.001946
4.260000 	 0.508005 	 -0.006279 	 0.503412 	 -0.000773 	 0.004593 	 0.005506
4.270000 	 0.507958 	 -0.012533 	 0.503381 	 -0.003478 	 0.004576 	 0.009055
4.280000 	 0.507878 	 -0.018738 	 0.503337 	 -0.006159 	 0.004541 	 0.012579
4.290000 	 0.507767 	 -0.024869 	 0.503279 	 -0.008806 	 0.004488 	 0.016063
4.300000 	 0.507626 	 -0.030902 	 0.503209 	 -0.011407 	 0.004417 	 0.019495
4.310000 	 0.507454 	 -0.036812 	 0.503126 	 -0.013953 	 0.004328 	 0.022859
4.320000 	 0.507252 	 -0.042578 	 0.503031 	 -0.016434 	 0.004221 	 0.026143
4.330000 	 0.507022 	 -0.048175 	 0.502924 	 -0.018841 	 0.004098 	 0.029334
4.340000 	 0.506764 	 -0.053583 	 0.502807 	 -0.021164 	 0.003958 	 0.032419
4.350000 	 0.506480 	 -0.058779 	 0.502678 	 -0.023394 	 0.003802 	 0.035384
4.360000 	 0.506169 	 -0.063742 	 0.502539 	 -0.025523 	 0.003630 	 0.038219
4.370000 	 0.505835 	 -0.068455 	 0.502390 	 -0.027543 	 0.003444 	 0.040911
4.380000 	 0.505477 	 -0.072897 	 0.502233 	 -0.029447 	 0.003244 	 0.043450
4.390000 	 0.505098 	 -0.077051 	 0.502067 	 -0.031227 	 0.003031 	 0.045825
4.400000 	 0.504699 	 -0.080902 	 0.501894 	 -0.032876 	 0.002805 	 0.048026
4.410000 	 0.504282 	 -0.084433 	 0.501714 	 -0.034389 	 0.002568 	 0.050043
4.420000 	 0.503848 	 -0.087631 	 0.501528 	 -0.035761 	 0.002321 	 0.051870
4.430000 	 0.503400 	 -0.090483 	 0.501336 	 -0.036986 	 0.002064 	 0.053497
4.440000 	 0.502938 	 -0.092978 	 0.501140 	 -0.038060 	 0.001798 	 0.054918
4.450000 	 0.502465 	 -0.095106 	 0.500940 	 -0.038980 	 0.001525 	 0.056126
4.460000 	 0.501983 	 -0.096858 	 0.500737 	 -0.039742 	 0.001246 	 0.057116
4.470000 	 0.501493 	 -0.098229 	 0.500532 	 -0.040344 	 0.000961 	 0.057884
4.480000 	 0.500998 	 -0.099211 	 0.500326 	 -0.040785 	 0.000673 	 0.058426
4.490000 	 0.500500 	 -0.099803 	 0.500119 	 -0.041063 	 0.000381 	 0.058740
4.500000 	 0.500000 	 -0.100000 	 0.499912 	 -0.041178 	 0.000088 	 0.058822
4.510000 	 0.499501 	 -0.099803 	 0.499707 	 -0.041129 	 0.000206 	 0.058673
4.520000 	 0.499004 	 -0.099211 	 0.499504 	 -0.040919 	 0.000500 	 0.058293
4.530000 	 0.498511 	 -0.098229 	 0.499303 	 -0.040548 	 0.000792 	 0.057681
4.540000 	 0.498025 	 -0.096858 	 0.499106 	 -0.040018 	 0.001081 	 0.056840
4.550000 	 0.497547 	 -0.095106 	 0.498913 	 -0.039332 	 0.001366 	 0.055773
4.560000 	 0.497079 	 -0.092978 	 0.498725 	 -0.038494 	 0.001646 	 0.054484
4.570000 	 0.496623 	 -0.090483 	 0.498543 	 -0.037507 	 0.001920 	 0.052976
4.580000 	 0.496181 	 -0.087631 	 0.498367 	 -0.036376 	 0.002186 	 0.051255
4.590000 	 0.495754 	 -0.084433 	 0.498199 	 -0.035106 	 0.002444 	 0.049327
4.600000 	 0.495344 	 -0.080902 	 0.498038 	 -0.033702 	 0.002693 	 0.047199
4.610000 	 0.494953 	 -0.077051 	 0.497885 	 -0.032171 	 0.002932 	 0.044880
4.620000 	 0.494582 	 -0.072897 	 0.497742 	 -0.030519 	 0.003159 	 0.042378
4.630000 	 0.494233 	 -0.068455 	 0.497607 	 -0.028753 	 0.003375 	 0.039702
4.640000 	 0.493906 	 -0.063742 	 0.497483 	 -0.026881 	 0.003577 	 0.036862
4.650000 	 0.493603 	 -0.058779 	 0.497369 	 -0.024909 	 0.003766 	 0.033869
4.660000 	 0.493326 	 -0.053583 	 0.497266 	 -0.022848 	 0.003940 	 0.030735
4.670000 	 0.493075 	 -0.048175 	 0.497174 	 -0.020704 	 0.004099 	 0.027471
4.680000 	 0.492851 	 -0.042578 	 0.497093 	 -0.018487 	 0.004242 	 0.024090
4.690000 	 0.492656 	 -0.036812 	 0.497024 	 -0.016207 	 0.004368 	 0.020606
4.700000 	 0.492489 	 -0.030902 	 0.496966 	 -0.013871 	 0.004478 	 0.017031
4.710000 	 0.492351 	 -0.024869 	 0.496921 	 -0.011490 	 0.004570 	 0.013379
4.720000 	 0.492244 	 -0.018738 	 0.496888 	 -0.009073 	 0.004644 	 0.009666
4.730000 	 0.492167 	 -0.012533 	 0.496868 	 -0.006629 	 0.004701 	 0.005904
4.740000 	 0.492121 	 -0.006279 	 0.496859 	 -0.004170 	 0.004739 	 0.002109
4.750000 	 0.492105 	 -0.000000 	 0.496863 	 -0.001704 	 0.004758 	 0.001704
4.760000 	 0.492121 	 0.006279 	 0.496880 	 0.000760 	 0.004759 	 0.005520
4.770000 	 0.492167 	 0.012533 	 0.496908 	 0.003210 	 0.004741 	 0.009324
4.780000 	 0.492244 	 0.018738 	 0.496948 	 0.005638 	 0.004704 	 0.013101
4.790000 	 0.492351 	 0.024869 	 0.497000 	 0.008033 	 0.004649 	 0.016836
4.800000 	 0.492489 	 0.030902 	 0.497063 	 0.010388 	 0.004575 	 0.020514
4.810000 	 0.492656 	 0.036812 	 0.497138 	 0.012692 	 0.004483 	 0.024120
4.820000 	 0.492851 	 0.042578 	 0.497224 	 0.014937 	 0.004372 	 0.027641
4.830000 	 0.493075 	 0.048175 	 0.497320 	 0.017114 	 0.004245 	 0.031062
4.840000 	 0.493326 	 0.053583 	 0.497426 	 0.019214 	 0.004100 	 0.034368
4.850000 	 0.493603 	 0.058779 	 0.497542 	 0.021231 	 0.003938 	 0.037548
4.860000 	 0.493906 	 0.063742 	 0.497666 	 0.023155 	 0.003761 	 0.040587
4.870000 	 0.494233 	 0.068455 	 0.497800 	 0.024981 	 0.003567 	 0.043474
4.880000 	 0.494582 	 0.072897 	 0.497942 	 0.026700 	 0.003359 	 0.046197
4.890000 	 0.494953 	 0.077051 	 0.498091 	 0.028308 	 0.003137 	 0.048744
4.900000 	 0.495344 	 0.080902 	 0.498246 	 0.029797 	 0.002902 	 0.051105
4.910000 	 0.495754 	 0.084433 	 0.498409 	 0.031162 	 0.002654 	 0.053271
4.920000 	 0.496181 	 0.087631 	 0.498576 	 0.032399 	 0.002395 	 0.055231
4.930000 	 0.496623 	 0.090483 	 0.498749 	 0.033504 	 0.002126 	 0.056979
4.940000 	 0.497079 	 0.092978 	 0.498926 	 0.034471 	 0.001846 	 0.058506
4.950000 	 0.497547 	 0.095106 	 0.499106 	 0.035299 	 0.001559 	 0.059807
4.960000 	 0.498025 	 0.096858 	 0.499289 	 0.035984 	 0.001264 	 0.060874
4.970000 	 0.498511 	 0.098229 	 0.499474 	 0.036524 	 0.000963 	 0.061704
4.980000 	 0.499004 	 0.099211 	 0.499660 	 0.036918 	 0.000657 	 0.062293
4.990000 	 0.499501 	 0.099803 	 0.499847 	 0.037165 	 0.000347 	 0.062638
5.000000 	 0.500000 	 0.100000 	 0.500034 	 0.037264 	 0.000034 	 0.062736
5.010000 	 0.500500 	 0.099803 	 0.500220 	 0.037216 	 0.000280 	 0.062587
5.020000 	 0.500998 	 0.099211 	 0.500404 	 0.037020 	 0.000594 	 0.062191
5.030000 	 0.501493 	 0.098229 	 0.500586 	 0.036680 	 0.000907 	 0.061549
5.040000 	 0.501983 	 0.096858 	 0.500765 	 0.036196 	 0.001218 	 0.060663
5.050000 	 0.502465 	 0.095106 	 0.500940 	 0.035571 	 0.001525 	 0.059535
5.060000 	 0.502938 	 0.092978 	 0.501110 	 0.034807 	 0.001828 	 0.058170
5.070000 	 0.503400 	 0.090483 	 0.501276 	 0.033910 	 0.002124 	 0.056573
5.080000 	 0.503848 	 0.087631 	 0.501435 	 0.032882 	 0.002413 	 0.054748
5.090000 	 0.504282 	 0.084433 	 0.501589 	 0.031729 	 0.002693 	 0.052704
5.100000 	 0.504699 	 0.080902 	 0.501735 	 0.030454 	 0.002964 	 0.050447
5.110000 	 0.505098 	 0.077051 	 0.501874 	 0.029065 	 0.003224 	 0.047987
5.120000 	 0.505477 	 0.072897 	 0.502005 	 0.027566 	 0.003472 	 0.045331
5.130000 	 0.505835 	 0.068455 	 0.502127 	 0.025964 	 0.003707 	 0.042491
5.140000 	 0.506169 	 0.063742 	 0.502241 	 0.024266 	 0.003929 	 0.039476
5.150000 	 0.506480 	 0.058779 	 0.502345 	 0.022479 	 0.004135 	 0.036300
5.160000 	 0.506764 	 0.053583 	 0.502439 	 0.020610 	 0.004325 	 0.032973
5.170000 	 0.507022 	 0.048175 	 0.502523 	 0.018667 	 0.004499 	 0.029508
5.180000 	 0.507252 	 0.042578 	 0.502597 	 0.016658 	 0.004656 	 0.025920
5.190000 	 0.507454 	 0.036812 	 0.502660 	 0.014591 	 0.004794 	 0.022221
5.200000 	 0.507626 	 0.030902 	 0.502712 	 0.012474 	 0.004914 	 0.018427
5.210000 	 0.507767 	 0.024869 	 0.502753 	 0.010317 	 0.005014 	 0.014552
5.220000 	 0.507878 	 0.018738 	 0.502783 	 0.008127 	 0.005095 	 0.010611
5.230000 	 0.507958 	 0.012533 	 0.502802 	 0.005914 	 0.005156 	 0.006620
5.240000 	 0.508005 	 0.006279 	 0.502809 	 0.003686 	 0.005196 	 0.002593
5.250000 	 0.508021 	 -0.000000 	 0.502805 	 0.001452 	 0.005216 	 0.001452
5.260000 	 0.508005 	 -0.006279 	 0.502790 	 -0.000779 	 0.005215 	 0.005500
5.270000 	 0.507958 	 -0.012533 	 0.502764 	 -0.002998 	 0.005193 	 0.009535
5.280000 	 0.507878 	 -0.018738 	 0.502727 	 -0.005197 	 0.005151 	 0.013541
5.290000 	 0.507767 	 -0.024869 	 0.502679 	 -0.007366 	 0.005088 	 0.017503
5.300000 	 0.507626 	 -0.030902 	 0.502621 	 -0.009498 	 0.005005 	 0.021403
5.310000 	 0.507454 	 -0.036812 	 0.502553 	 -0.011584 	 0.004901 	 0.025228
5.320000 	 0.507252 	 -0.042578 	 0.502474 	 -0.013617 	 0.004778 	 0.028961
5.330000 	 0.507022 	 -0.048175 	 0.502386 	 -0.015587 	 0.004636 	 0.032588
5.340000 	 0.506764 	 -0.053583 	 0.502289 	 -0.017489 	 0.004476 	 0.036094
5.350000 	 0.506480 	 -0.058779 	 0.502182 	 -0.019313 	 0.004297 	 0.039465
5.360000 	 0.506169 	 -0.063742 	 0.502068 	 -0.021055 	 0.004101 	 0.042688
5.370000 	 0.505835 	 -0.068455 	 0.501946 	 -0.022706 	 0.003889 	 0.045748
5.380000 	 0.505477 	 -0.072897 	 0.501816 	 -0.024262 	 0.003661 	 0.048635
5.390000 	 0.505098 	 -0.077051 	 0.501680 	 -0.025715 	 0.003418 	 0.051336
5.400000 	 0.504699 	 -0.080902 	 0.501538 	 -0.027062 	 0.003162 	 0.053840
5.410000 	 0.504282 	 -0.084433 	 0.501389 	 -0.028296 	 0.002893 	 0.056137
5.420000 	 0.503848 	 -0.087631 	 0.501236 	 -0.029414 	 0.002612 	 0.058217
5.430000 	 0.503400 	 -0.090483 	 0.501079 	 -0.030411 	 0.002321 	 0.060072
5.440000 	 0.502938 	 -0.092978 	 0.500918 	 -0.031284 	 0.002020 	 0.061694
5.450000 	 0.502465 	 -0.095106 	 0.500754 	 -0.032030 	 0.001711 	 0.063076
5.460000 	 0.501983 	 -0.096858 	 0.500587 	 -0.032647 	 0.001396 	 0.064211
5.470000 	 0.501493 	 -0.098229 	 0.500419 	 -0.033133 	 0.001074 	 0.065096
5.480000 	 0.500998 	 -0.099211 	 0.500250 	 -0.033485 	 0.000749 	 0.065726
5.490000 	 0.500500 	 -0.099803 	 0.500080 	 -0.033705 	 0.000420 	 0.066098
5.500000 	 0.500000 	 -0.100000 	 0.499910 	 -0.033790 	 0.000090 	 0.066210
5.510000 	 0.499501 	 -0.099803 	 0.499742 	 -0.033742 	 0.000241 	 0.066061
5.520000 	 0.499004 	 -0.099211 	 0.499575 	 -0.033560 	 0.000572 	 0.065651
5.530000 	 0.498511 	 -0.098229 	 0.499411 	 -0.033247 	 0.000900 	 0.064982
5.540000 	 0.498025 	 -0.096858 	 0.499249 	 -0.032804 	 0.001224 	 0.064055
5.550000 	 0.497547 	 -0.095106 	 0.499091 	 -0.032233 	 0.001544 	 0.062873
5.560000 	 0.497079 	 -0.092978 	 0.498937 	 -0.031537 	 0.001858 	 0.061441
5.570000 	 0.496623 	 -0.090483 	 0.498788 	 -0.030719 	 0.002165 	 0.059764
5.580000 	 0.496181 	 -0.087631 	 0.498644 	 -0.029783 	 0.002463 	 0.057847
5.590000 	 0.495754 	 -0.084433 	 0.498506 	 -0.028734 	 0.002752 	 0.055699
5.600000 	 0.495344 	 -0.080902 	 0.498374 	 -0.027575 	 0.003030 	 0.053327
5.610000 	 0.494953 	 -0.077051 	 0.498250 	 -0.026312 	 0.003296 	 0.050740
5.620000 	 0.494582 	 -0.072897 	 0.498132 	 -0.024950 	 0.003550 	 0.047947
5.630000 	 0.494233 	 -0.068455 	 0.498022 	 -0.023495 	 0.003790 	 0.044960
5.640000 	 0.493906 	 -0.063742 	 0.497921 	 -0.021953 	 0.004015 	 0.041790
5.650000 	 0.493603 	 -0.058779 	 0.497828 	 -0.020330 	 0.004224 	 0.038448
5.660000 	 0.493326 	 -0.053583 	 0.497743 	 -0.018634 	 0.004417 	 0.034949
5.670000 	 0.493075 	 -0.048175 	 0.497668 	 -0.016871 	 0.004593 	 0.031305
5.680000 	 0.492851 	 -0.042578 	 0.497603 	 -0.015048 	 0.004751 	 0.027530
5.690000 	 0.492656 	 -0.036812 	 0.497547 	 -0.013173 	 0.004891 	 0.023640
5.700000 	 0.492489 	 -0.030902 	 0.497500 	 -0.011253 	 0.005011 	 0.019648
5.710000 	 0.492351 	 -0.024869 	 0.497464 	 -0.009297 	 0.005112 	 0.015572
5.720000 	 0.492244 	 -0.018738 	 0.497437 	 -0.007312 	 0.005193 	 0.011426
5.730000 	 0.492167 	 -0.012533 	 0.497421 	 -0.005306 	 0.005254 	 0.007227
5.740000 	 0.492121 	 -0.006279 	 0.497415 	 -0.003287 	 0.005294 	 0.002992
5.750000 	 0.492105 	 -0.000000 	 0.497419 	 -0.001263 	 0.005313 	 0.001263
5.760000 	 0.492121 	 0.006279 	 0.497433 	 0.000758 	 0.005312 	 0.005521
5.770000 	 0.492167 	 0.012533 	 0.497457 	 0.002767 	 0.005290 	 0.009766
5.780000 	 0.492244 	 0.018738 	 0.497490 	 0.004758 	 0.005246 	 0.013980
5.790000 	 0.492351 	 0.024869 	 0.497533 	 0.006722 	 0.005182 	 0.018147
5.800000 	 0.492489 	 0.030902 	 0.497586 	 0.008652 	 0.005098 	 0.022250
5.810000 	 0.492656 	 0.036812 	 0.497648 	 0.010540 	 0.004993 	 0.026272
5.820000 	 0.492851 	 0.042578 	 0.497719 	 0.012379 	 0.004868 	 0.030199
5.830000 	 0.493075 	 0.048175 	 0.497798 	 0.014161 	 0.004723 	 0.034014
5.840000 	 0.493326 	 0.053583 	 0.497886 	 0.015881 	 0.004560 	 0.037702
5.850000 	 0.493603 	 0.058779 	 0.497982 	 0.017531 	 0.004378 	 0.041248
5.860000 	 0.493906 	 0.063742 	 0.498085 	 0.019105 	 0.004179 	 0.044637
5.870000 	 0.494233 	 0.068455 	 0.498195 	 0.020598 	 0.003962 	 0.047857
5.880000 	 0.494582 	 0.072897 	 0.498312 	 0.022003 	 0.003729 	 0.050894
5.890000 	 0.494953 	 0.077051 	 0.498434 	 0.023316 	 0.003481 	 0.053736
5.900000 	 0.495344 	 0.080902 	 0.498563 	 0.024531 	 0.003218 	 0.056370
5.910000 	 0.495754 	 0.084433 	 0.498696 	 0.025645 	 0.002942 	 0.058788
5.920000 	 0.496181 	 0.087631 	 0.498834 	 0.026654 	 0.002653 	 0.060977
5.930000 	 0.496623 	 0.090483 	 0.498976 	 0.027553 	 0.002353 	 0.062930
5.940000 	 0.497079 	 0.092978 	 0.499121 	 0.028339 	 0.002042 	 0.064638
5.950000 	 0.497547 	 0.095106 	 0.499270 	 0.029011 	 0.001723 	 0.066095
5.960000 	 0.498025 	 0.096858 	 0.499420 	 0.029565 	 0.001395 	 0.067293
5.970000 	 0.498511 	 0.098229 	 0.499572 	 0.030001 	 0.001061 	 0.068228
5.980000 	 0.499004 	 0.099211 	 0.499725 	 0.030316 	 0.000721 	 0.068895
5.990000 	 0.499501 	 0.099803 	 0.499878 	 0.030511 	 0.000378 	 0.069292
6.000000 	 0.500000 	 0.100000 	 0.500032 	 0.030584 	 0.000032 	 0.069416
6.010000 	 0.500500 	 0.099803 	 0.500184 	 0.030536 	 0.000316 	 0.069266
6.020000 	 0.500998 	 0.099211 	 0.500335 	 0.030368 	 0.000663 	 0.068843
6.030000 	 0.501493 	 0.098229 	 0.500484 	 0.030081 	 0.001009 	 0.068148
6.040000 	 0.501983 	 0.096858 	 0.500631 	 0.029676 	 0.001352 	 0.067183
6.050000 	 0.502465 	 0.095106 	 0.500774 	 0.029155 	 0.001691 	 0.065950
6.060000 	 0.502938 	 0.092978 	 0.500914 	 0.028522 	 0.002024 	 0.064456
6.070000 	 0.503400 	 0.090483 	 0.501049 	 0.027778 	 0.002351 	 0.062705
6.080000 	 0.503848 	 0.087631 	 0.501180 	 0.026927 	 0.002669 	 0.060703
6.090000 	 0.504282 	 0.084433 	 0.501305 	 0.025974 	 0.002977 	 0.058459
6.100000 	 0.504699 	 0.080902 	 0.501425 	 0.024922 	 0.003274 	 0.055980
6.110000 	 0.505098 	 0.077051 	 0.501538 	 0.023775 	 0.003560 	 0.053276
6.120000 	 0.505477 	 0.072897 	 0.501645 	 0.022540 	 0.003832 	 0.050357
6.130000 	 0.505835 	 0.068455 	 0.501745 	 0.021220 	 0.004090 	 0.047235
6.140000 	 0.506169 	 0.063742 	 0.501838 	 0.019821 	 0.004332 	 0.043921
6.150000 	 0.506480 	 0.058779 	 0.501922 	 0.018350 	 0.004557 	 0.040429
6.160000 	 0.506764 	 0.053583 	 0.501999 	 0.016812 	 0.004765 	 0.036771
6.170000 	 0.507022 	 0.048175 	 0.502068 	 0.015213 	 0.004955 	 0.032962
6.180000 	 0.507252 	 0.042578 	 0.502127 	 0.013561 	 0.005125 	 0.029017
6.190000 	 0.507454 	 0.036812 	 0.502179 	 0.011862 	 0.005275 	 0.024950
6.200000 	 0.507626 	 0.030902 	 0.502221 	 0.010123 	 0.005405 	 0.020779
6.210000 	 0.507767 	 0.024869 	 0.502254 	 0.008350 	 0.005514 	 0.016519
6.220000 	 0.507878 	 0.018738 	 0.502278 	 0.006552 	 0.005600 	 0.012187
6.230000 	 0.507958 	 0.012533 	 0.502293 	 0.004734 	 0.005665 	 0.007799
6.240000 	 0.508005 	 0.006279 	 0.502298 	 0.002905 	 0.005707 	 0.003374
6.250000 	 0.508021 	 -0.000000 	 0.502294 	 0.001072 	 0.005727 	 0.001072
6.260000 	 0.508005 	 -0.006279 	 0.502281 	 -0.000758 	 0.005724 	 0.005521
6.270000 	 0.507958 	 -0.012533 	 0.502259 	 -0.002579 	 0.005698 	 0.009955
6.280000 	 0.507878 	 -0.018738 	 0.502228 	 -0.004381 	 0.005650 	 0.014357
