#Time 	 x_analytical 	 v_analytical 	 x_MPM 	 v_MPM 	 error_x 	 error_v
6.290000 	 0.507767 	 -0.024869 	 0.502189 	 -0.006160 	 0.005579 	 0.018709
6.300000 	 0.507626 	 -0.030902 	 0.502140 	 -0.007907 	 0.005486 	 0.022994
6.310000 	 0.507454 	 -0.036812 	 0.502083 	 -0.009616 	 0.005371 	 0.027196
6.320000 	 0.507252 	 -0.042578 	 0.502018 	 -0.011281 	 0.005234 	 0.031297
6.330000 	 0.507022 	 -0.048175 	 0.501946 	 -0.012895 	 0.005077 	 0.035281
6.340000 	 0.506764 	 -0.053583 	 0.501865 	 -0.014451 	 0.004899 	 0.039132
6.350000 	 0.506480 	 -0.058779 	 0.501778 	 -0.015944 	 0.004702 	 0.042835
6.360000 	 0.506169 	 -0.063742 	 0.501684 	 -0.017368 	 0.004486 	 0.046374
6.370000 	 0.505835 	 -0.068455 	 0.501583 	 -0.018719 	 0.004252 	 0.049736
6.380000 	 0.505477 	 -0.072897 	 0.501476 	 -0.019989 	 0.004001 	 0.052907
6.390000 	 0.505098 	 -0.077051 	 0.501364 	 -0.021177 	 0.003734 	 0.055875
6.400000 	 0.504699 	 -0.080902 	 0.501247 	 -0.022275 	 0.003452 	 0.058626
6.410000 	 0.504282 	 -0.084433 	 0.501125 	 -0.023282 	 0.003157 	 0.061151
6.420000 	 0.503848 	 -0.087631 	 0.501000 	 -0.024193 	 0.002849 	 0.063438
6.430000 	 0.503400 	 -0.090483 	 0.500870 	 -0.025004 	 0.002529 	 0.065478
6.440000 	 0.502938 	 -0.092978 	 0.500738 	 -0.025714 	 0.002200 	 0.067264
6.450000 	 0.502465 	 -0.095106 	 0.500603 	 -0.026319 	 0.001862 	 0.068786
6.460000 	 0.501983 	 -0.096858 	 0.500466 	 -0.026819 	 0.001516 	 0.070040
6.470000 	 0.501493 	 -0.098229 	 0.500328 	 -0.027210 	 0.001165 	 0.071019
6.480000 	 0.500998 	 -0.099211 	 0.500189 	 -0.027492 	 0.000809 	 0.071719
6.490000 	 0.500500 	 -0.099803 	 0.500050 	 -0.027665 	 0.000450 	 0.072138
6.500000 	 0.500000 	 -0.100000 	 0.499911 	 -0.027728 	 0.000089 	 0.072272
6.510000 	 0.499501 	 -0.099803 	 0.499773 	 -0.027681 	 0.000272 	 0.072122
6.520000 	 0.499004 	 -0.099211 	 0.499636 	 -0.027525 	 0.000633 	 0.071687
6.530000 	 0.498511 	 -0.098229 	 0.499501 	 -0.027261 	 0.000990 	 0.070968
6.540000 	 0.498025 	 -0.096858 	 0.499369 	 -0.026890 	 0.001344 	 0.069968
6.550000 	 0.497547 	 -0.095106 	 0.499239 	 -0.026415 	 0.001692 	 0.068691
6.560000 	 0.497079 	 -0.092978 	 0.499113 	 -0.025837 	 0.002034 	 0.067141
6.570000 	 0.496623 	 -0.090483 	 0.498991 	 -0.025159 	 0.002368 	 0.065323
6.580000 	 0.496181 	 -0.087631 	 0.498873 	 -0.024385 	 0.002692 	 0.063245
6.590000 	 0.495754 	 -0.084433 	 0.498760 	 -0.023518 	 0.003006 	 0.060915
6.600000 	 0.495344 	 -0.080902 	 0.498653 	 -0.022561 	 0.003308 	 0.058340
6.610000 	 0.494953 	 -0.077051 	 0.498550 	 -0.021519 	 0.003597 	 0.055532
6.620000 	 0.494582 	 -0.072897 	 0.498454 	 -0.020397 	 0.003872 	 0.052500
6.630000 	 0.494233 	 -0.068455 	 0.498365 	 -0.019198 	 0.004132 	 0.049257
6.640000 	 0.493906 	 -0.063742 	 0.498282 	 -0.017928 	 0.004376 	 0.045815
6.650000 	 0.493603 	 -0.058779 	 0.498206 	 -0.016592 	 0.004602 	 0.042186
6.660000 	 0.493326 	 -0.053583 	 0.498137 	 -0.015196 	 0.004811 	 0.038386
6.670000 	 0.493075 	 -0.048175 	 0.498076 	 -0.013746 	 0.005001 	 0.034429
6.680000 	 0.492851 	 -0.042578 	 0.498022 	 -0.012247 	 0.005171 	 0.030331
6.690000 	 0.492656 	 -0.036812 	 0.497977 	 -0.010706 	 0.005321 	 0.026106
6.700000 	 0.492489 	 -0.030902 	 0.497939 	 -0.009129 	 0.005451 	 0.021773
6.710000 	 0.492351 	 -0.024869 	 0.497910 	 -0.007522 	 0.005559 	 0.017347
6.720000 	 0.492244 	 -0.018738 	 0.497889 	 -0.005892 	 0.005645 	 0.012847
6.730000 	 0.492167 	 -0.012533 	 0.497876 	 -0.004244 	 0.005709 	 0.008289
6.740000 	 0.492121 	 -0.006279 	 0.497871 	 -0.002587 	 0.005751 	 0.003692
6.750000 	 0.492105 	 -0.000000 	 0.497875 	 -0.000926 	 0.005770 	 0.000926
6.760000 	 0.492121 	 0.006279 	 0.497887 	 0.000732 	 0.005766 	 0.005547
6.770000 	 0.492167 	 0.012533 	 0.497907 	 0.002380 	 0.005740 	 0.010153
6.780000 	 0.492244 	 0.018738 	 0.497935 	 0.004013 	 0.005691 	 0.014725
6.790000 	 0.492351 	 0.024869 	 0.497971 	 0.005623 	 0.005620 	 0.019246
6.800000 	 0.492489 	 0.030902 	 0.498015 	 0.007204 	 0.005527 	 0.023697
6.810000 	 0.492656 	 0.036812 	 0.498067 	 0.008751 	 0.005411 	 0.028061
6.820000 	 0.492851 	 0.042578 	 0.498125 	 0.010257 	 0.005274 	 0.032321
6.830000 	 0.493075 	 0.048175 	 0.498191 	 0.011717 	 0.005116 	 0.036458
6.840000 	 0.493326 	 0.053583 	 0.498263 	 0.013125 	 0.004937 	 0.040458
6.850000 	 0.493603 	 0.058779 	 0.498342 	 0.014475 	 0.004739 	 0.044304
6.860000 	 0.493906 	 0.063742 	 0.498427 	 0.015762 	 0.004521 	 0.047980
6.870000 	 0.494233 	 0.068455 	 0.498518 	 0.016983 	 0.004285 	 0.051472
6.880000 	 0.494582 	 0.072897 	 0.498614 	 0.018131 	 0.004032 	 0.054766
6.890000 	 0.494953 	 0.077051 	 0.498715 	 0.019203 	 0.003762 	 0.057848
6.900000 	 0.495344 	 0.080902 	 0.498821 	 0.020196 	 0.003477 	 0.060706
6.910000 	 0.495754 	 0.084433 	 0.498931 	 0.021104 	 0.003177 	 0.063329
6.920000 	 0.496181 	 0.087631 	 0.499044 	 0.021926 	 0.002863 	 0.065705
6.930000 	 0.496623 	 0.090483 	 0.499161 	 0.022658 	 0.002538 	 0.067825
6.940000 	 0.497079 	 0.092978 	 0.499281 	 0.023297 	 0.002201 	 0.069681
6.950000 	 0.497547 	 0.095106 	 0.499402 	 0.023842 	 0.001855 	 0.071264
6.960000 	 0.498025 	 0.096858 	 0.499526 	 0.024291 	 0.001501 	 0.072568
6.970000 	 0.498511 	 0.098229 	 0.499651 	 0.024642 	 0.001140 	 0.073587
6.980000 	 0.499004 	 0.099211 	 0.499776 	 0.024894 	 0.000773 	 0.074318
6.990000 	 0.499501 	 0.099803 	 0.499902 	 0.025047 	 0.000402 	 0.074756
7.000000 	 0.500000 	 0.100000 	 0.500028 	 0.025101 	 0.000028 	 0.074899
7.010000 	 0.500500 	 0.099803 	 0.500153 	 0.025055 	 0.000347 	 0.074748
7.020000 	 0.500998 	 0.099211 	 0.500277 	 0.024910 	 0.000721 	 0.074301
7.030000 	 0.501493 	 0.098229 	 0.500399 	 0.024668 	 0.001094 	 0.073561
7.040000 	 0.501983 	 0.096858 	 0.500519 	 0.024329 	 0.001464 	 0.072529
7.050000 	 0.502465 	 0.095106 	 0.500637 	 0.023896 	 0.001828 	 0.071210
7.060000 	 0.502938 	 0.092978 	 0.500751 	 0.023370 	 0.002187 	 0.069608
7.070000 	 0.503400 	 0.090483 	 0.500862 	 0.022754 	 0.002538 	 0.067729
7.080000 	 0.503848 	 0.087631 	 0.500969 	 0.022050 	 0.002880 	 0.065580
7.090000 	 0.504282 	 0.084433 	 0.501071 	 0.021262 	 0.003211 	 0.063170
7.100000 	 0.504699 	 0.080902 	 0.501169 	 0.020394 	 0.003530 	 0.060508
7.110000 	 0.505098 	 0.077051 	 0.501262 	 0.019448 	 0.003836 	 0.057604
7.120000 	 0.505477 	 0.072897 	 0.501349 	 0.018429 	 0.004128 	 0.054468
7.130000 	 0.505835 	 0.068455 	 0.501431 	 0.017341 	 0.004404 	 0.051114
7.140000 	 0.506169 	 0.063742 	 0.501506 	 0.016189 	 0.004663 	 0.047553
7.150000 	 0.506480 	 0.058779 	 0.501575 	 0.014978 	 0.004904 	 0.043800
7.160000 	 0.506764 	 0.053583 	 0.501638 	 0.013713 	 0.005126 	 0.039870
7.170000 	 0.507022 	 0.048175 	 0.501693 	 0.012398 	 0.005329 	 0.035778
7.180000 	 0.507252 	 0.042578 	 0.501742 	 0.011039 	 0.005510 	 0.031539
7.190000 	 0.507454 	 0.036812 	 0.501784 	 0.009642 	 0.005670 	 0.027170
7.200000 	 0.507626 	 0.030902 	 0.501818 	 0.008213 	 0.005808 	 0.022689
7.210000 	 0.507767 	 0.024869 	 0.501844 	 0.006757 	 0.005923 	 0.018112
7.220000 	 0.507878 	 0.018738 	 0.501863 	 0.005280 	 0.006015 	 0.013459
7.230000 	 0.507958 	 0.012533 	 0.501875 	 0.003787 	 0.006083 	 0.008746
7.240000 	 0.508005 	 0.006279 	 0.501879 	 0.002286 	 0.006126 	 0.003993
7.250000 	 0.508021 	 -0.000000 	 0.501875 	 0.000781 	 0.006146 	 0.000781
7.260000 	 0.508005 	 -0.006279 	 0.501864 	 -0.000720 	 0.006141 	 0.005559
7.270000 	 0.507958 	 -0.012533 	 0.501846 	 -0.002213 	 0.006112 	 0.010320
7.280000 	 0.507878 	 -0.018738 	 0.501820 	 -0.003692 	 0.006058 	 0.015047
7.290000 	 0.507767 	 -0.024869 	 0.501787 	 -0.005150 	 0.005981 	 0.019719
7.300000 	 0.507626 	 -0.030902 	 0.501747 	 -0.006582 	 0.005879 	 0.024320
7.310000 	 0.507454 	 -0.036812 	 0.501700 	 -0.007982 	 0.005754 	 0.028831
7.320000 	 0.507252 	 -0.042578 	 0.501646 	 -0.009345 	 0.005607 	 0.033233
7.330000 	 0.507022 	 -0.048175 	 0.501586 	 -0.010666 	 0.005436 	 0.037509
7.340000 	 0.506764 	 -0.053583 	 0.501520 	 -0.011940 	 0.005245 	 0.041642
7.350000 	 0.506480 	 -0.058779 	 0.501447 	 -0.013162 	 0.005032 	 0.045617
7.360000 	 0.506169 	 -0.063742 	 0.501370 	 -0.014327 	 0.004799 	 0.049416
7.370000 	 0.505835 	 -0.068455 	 0.501287 	 -0.015431 	 0.004548 	 0.053024
7.380000 	 0.505477 	 -0.072897 	 0.501199 	 -0.016469 	 0.004278 	 0.056428
7.390000 	 0.505098 	 -0.077051 	 0.501107 	 -0.017439 	 0.003991 	 0.059613
7.400000 	 0.504699 	 -0.080902 	 0.501011 	 -0.018335 	 0.003689 	 0.062566
7.410000 	 0.504282 	 -0.084433 	 0.500911 	 -0.019156 	 0.003372 	 0.065276
7.420000 	 0.503848 	 -0.087631 	 0.500807 	 -0.019898 	 0.003041 	 0.067732
7.430000 	 0.503400 	 -0.090483 	 0.500701 	 -0.020559 	 0.002699 	 0.069924
7.440000 	 0.502938 	 -0.092978 	 0.500592 	 -0.021136 	 0.002346 	 0.071842
7.450000 	 0.502465 	 -0.095106 	 0.500481 	 -0.021627 	 0.001984 	 0.073479
7.460000 	 0.501983 	 -0.096858 	 0.500369 	 -0.022031 	 0.001614 	 0.074828
7.470000 	 0.501493 	 -0.098229 	 0.500256 	 -0.022346 	 0.001238 	 0.075883
7.480000 	 0.500998 	 -0.099211 	 0.500142 	 -0.022572 	 0.000857 	 0.076640
7.490000 	 0.500500 	 -0.099803 	 0.500028 	 -0.022707 	 0.000472 	 0.077095
7.500000 	 0.500000 	 -0.100000 	 0.499914 	 -0.022753 	 0.000086 	 0.077247
7.510000 	 0.499501 	 -0.099803 	 0.499800 	 -0.022709 	 0.000300 	 0.077094
7.520000 	 0.499004 	 -0.099211 	 0.499688 	 -0.022575 	 0.000684 	 0.076637
7.530000 	 0.498511 	 -0.098229 	 0.499577 	 -0.022352 	 0.001066 	 0.075877
7.540000 	 0.498025 	 -0.096858 	 0.499469 	 -0.022042 	 0.001444 	 0.074816
7.550000 	 0.497547 	 -0.095106 	 0.499363 	 -0.021647 	 0.001816 	 0.073459
7.560000 	 0.497079 	 -0.092978 	 0.499259 	 -0.021167 	 0.002180 	 0.071811
7.570000 	 0.496623 	 -0.090483 	 0.499159 	 -0.020606 	 0.002536 	 0.069877
7.580000 	 0.496181 	 -0.087631 	 0.499063 	 -0.019966 	 0.002882 	 0.067665
7.590000 	 0.495754 	 -0.084433 	 0.498970 	 -0.019249 	 0.003216 	 0.065184
7.600000 	 0.495344 	 -0.080902 	 0.498882 	 -0.018459 	 0.003538 	 0.062443
7.610000 	 0.494953 	 -0.077051 	 0.498799 	 -0.017600 	 0.003846 	 0.059452
7.620000 	 0.494582 	 -0.072897 	 0.498720 	 -0.016674 	 0.004138 	 0.056223
7.630000 	 0.494233 	 -0.068455 	 0.498647 	 -0.015686 	 0.004414 	 0.052768
7.640000 	 0.493906 	 -0.063742 	 0.498579 	 -0.014641 	 0.004673 	 0.049102
7.650000 	 0.493603 	 -0.058779 	 0.498517 	 -0.013541 	 0.004914 	 0.045237
7.660000 	 0.493326 	 -0.053583 	 0.498461 	 -0.012393 	 0.005135 	 0.041190
7.670000 	 0.493075 	 -0.048175 	 0.498411 	 -0.011200 	 0.005336 	 0.036976
7.680000 	 0.492851 	 -0.042578 	 0.498368 	 -0.009967 	 0.005517 	 0.032610
7.690000 	 0.492656 	 -0.036812 	 0.498331 	 -0.008701 	 0.005675 	 0.028112
7.700000 	 0.492489 	 -0.030902 	 0.498301 	 -0.007405 	 0.005812 	 0.023497
7.710000 	 0.492351 	 -0.024869 	 0.498277 	 -0.006084 	 0.005925 	 0.018785
7.720000 	 0.492244 	 -0.018738 	 0.498260 	 -0.004745 	 0.006016 	 0.013993
7.730000 	 0.492167 	 -0.012533 	 0.498250 	 -0.003393 	 0.006083 	 0.009140
7.740000 	 0.492121 	 -0.006279 	 0.498246 	 -0.002033 	 0.006126 	 0.004246
7.750000 	 0.492105 	 -0.000000 	 0.498250 	 -0.000670 	 0.006145 	 0.000670
7.760000 	 0.492121 	 0.006279 	 0.498260 	 0.000691 	 0.006140 	 0.005588
7.770000 	 0.492167 	 0.012533 	 0.498277 	 0.002043 	 0.006110 	 0.010491
7.780000 	 0.492244 	 0.018738 	 0.498301 	 0.003381 	 0.006057 	 0.015357
7.790000 	 0.492351 	 0.024869 	 0.498331 	 0.004701 	 0.005979 	 0.020168
7.800000 	 0.492489 	 0.030902 	 0.498367 	 0.005997 	 0.005878 	 0.024904
7.810000 	 0.492656 	 0.036812 	 0.498410 	 0.007265 	 0.005754 	 0.029548
7.820000 	 0.492851 	 0.042578 	 0.498458 	 0.008498 	 0.005607 	 0.034079
7.830000 	 0.493075 	 0.048175 	 0.498513 	 0.009694 	 0.005438 	 0.038482
7.840000 	 0.493326 	 0.053583 	 0.498572 	 0.010846 	 0.005246 	 0.042737
7.850000 	 0.493603 	 0.058779 	 0.498638 	 0.011951 	 0.005034 	 0.046828
7.860000 	 0.493906 	 0.063742 	 0.498708 	 0.013004 	 0.004802 	 0.050739
7.870000 	 0.494233 	 0.068455 	 0.498783 	 0.014001 	 0.004550 	 0.054453
7.880000 	 0.494582 	 0.072897 	 0.498862 	 0.014940 	 0.004280 	 0.057957
7.890000 	 0.494953 	 0.077051 	 0.498945 	 0.015816 	 0.003992 	 0.061236
7.900000 	 0.495344 	 0.080902 	 0.499032 	 0.016625 	 0.003688 	 0.064276
7.910000 	 0.495754 	 0.084433 	 0.499122 	 0.017366 	 0.003368 	 0.067066
7.920000 	 0.496181 	 0.087631 	 0.499216 	 0.018036 	 0.003035 	 0.069595
7.930000 	 0.496623 	 0.090483 	 0.499312 	 0.018632 	 0.002689 	 0.071851
7.940000 	 0.497079 	 0.092978 	 0.499410 	 0.019151 	 0.002331 	 0.073826
7.950000 	 0.497547 	 0.095106 	 0.499510 	 0.019593 	 0.001963 	 0.075512
7.960000 	 0.498025 	 0.096858 	 0.499612 	 0.019956 	 0.001587 	 0.076902
7.970000 	 0.498511 	 0.098229 	 0.499714 	 0.020239 	 0.001203 	 0.077990
7.980000 	 0.499004 	 0.099211 	 0.499817 	 0.020441 	 0.000814 	 0.078771
7.990000 	 0.499501 	 0.099803 	 0.499921 	 0.020561 	 0.000420 	 0.079242
8.000000 	 0.500000 	 0.100000 	 0.500024 	 0.020600 	 0.000024 	 0.079400
8.010000 	 0.500500 	 0.099803 	 0.500126 	 0.020557 	 0.000374 	 0.079246
8.020000 	 0.500998 	 0.099211 	 0.500228 	 0.020433 	 0.000770 	 0.078779
8.030000 	 0.501493 	 0.098229 	 0.500328 	 0.020229 	 0.001165 	 0.078000
8.040000 	 0.501983 	 0.096858 	 0.500427 	 0.019946 	 0.001556 	 0.076913
8.050000 	 0.502465 	 0.095106 	 0.500523 	 0.019585 	 0.001942 	 0.075521
8.060000 	 0.502938 	 0.092978 	 0.500616 	 0.019148 	 0.002322 	 0.073829
8.070000 	 0.503400 	 0.090483 	 0.500707 	 0.018638 	 0.002693 	 0.071845
8.080000 	 0.503848 	 0.087631 	 0.500795 	 0.018056 	 0.003054 	 0.069575
8.090000 	 0.504282 	 0.084433 	 0.500879 	 0.017405 	 0.003404 	 0.067028
8.100000 	 0.504699 	 0.080902 	 0.500959 	 0.016687 	 0.003741 	 0.064214
8.110000 	 0.505098 	 0.077051 	 0.501034 	 0.015907 	 0.004064 	 0.061144
8.120000 	 0.505477 	 0.072897 	 0.501106 	 0.015067 	 0.004372 	 0.057830
8.130000 	 0.505835 	 0.068455 	 0.501172 	 0.014171 	 0.004663 	 0.054284
8.140000 	 0.506169 	 0.063742 	 0.501234 	 0.013222 	 0.004936 	 0.050520
8.150000 	 0.506480 	 0.058779 	 0.501290 	 0.012225 	 0.005190 	 0.046553
8.160000 	 0.506764 	 0.053583 	 0.501341 	 0.011184 	 0.005423 	 0.042399
8.170000 	 0.507022 	 0.048175 	 0.501386 	 0.010102 	 0.005636 	 0.038073
8.180000 	 0.507252 	 0.042578 	 0.501426 	 0.008985 	 0.005827 	 0.033593
8.190000 	 0.507454 	 0.036812 	 0.501459 	 0.007837 	 0.005995 	 0.028975
8.200000 	 0.507626 	 0.030902 	 0.501487 	 0.006662 	 0.006139 	 0.024239
8.210000 	 0.507767 	 0.024869 	 0.501508 	 0.005466 	 0.006259 	 0.019403
8.220000 	 0.507878 	 0.018738 	 0.501523 	 0.004253 	 0.006355 	 0.014485
8.230000 	 0.507958 	 0.012533 	 0.501533 	 0.003028 	 0.006425 	 0.009506
8.240000 	 0.508005 	 0.006279 	 0.501535 	 0.001795 	 0.006470 	 0.004484
8.250000 	 0.508021 	 0.000000 	 0.501532 	 0.000561 	 0.006489 	 0.000561
8.260000 	 0.508005 	 -0.006279 	 0.501523 	 -0.000671 	 0.006483 	 0.005608
8.270000 	 0.507958 	 -0.012533 	 0.501507 	 -0.001896 	 0.006451 	 0.010637
8.280000 	 0.507878 	 -0.018738 	 0.501485 	 -0.003108 	 0.006393 	 0.015630
8.290000 	 0.507767 	 -0.024869 	 0.501458 	 -0.004303 	 0.006310 	 0.020566
8.300000 	 0.507626 	 -0.030902 	 0.501424 	 -0.005477 	 0.006201 	 0.025425
8.310000 	 0.507454 	 -0.036812 	 0.501386 	 -0.006624 	 0.006068 	 0.030188
8.320000 	 0.507252 	 -0.042578 	 0.501341 	 -0.007741 	 0.005911 	 0.034837
8.330000 	 0.507022 	 -0.048175 	 0.501292 	 -0.008823 	 0.005731 	 0.039353
8.340000 	 0.506764 	 -0.053583 	 0.501237 	 -0.009865 	 0.005527 	 0.043717
8.350000 	 0.506480 	 -0.058779 	 0.501177 	 -0.010865 	 0.005302 	 0.047914
8.360000 	 0.506169 	 -0.063742 	 0.501113 	 -0.011818 	 0.005056 	 0.051925
8.370000 	 0.505835 	 -0.068455 	 0.501045 	 -0.012720 	 0.004790 	 0.055735
8.380000 	 0.505477 	 -0.072897 	 0.500973 	 -0.013569 	 0.004504 	 0.059328
8.390000 	 0.505098 	 -0.077051 	 0.500897 	 -0.014360 	 0.004201 	 0.062691
8.400000 	 0.504699 	 -0.080902 	 0.500818 	 -0.015092 	 0.003882 	 0.065810
8.410000 	 0.504282 	 -0.084433 	 0.500736 	 -0.015762 	 0.003547 	 0.068671
8.420000 	 0.503848 	 -0.087631 	 0.500651 	 -0.016366 	 0.003198 	 0.071264
8.430000 	 0.503400 	 -0.090483 	 0.500563 	 -0.016904 	 0.002836 	 0.073579
8.440000 	 0.502938 	 -0.092978 	 0.500474 	 -0.017373 	 0.002464 	 0.075605
8.450000 	 0.502465 	 -0.095106 	 0.500383 	 -0.017771 	 0.002082 	 0.077335
8.460000 	 0.501983 	 -0.096858 	 0.500291 	 -0.018097 	 0.001692 	 0.078761
8.470000 	 0.501493 	 -0.098229 	 0.500198 	 -0.018351 	 0.001296 	 0.079877
8.480000 	 0.500998 	 -0.099211 	 0.500104 	 -0.018532 	 0.000894 	 0.080680
8.490000 	 0.500500 	 -0.099803 	 0.500010 	 -0.018638 	 0.000489 	 0.081165
8.500000 	 0.500000 	 -0.100000 	 0.499917 	 -0.018671 	 0.000083 	 0.081329
8.510000 	 0.499501 	 -0.099803 	 0.499824 	 -0.018629 	 0.000323 	 0.081173
8.520000 	 0.499004 	 -0.099211 	 0.499732 	 -0.018515 	 0.000728 	 0.080697
8.530000 	 0.498511 	 -0.098229 	 0.499641 	 -0.018327 	 0.001130 	 0.079901
8.540000 	 0.498025 	 -0.096858 	 0.499552 	 -0.018068 	 0.001528 	 0.078790
8.550000 	 0.497547 	 -0.095106 	 0.499465 	 -0.017739 	 0.001918 	 0.077367
8.560000 	 0.497079 	 -0.092978 	 0.499381 	 -0.017341 	 0.002302 	 0.075636
8.570000 	 0.496623 	 -0.090483 	 0.499299 	 -0.016876 	 0.002676 	 0.073606
8.580000 	 0.496181 	 -0.087631 	 0.499220 	 -0.016347 	 0.003039 	 0.071284
8.590000 	 0.495754 	 -0.084433 	 0.499144 	 -0.015755 	 0.003390 	 0.068678
8.600000 	 0.495344 	 -0.080902 	 0.499072 	 -0.015103 	 0.003728 	 0.065799
8.610000 	 0.494953 	 -0.077051 	 0.499004 	 -0.014394 	 0.004051 	 0.062658
8.620000 	 0.494582 	 -0.072897 	 0.498940 	 -0.013631 	 0.004358 	 0.059266
8.630000 	 0.494233 	 -0.068455 	 0.498880 	 -0.012817 	 0.004647 	 0.055638
8.640000 	 0.493906 	 -0.063742 	 0.498824 	 -0.011956 	 0.004919 	 0.051787
8.650000 	 0.493603 	 -0.058779 	 0.498774 	 -0.011051 	 0.005171 	 0.047728
8.660000 	 0.493326 	 -0.053583 	 0.498728 	 -0.010106 	 0.005402 	 0.043477
8.670000 	 0.493075 	 -0.048175 	 0.498688 	 -0.009125 	 0.005613 	 0.039051
8.680000 	 0.492851 	 -0.042578 	 0.498652 	 -0.008111 	 0.005801 	 0.034467
8.690000 	 0.492656 	 -0.036812 	 0.498622 	 -0.007070 	 0.005967 	 0.029742
8.700000 	 0.492489 	 -0.030902 	 0.498598 	 -0.006005 	 0.006109 	 0.024897
8.710000 	 0.492351 	 -0.024869 	 0.498578 	 -0.004921 	 0.006227 	 0.019948
8.720000 	 0.492244 	 -0.018738 	 0.498565 	 -0.003821 	 0.006321 	 0.014917
8.730000 	 0.492167 	 -0.012533 	 0.498557 	 -0.002711 	 0.006390 	 0.009823
8.740000 	 0.492121 	 -0.006279 	 0.498555 	 -0.001594 	 0.006434 	 0.004685
8.750000 	 0.492105 	 -0.000000 	 0.498558 	 -0.000475 	 0.006453 	 0.000475
8.760000 	 0.492121 	 0.006279 	 0.498567 	 0.000641 	 0.006446 	 0.005639
8.770000 	 0.492167 	 0.012533 	 0.498581 	 0.001749 	 0.006414 	 0.010784
8.780000 	 0.492244 	 0.018738 	 0.498601 	 0.002847 	 0.006357 	 0.015891
8.790000 	 0.492351 	 0.024869 	 0.498626 	 0.003929 	 0.006274 	 0.020940
8.800000 	 0.492489 	 0.030902 	 0.498656 	 0.004991 	 0.006167 	 0.025910
8.810000 	 0.492656 	 0.036812 	 0.498691 	 0.006030 	 0.006036 	 0.030783
8.820000 	 0.492851 	 0.042578 	 0.498731 	 0.007040 	 0.005880 	 0.035538
8.830000 	 0.493075 	 0.048175 	 0.498776 	 0.008019 	 0.005701 	 0.040157
8.840000 	 0.493326 	 0.053583 	 0.498826 	 0.008962 	 0.005500 	 0.044621
8.850000 	 0.493603 	 0.058779 	 0.498879 	 0.009866 	 0.005276 	 0.048913
8.860000 	 0.493906 	 0.063742 	 0.498937 	 0.010727 	 0.005031 	 0.053015
8.870000 	 0.494233 	 0.068455 	 0.498999 	 0.011543 	 0.004766 	 0.056912
8.880000 	 0.494582 	 0.072897 	 0.499064 	 0.012310 	 0.004482 	 0.060587
8.890000 	 0.494953 	 0.077051 	 0.499133 	 0.013025 	 0.004180 	 0.064026
8.900000 	 0.495344 	 0.080902 	 0.499204 	 0.013686 	 0.003860 	 0.067216
8.910000 	 0.495754 	 0.084433 	 0.499279 	 0.014290 	 0.003525 	 0.070143
8.920000 	 0.496181 	 0.087631 	 0.499356 	 0.014836 	 0.003175 	 0.072795
8.930000 	 0.496623 	 0.090483 	 0.499435 	 0.015321 	 0.002811 	 0.075162
8.940000 	 0.497079 	 0.092978 	 0.499515 	 0.015743 	 0.002436 	 0.077235
8.950000 	 0.497547 	 0.095106 	 0.499597 	 0.016101 	 0.002051 	 0.079004
8.960000 	 0.498025 	 0.096858 	 0.499681 	 0.016395 	 0.001656 	 0.080463
8.970000 	 0.498511 	 0.098229 	 0.499765 	 0.016623 	 0.001254 	 0.081606
8.980000 	 0.499004 	 0.099211 	 0.499850 	 0.016784 	 0.000846 	 0.082428
8.990000 	 0.499501 	 0.099803 	 0.499935 	 0.016878 	 0.000434 	 0.082925
9.000000 	 0.500000 	 0.100000 	 0.500019 	 0.016905 	 0.000019 	 0.083095
9.010000 	 0.500500 	 0.099803 	 0.500103 	 0.016866 	 0.000397 	 0.082937
9.020000 	 0.500998 	 0.099211 	 0.500187 	 0.016760 	 0.000812 	 0.082452
9.030000 	 0.501493 	 0.098229 	 0.500269 	 0.016588 	 0.001225 	 0.081641
9.040000 	 0.501983 	 0.096858 	 0.500349 	 0.016351 	 0.001634 	 0.080507
9.050000 	 0.502465 	 0.095106 	 0.500428 	 0.016051 	 0.002037 	 0.079054
9.060000 	 0.502938 	 0.092978 	 0.500505 	 0.015689 	 0.002433 	 0.077289
9.070000 	 0.503400 	 0.090483 	 0.500579 	 0.015266 	 0.002821 	 0.075217
9.080000 	 0.503848 	 0.087631 	 0.500651 	 0.014784 	 0.003198 	 0.072846
9.090000 	 0.504282 	 0.084433 	 0.500719 	 0.014246 	 0.003563 	 0.070186
9.100000 	 0.504699 	 0.080902 	 0.500785 	 0.013654 	 0.003915 	 0.067247
9.110000 	 0.505098 	 0.077051 	 0.500847 	 0.013011 	 0.004252 	 0.064041
9.120000 	 0.505477 	 0.072897 	 0.500905 	 0.012318 	 0.004572 	 0.060579
9.130000 	 0.505835 	 0.068455 	 0.500959 	 0.011580 	 0.004875 	 0.056875
9.140000 	 0.506169 	 0.063742 	 0.501010 	 0.010799 	 0.005160 	 0.052944
9.150000 	 0.506480 	 0.058779 	 0.501055 	 0.009978 	 0.005424 	 0.048801
9.160000 	 0.506764 	 0.053583 	 0.501097 	 0.009121 	 0.005667 	 0.044462
9.170000 	 0.507022 	 0.048175 	 0.501134 	 0.008231 	 0.005889 	 0.039944
9.180000 	 0.507252 	 0.042578 	 0.501166 	 0.007313 	 0.006087 	 0.035265
