# time	stress	strain
6.2900000000	0.6033334398	0.0152826146
6.3000000000	0.5916703401	0.0149871848
6.3100000000	0.5776381886	0.0146317462
6.3200000000	0.5612942574	0.0142177496
6.3300000000	0.5427051355	0.0137468817
6.3400000000	0.5219464328	0.0132210576
6.3500000000	0.4991024452	0.0126424126
6.3600000000	0.4742657841	0.0120132927
6.3700000000	0.4475369717	0.0113362439
6.3800000000	0.4190240040	0.0106140020
6.3900000000	0.3888418851	0.0098494800
6.4000000000	0.3571121339	0.0090457560
6.4100000000	0.3239622661	0.0082060601
6.4200000000	0.2895252554	0.0073337604
6.4300000000	0.2539389745	0.0064323494
6.4400000000	0.2173456209	0.0055054289
6.4500000000	0.1798911277	0.0045566955
6.4600000000	0.1417245648	0.0035899252
6.4700000000	0.1029975314	0.0026089579
6.4800000000	0.0638635428	0.0016176824
6.4900000000	0.0244774149	0.0006200202
6.5000000000	-0.0150053521	-0.0003800900
6.5100000000	-0.0544291875	-0.0013787074
6.5200000000	-0.0936390591	-0.0023719051
6.5300000000	-0.1324810760	-0.0033557849
6.5400000000	-0.1708030816	-0.0043264926
6.5500000000	-0.2084552355	-0.0052802328
6.5600000000	-0.2452905826	-0.0062132830
6.5700000000	-0.2811656066	-0.0071220080
6.5800000000	-0.3159407670	-0.0080028731
6.5900000000	-0.3494810175	-0.0088524576
6.6000000000	-0.3816563046	-0.0096674671
6.6100000000	-0.4123420440	-0.0104447460
6.6200000000	-0.4414195752	-0.0111812885
6.6300000000	-0.4687765916	-0.0118742498
6.6400000000	-0.4943075456	-0.0125209564
6.6500000000	-0.5179140272	-0.0131189156
6.6600000000	-0.5395051167	-0.0136658243
6.6700000000	-0.5589977078	-0.0141595774
6.6800000000	-0.5763168038	-0.0145982752
6.6900000000	-0.5913957834	-0.0149802302
6.7000000000	-0.6041766370	-0.0153039730
6.7100000000	-0.6146101723	-0.0155682575
6.7200000000	-0.6226561897	-0.0157720655
6.7300000000	-0.6282836250	-0.0159146101
6.7400000000	-0.6314706622	-0.0159953387
6.7500000000	-0.6322048130	-0.0160139350
6.7600000000	-0.6304829650	-0.0159703201
6.7700000000	-0.6263113967	-0.0158646530
6.7800000000	-0.6197057611	-0.0156973303
6.7900000000	-0.6106910363	-0.0154689847
6.8000000000	-0.5993014432	-0.0151804829
6.8100000000	-0.5855803321	-0.0148329231
6.8200000000	-0.5695800353	-0.0144276308
6.8300000000	-0.5513616894	-0.0139661547
6.8400000000	-0.5309950247	-0.0134502611
6.8500000000	-0.5085581236	-0.0128819278
6.8600000000	-0.4841371480	-0.0122633372
6.8700000000	-0.4578260364	-0.0115968690
6.8800000000	-0.4297261713	-0.0108850911
6.8900000000	-0.3999460172	-0.0101307510
6.9000000000	-0.3686007308	-0.0093367656
6.9100000000	-0.3358117437	-0.0085062108
6.9200000000	-0.3017063190	-0.0076423103
6.9300000000	-0.2664170830	-0.0067484235
6.9400000000	-0.2300815331	-0.0058280333
6.9500000000	-0.1928415232	-0.0048847328
6.9600000000	-0.1548427294	-0.0039222122
6.9700000000	-0.1162340953	-0.0029442440
6.9800000000	-0.0771672613	-0.0019546696
6.9900000000	-0.0377959784	-0.0009573833
7.0000000000	0.0017244910	0.0000436819
7.0100000000	0.0412379836	0.0010445703
7.0200000000	0.0805880535	0.0020413192
7.0300000000	0.1196185967	0.0030299745
7.0400000000	0.1581744799	0.0040066064
7.0500000000	0.1961021686	0.0049673260
7.0600000000	0.2332503549	0.0059083005
7.0700000000	0.2694705796	0.0068257695
7.0800000000	0.3046178470	0.0077160602
7.0900000000	0.3385512297	0.0085756028
7.1000000000	0.3711344595	0.0094009457
7.1100000000	0.4022365023	0.0101887696
7.1200000000	0.4317321145	0.0109359022
7.1300000000	0.4595023766	0.0116393312
7.1400000000	0.4854352032	0.0122962173
7.1500000000	0.5094258246	0.0129039069
7.1600000000	0.5313772394	0.0134599427
7.1700000000	0.5512006350	0.0139620752
7.1800000000	0.5688157725	0.0144082718
7.1900000000	0.5841513360	0.0147967262
7.2000000000	0.5971452431	0.0151258657
7.2100000000	0.6077449148	0.0153943585
7.2200000000	0.6159075040	0.0156011193
7.2300000000	0.6216000813	0.0157453140
7.2400000000	0.6247997758	0.0158263632
7.2500000000	0.6254938726	0.0158439449
7.2600000000	0.6236798637	0.0157979955
7.2700000000	0.6193654546	0.0156887102
7.2800000000	0.6125685246	0.0155165420
7.2900000000	0.6033170425	0.0152821992
7.3000000000	0.5916489380	0.0149866427
7.3100000000	0.5776119286	0.0146310811
7.3200000000	0.5612633045	0.0142169656
7.3300000000	0.5426696721	0.0137459834
7.3400000000	0.5219066573	0.0132200501
7.3500000000	0.4990585713	0.0126413013
7.3600000000	0.4742180393	0.0120120833
7.3700000000	0.4474855965	0.0113349426
7.3800000000	0.4189692506	0.0106126151
7.3900000000	0.3887840159	0.0098480142
7.4000000000	0.3570514204	0.0090442181
7.4100000000	0.3238989876	0.0082044572
7.4200000000	0.2894596977	0.0073320998
7.4300000000	0.2538714287	0.0064306384
7.4400000000	0.2172763818	0.0055036750
7.4500000000	0.1798204926	0.0045549063
7.4600000000	0.1416528326	0.0035881082
7.4700000000	0.1029250006	0.0026071207
7.4800000000	0.0637905108	0.0016158325
7.4900000000	0.0244041767	0.0006181650
7.5000000000	-0.0150785052	-0.0003819430
7.5100000000	-0.0545019690	-0.0013805510
7.5200000000	-0.0937111885	-0.0023737321
7.5300000000	-0.1325522797	-0.0033575885
7.5400000000	-0.1708730939	-0.0043282660
7.5500000000	-0.2085237997	-0.0052819696
7.5600000000	-0.2453574518	-0.0062149769
7.5700000000	-0.2812305444	-0.0071236529
7.5800000000	-0.3160035487	-0.0080044634
7.5900000000	-0.3495414304	-0.0088539879
7.6000000000	-0.3817141487	-0.0096689323
7.6100000000	-0.4123971329	-0.0104461414
7.6200000000	-0.4414717363	-0.0111826097
7.6300000000	-0.4688256666	-0.0118754929
7.6400000000	-0.4943533910	-0.0125221177
7.6500000000	-0.5179565146	-0.0131199918
7.6600000000	-0.5395441330	-0.0136668125
7.6700000000	-0.5590331555	-0.0141604753
7.6800000000	-0.5763486010	-0.0145990806
7.6900000000	-0.5914238640	-0.0149809415
7.7000000000	-0.6042009506	-0.0153045889
7.7100000000	-0.6146306843	-0.0155687771
7.7200000000	-0.6226728808	-0.0157724883
7.7300000000	-0.6282964916	-0.0159149361
7.7400000000	-0.6314797157	-0.0159955681
7.7500000000	-0.6322100799	-0.0160140684
7.7600000000	-0.6304844860	-0.0159703586
7.7700000000	-0.6263092270	-0.0158645981
7.7800000000	-0.6196999695	-0.0156971836
7.7900000000	-0.6106817047	-0.0154687483
7.8000000000	-0.5992886666	-0.0151801593
7.8100000000	-0.5855642173	-0.0148325149
7.8200000000	-0.5695607009	-0.0144271411
7.8300000000	-0.5513392649	-0.0139655867
7.8400000000	-0.5309696496	-0.0134496183
7.8500000000	-0.5085299470	-0.0128812140
7.8600000000	-0.4841063279	-0.0122625565
7.8700000000	-0.4577927388	-0.0115960255
7.8800000000	-0.4296905694	-0.0108841893
7.8900000000	-0.3999082906	-0.0101297953
7.9000000000	-0.3685610647	-0.0093357608
7.9100000000	-0.3357703280	-0.0085051618
7.9200000000	-0.3016633476	-0.0076412219
7.9300000000	-0.2663727528	-0.0067473006
7.9400000000	-0.2300360431	-0.0058268810
7.9500000000	-0.1927950739	-0.0048835563
7.9600000000	-0.1547955216	-0.0039210164
7.9700000000	-0.1161863295	-0.0029430341
7.9800000000	-0.0771191367	-0.0019534506
7.9900000000	-0.0377476924	-0.0009561602
8.0000000000	0.0017727442	0.0000449041
8.0100000000	0.0412860133	0.0010457869
8.0200000000	0.0806356734	0.0020425255
8.0300000000	0.1196656259	0.0030311657
8.0400000000	0.1582207430	0.0040077782
8.0500000000	0.1961474971	0.0049684741
8.0600000000	0.2332945872	0.0059094209
8.0700000000	0.2695135621	0.0068268583
8.0800000000	0.3046594344	0.0077171136
8.0900000000	0.3385912855	0.0085766175
8.1000000000	0.3711728565	0.0094019183
8.1100000000	0.4022731231	0.0101896972
8.1200000000	0.4317668517	0.0109367821
8.1300000000	0.4595351334	0.0116401609
8.1400000000	0.4854658931	0.0122969947
8.1500000000	0.5094543723	0.0129046300
8.1600000000	0.5314035805	0.0134606099
8.1700000000	0.5512247160	0.0139626852
8.1800000000	0.5688375512	0.0144088235
8.1900000000	0.5841707812	0.0147972187
8.2000000000	0.5971623346	0.0151262986
8.2100000000	0.6077596432	0.0153947316
8.2200000000	0.6159198708	0.0156014326
8.2300000000	0.6216100981	0.0157455677
8.2400000000	0.6248074647	0.0158265580
8.2500000000	0.6254992652	0.0158440815
8.2600000000	0.6236830011	0.0157980750
8.2700000000	0.6193663869	0.0156887339
8.2800000000	0.6125673104	0.0155165112
8.2900000000	0.6033137486	0.0152821158
8.3000000000	0.5916436385	0.0149865084
8.3100000000	0.5776047045	0.0146308981
8.3200000000	0.5612542432	0.0142167361
8.3300000000	0.5426588667	0.0137457097
8.3400000000	0.5218942062	0.0132197347
8.3500000000	0.4990445772	0.0126409468
8.3600000000	0.4742026089	0.0120116924
8.3700000000	0.4474688395	0.0113345181
8.3800000000	0.4189512793	0.0106121599
8.3900000000	0.3887649446	0.0098475311
8.4000000000	0.3570313644	0.0090437101
8.4100000000	0.3238780631	0.0082039272
8.4200000000	0.2894380208	0.0073315507
8.4300000000	0.2538491149	0.0064300732
8.4400000000	0.2172535452	0.0055030966
8.4500000000	0.1797972460	0.0045543174
8.4600000000	0.1416292860	0.0035875117
8.4700000000	0.1029012616	0.0026065194
8.4800000000	0.0637666836	0.0016152290
8.4900000000	0.0243803617	0.0006175618
8.5000000000	-0.0151022117	-0.0003825435
8.5100000000	-0.0545254751	-0.0013811464
8.5200000000	-0.0937344072	-0.0023743203
8.5300000000	-0.1325751292	-0.0033581673
8.5400000000	-0.1708954977	-0.0043288335
8.5500000000	-0.2085456872	-0.0052825240
8.5600000000	-0.2453787579	-0.0062155165
8.5700000000	-0.2812512104	-0.0071241764
8.5800000000	-0.3160235218	-0.0080049693
8.5900000000	-0.3495606640	-0.0088544751
8.6000000000	-0.3817326024	-0.0096693998
8.6100000000	-0.4124147726	-0.0104465882
8.6200000000	-0.4414885342	-0.0111830352
8.6300000000	-0.4688416010	-0.0118758965
8.6400000000	-0.4943684461	-0.0125224990
8.6500000000	-0.5179706807	-0.0131203506
8.6600000000	-0.5395574060	-0.0136671488
8.6700000000	-0.5590455369	-0.0141607889
8.6800000000	-0.5763600978	-0.0145993718
8.6900000000	-0.5914344881	-0.0149812106
8.7000000000	-0.6042107188	-0.0153048363
8.7100000000	-0.6146396179	-0.0155690034
8.7200000000	-0.6226810053	-0.0157726941
8.7300000000	-0.6283038364	-0.0159151221
8.7400000000	-0.6314863139	-0.0159957352
8.7500000000	-0.6322159674	-0.0160142175
8.7600000000	-0.6304897018	-0.0159704907
8.7700000000	-0.6263138124	-0.0158647142
8.7800000000	-0.6197039679	-0.0156972849
8.7900000000	-0.6106851611	-0.0154688358
8.8000000000	-0.5992916271	-0.0151802343
8.8100000000	-0.5855667289	-0.0148325785
8.8200000000	-0.5695628111	-0.0144271945
8.8300000000	-0.5513410209	-0.0139656312
8.8400000000	-0.5309710985	-0.0134496550
8.8500000000	-0.5085311351	-0.0128812441
8.8600000000	-0.4841073003	-0.0122625812
8.8700000000	-0.4577935390	-0.0115960458
8.8800000000	-0.4296912390	-0.0108842062
8.8900000000	-0.3999088692	-0.0101298100
8.9000000000	-0.3685615891	-0.0093357741
8.9100000000	-0.3357708325	-0.0085051745
8.9200000000	-0.3016638630	-0.0076412349
8.9300000000	-0.2663733069	-0.0067473147
8.9400000000	-0.2300366598	-0.0058268967
8.9500000000	-0.1927957735	-0.0048835740
8.9600000000	-0.1547963204	-0.0039210366
8.9700000000	-0.1161872395	-0.0029430572
8.9800000000	-0.0771201659	-0.0019534766
8.9900000000	-0.0377488443	-0.0009561894
9.0000000000	0.0017714705	0.0000448719
9.0100000000	0.0412846229	0.0010457517
9.0200000000	0.0806341760	0.0020424875
9.0300000000	0.1196640354	0.0030311254
9.0400000000	0.1582190776	0.0040077361
9.0500000000	0.1961457792	0.0049684306
9.0600000000	0.2332928433	0.0059093768
9.0700000000	0.2695118224	0.0068268142
9.0800000000	0.3046577327	0.0077170705
9.0900000000	0.3385896590	0.0085765763
9.1000000000	0.3711713455	0.0094018800
9.1100000000	0.4022717708	0.0101896630
9.1200000000	0.4317657039	0.0109367530
9.1300000000	0.4595342377	0.0116401382
9.1400000000	0.4854652993	0.0122969797
9.1500000000	0.5094541313	0.0129046239
9.1600000000	0.5314037443	0.0134606141
9.1700000000	0.5512253372	0.0139627009
9.1800000000	0.5688386825	0.0144088522
9.1900000000	0.5841724750	0.0147972617
9.2000000000	0.5971646426	0.0151263571
9.2100000000	0.6077626158	0.0153948069
9.2200000000	0.6159235569	0.0156015260
9.2300000000	0.6216145444	0.0157456804
9.2400000000	0.6248127153	0.0158266910
9.2500000000	0.6255053614	0.0158442359
9.2600000000	0.6236899808	0.0157982518
9.2700000000	0.6193742842	0.0156889339
9.2800000000	0.6125761551	0.0155167353
9.2900000000	0.6033235660	0.0152823645
9.3000000000	0.5916544491	0.0149867823
9.3100000000	0.5776165235	0.0146311975
9.3200000000	0.5612670805	0.0142170612
9.3300000000	0.5426727263	0.0137460607
9.3400000000	0.5219090861	0.0132201116
9.3500000000	0.4990604692	0.0126413494
9.3600000000	0.4742194986	0.0120121202
9.3700000000	0.4474867060	0.0113349707
9.3800000000	0.4189700951	0.0106126365
9.3900000000	0.3887846758	0.0098480309
9.4000000000	0.3570519703	0.0090442321
9.4100000000	0.3238994966	0.0082044701
9.4200000000	0.2894602282	0.0073321132
9.4300000000	0.2538720360	0.0064306538
9.4400000000	0.2172771139	0.0055036936
9.4500000000	0.1798213899	0.0045549290
9.4600000000	0.1416539269	0.0035881359
9.4700000000	0.1029263158	0.0026071540
9.4800000000	0.0637920621	0.0016158718
9.4900000000	0.0244059705	0.0006182105
9.5000000000	-0.0150764712	-0.0003818915
9.5100000000	-0.0544997056	-0.0013804937
9.5200000000	-0.0937087154	-0.0023736695
9.5300000000	-0.1325496250	-0.0033575212
9.5400000000	-0.1708702939	-0.0043281951
9.5500000000	-0.2085208990	-0.0052818961
9.5600000000	-0.2453545025	-0.0062149022
9.5700000000	-0.2812276062	-0.0071235785
9.5800000000	-0.3160006880	-0.0080043909
9.5900000000	-0.3495387203	-0.0088539192
9.6000000000	-0.3817116679	-0.0096688695
9.6100000000	-0.4123949656	-0.0104460865
9.6200000000	-0.4414699715	-0.0111825650
9.6300000000	-0.4688243974	-0.0118754607
9.6400000000	-0.4943527136	-0.0125221005
9.6500000000	-0.5179565283	-0.0131199921
9.6600000000	-0.5395449386	-0.0136668330
9.6700000000	-0.5590348551	-0.0141605183
9.6800000000	-0.5763512971	-0.0145991489
9.6900000000	-0.5914276587	-0.0149810376
9.7000000000	-0.6042059445	-0.0153047154
9.7100000000	-0.6146369760	-0.0155689365
9.7200000000	-0.6226805660	-0.0157726830
9.7300000000	-0.6283056623	-0.0159151683
9.7400000000	-0.6314904592	-0.0159958402
9.7500000000	-0.6322224782	-0.0160143825
9.7600000000	-0.6304986150	-0.0159707165
9.7700000000	-0.6263251555	-0.0158650015
9.7800000000	-0.6197177587	-0.0156976342
9.7900000000	-0.6107014076	-0.0154692474
9.8000000000	-0.5993103268	-0.0151807079
9.8100000000	-0.5855878688	-0.0148331140
9.8200000000	-0.5695863675	-0.0144277912
9.8300000000	-0.5513669592	-0.0139662882
9.8400000000	-0.5309993731	-0.0134503712
9.8500000000	-0.5085616893	-0.0128820181
9.8600000000	-0.4841400663	-0.0122634111
9.8700000000	-0.4578284380	-0.0115969298
9.8800000000	-0.4297281813	-0.0108851420
9.8900000000	-0.3999477539	-0.0101307950
9.9000000000	-0.3686023051	-0.0093368055
9.9100000000	-0.3358132579	-0.0085062492
9.9200000000	-0.3017078662	-0.0076423495
9.9300000000	-0.2664187460	-0.0067484657
9.9400000000	-0.2300833839	-0.0058280802
9.9500000000	-0.1928436227	-0.0048847860
9.9600000000	-0.1548451262	-0.0039222729
9.9700000000	-0.1162368258	-0.0029443132
9.9800000000	-0.0771703493	-0.0019547478
9.9900000000	-0.0377994345	-0.0009574709
10.0000000000	0.0017206693	0.0000435851
