# step	 time	 x_p_n	 v_p_n	 N0	 N1	 mass_n0	 mass_n1	 mv_n0	 mv_n1	 f_total0	 f_total1	 mv_n0_after	 mv_n1_after	 a_grid	 v_pic	 x_p_np1	 v_p_np1
266	2.6600000000	0.4959825779	-0.0343481026	0.5040174221	0.4959825779	0.5040174221	0.4959825779	0.0000000000	-0.0170360605	-0.3168244800	0.3168244800	0.0000000000	-0.0138678157	0.0000000000	-0.0138678157	0.4958438998	-0.0311798578
267	2.6700000000	0.4958438998	-0.0311798578	0.5041561002	0.4958438998	0.5041561002	0.4958438998	0.0000000000	-0.0154603423	-0.3278627592	0.3278627592	0.0000000000	-0.0121817147	0.0000000000	-0.0121817147	0.4957220826	-0.0279012302
268	2.6800000000	0.4957220826	-0.0279012302	0.5042779174	0.4957220826	0.5042779174	0.4957220826	0.0000000000	-0.0138312560	-0.3375616750	0.3375616750	0.0000000000	-0.0104556392	-0.0000000000	-0.0104556392	0.4956175262	-0.0245256135
269	2.6900000000	0.4956175262	-0.0245256135	0.5043824738	0.4956175262	0.5043824738	0.4956175262	0.0000000000	-0.0121553239	-0.3458883585	0.3458883585	0.0000000000	-0.0086964403	0.0000000000	-0.0086964403	0.4955305618	-0.0210667299
270	2.7000000000	0.4955305618	-0.0210667299	0.5044694382	0.4955305618	0.5044694382	0.4955305618	0.0000000000	-0.0104392085	-0.3528155086	0.3528155086	0.0000000000	-0.0069110534	0.0000000000	-0.0069110534	0.4954614513	-0.0175385748
271	2.7100000000	0.4954614513	-0.0175385748	0.5045385487	0.4954614513	0.5045385487	0.4954614513	0.0000000000	-0.0086896877	-0.3583214748	0.3583214748	0.0000000000	-0.0051064730	0.0000000000	-0.0051064730	0.4954103866	-0.0139553601
272	2.7200000000	0.4954103866	-0.0139553601	0.5045896134	0.4954103866	0.5045896134	0.4954103866	0.0000000000	-0.0069136303	-0.3623903176	0.3623903176	0.0000000000	-0.0032897271	0.0000000000	-0.0032897271	0.4953774893	-0.0103314569
273	2.7300000000	0.4953774893	-0.0103314569	0.5046225107	0.4953774893	0.5046225107	0.4953774893	0.0000000000	-0.0051179712	-0.3650118456	0.3650118456	0.0000000000	-0.0014678527	-0.0000000000	-0.0014678527	0.4953628108	-0.0066813384
274	2.7400000000	0.4953628108	-0.0066813384	0.5046371892	0.4953628108	0.5046371892	0.4953628108	0.0000000000	-0.0033096866	-0.3661816304	0.3661816304	0.0000000000	0.0003521297	0.0000000000	0.0003521297	0.4953663321	-0.0030195221
275	2.7500000000	0.4953663321	-0.0030195221	0.5046336679	0.4953663321	0.5046336679	0.4953663321	0.0000000000	-0.0014957696	-0.3659009972	0.3659009972	0.0000000000	0.0021632404	-0.0000000000	0.0021632404	0.4953879645	0.0006394878
276	2.7600000000	0.4953879645	0.0006394878	0.5046120355	0.4953879645	0.5046120355	0.4953879645	0.0000000000	0.0003167946	-0.3641769941	0.3641769941	0.0000000000	0.0039585645	0.0000000000	0.0039585645	0.4954275501	0.0042812578
277	2.7700000000	0.4954275501	0.0042812578	0.5045724499	0.4954275501	0.5045724499	0.4954275501	0.0000000000	0.0021210531	-0.3610223381	0.3610223381	0.0000000000	0.0057312764	0.0000000000	0.0057312764	0.4954848629	0.0078914812
278	2.7800000000	0.4954848629	0.0078914812	0.5045151371	0.4954848629	0.5045151371	0.4954848629	0.0000000000	0.0039101095	-0.3564553389	0.3564553389	0.0000000000	0.0074746629	0.0000000000	0.0074746629	0.4955596095	0.0114560346
279	2.7900000000	0.4955596095	0.0114560346	0.5044403905	0.4955596095	0.5044403905	0.4955596095	0.0000000000	0.0056771480	-0.3504998015	0.3504998015	0.0000000000	0.0091821460	-0.0000000000	0.0091821460	0.4956514310	0.0149610326
280	2.8000000000	0.4956514310	0.0149610326	0.5043485690	0.4956514310	0.5043485690	0.4956514310	0.0000000000	0.0074154572	-0.3431849076	0.3431849076	0.0000000000	0.0108473063	0.0000000000	0.0108473063	0.4957599040	0.0183928816
281	2.8100000000	0.4957599040	0.0183928816	0.5042400960	0.4957599040	0.5042400960	0.4957599040	0.0000000000	0.0091184532	-0.3345450761	0.3345450761	0.0000000000	0.0124639040	0.0000000000	0.0124639040	0.4958845431	0.0217383324
282	2.8200000000	0.4958845431	0.0217383324	0.5041154569	0.4958845431	0.5041154569	0.4958845431	0.0000000000	0.0107797030	-0.3246198037	0.3246198037	0.0000000000	0.0140259011	0.0000000000	0.0140259011	0.4960248021	0.0249845304
283	2.8300000000	0.4960248021	0.0249845304	0.5039751979	0.4960248021	0.5039751979	0.4960248021	0.0000000000	0.0123929468	-0.3134534871	0.3134534871	0.0000000000	0.0155274816	0.0000000000	0.0155274816	0.4961800769	0.0281190653
284	2.8400000000	0.4961800769	0.0281190653	0.5038199231	0.4961800769	0.5038199231	0.4961800769	0.0000000000	0.0139521200	-0.3010952260	0.3010952260	0.0000000000	0.0169630723	0.0000000000	0.0169630723	0.4963497076	0.0311300176
285	2.8500000000	0.4963497076	0.0311300176	0.5036502924	0.4963497076	0.5036502924	0.4963497076	0.0000000000	0.0154513751	-0.2875986089	0.2875986089	0.0000000000	0.0183273612	0.0000000000	0.0183273612	0.4965329812	0.0340060037
286	2.8600000000	0.4965329812	0.0340060037	0.5034670188	0.4965329812	0.5034670188	0.4965329812	0.0000000000	0.0168851024	-0.2730214829	0.2730214829	0.0000000000	0.0196153172	-0.0000000000	0.0196153172	0.4967291344	0.0367362185
287	2.8700000000	0.4967291344	0.0367362185	0.5032708656	0.4967291344	0.5032708656	0.4967291344	0.0000000000	0.0182479500	-0.2574257076	0.2574257076	0.0000000000	0.0208222071	0.0000000000	0.0208222071	0.4969373565	0.0393104756
288	2.8800000000	0.4969373565	0.0393104756	0.5030626435	0.4969373565	0.5030626435	0.4969373565	0.0000000000	0.0195348438	-0.2408768939	0.2408768939	0.0000000000	0.0219436128	0.0000000000	0.0219436128	0.4971567926	0.0417192445
289	2.8900000000	0.4971567926	0.0417192445	0.5028432074	0.4971567926	0.5028432074	0.4971567926	0.0000000000	0.0207410058	-0.2234441311	0.2234441311	0.0000000000	0.0229754471	0.0000000000	0.0229754471	0.4973865471	0.0439536858
290	2.9000000000	0.4973865471	0.0439536858	0.5026134529	0.4973865471	0.5026134529	0.4973865471	0.0000000000	0.0218619720	-0.2051996998	0.2051996998	0.0000000000	0.0239139690	0.0000000000	0.0239139690	0.4976256868	0.0460056828
291	2.9100000000	0.4976256868	0.0460056828	0.5023743132	0.4976256868	0.5023743132	0.4976256868	0.0000000000	0.0228936095	-0.1862187752	0.1862187752	0.0000000000	0.0247557973	0.0000000000	0.0247557973	0.4978732447	0.0478678706
292	2.9200000000	0.4978732447	0.0478678706	0.5021267553	0.4978732447	0.5021267553	0.4978732447	0.0000000000	0.0238321320	-0.1665791197	0.1665791197	0.0000000000	0.0254979232	0.0000000000	0.0254979232	0.4981282240	0.0495336618
293	2.9300000000	0.4981282240	0.0495336618	0.5018717760	0.4981282240	0.5018717760	0.4981282240	0.0000000000	0.0246741150	-0.1463607675	0.1463607675	0.0000000000	0.0261377226	-0.0000000000	0.0261377226	0.4983896012	0.0509972694
294	2.9400000000	0.4983896012	0.0509972694	0.5016103988	0.4983896012	0.5016103988	0.4983896012	0.0000000000	0.0254165088	-0.1256457010	0.1256457010	0.0000000000	0.0266729658	0.0000000000	0.0266729658	0.4986563309	0.0522537265
295	2.9500000000	0.4986563309	0.0522537265	0.5013436691	0.4986563309	0.5013436691	0.4986563309	0.0000000000	0.0260566515	-0.1045175218	0.1045175218	0.0000000000	0.0271018267	0.0000000000	0.0271018267	0.4989273491	0.0532989017
296	2.9600000000	0.4989273491	0.0532989017	0.5010726509	0.4989273491	0.5010726509	0.4989273491	0.0000000000	0.0265922797	-0.0830611165	0.0830611165	0.0000000000	0.0274228909	0.0000000000	0.0274228909	0.4992015780	0.0541295128
297	2.9700000000	0.4992015780	0.0541295128	0.5007984220	0.4992015780	0.5007984220	0.4992015780	0.0000000000	0.0270215382	-0.0613623193	0.0613623193	0.0000000000	0.0276351614	0.0000000000	0.0276351614	0.4994779297	0.0547431360
298	2.9800000000	0.4994779297	0.0547431360	0.5005220703	0.4994779297	0.5005220703	0.4994779297	0.0000000000	0.0273429882	-0.0395075718	0.0395075718	0.0000000000	0.0277380640	-0.0000000000	0.0277380640	0.4997553103	0.0551382117
299	2.9900000000	0.4997553103	0.0551382117	0.5002446897	0.4997553103	0.5002446897	0.4997553103	0.0000000000	0.0275556141	-0.0175835826	0.0175835826	0.0000000000	0.0277314499	-0.0000000000	0.0277314499	0.5000326248	0.0553140476
300	3.0000000000	0.5000326248	0.0553140476	0.4999673752	0.5000326248	0.4999673752	0.5000326248	0.0000000000	0.0276588284	0.0043230133	-0.0043230133	0.0000000000	0.0276155983	0.0000000000	0.0276155983	0.5003087808	0.0552708174
301	3.0100000000	0.5003087808	0.0552708174	0.4996912192	0.5003087808	0.4996912192	0.5003087808	0.0000000000	0.0276524753	0.0261259930	-0.0261259930	0.0000000000	0.0273912154	0.0000000000	0.0273912154	0.5005826929	0.0550095575
302	3.0200000000	0.5005826929	0.0550095575	0.4994173071	0.5005826929	0.4994173071	0.5005826929	0.0000000000	0.0275368324	0.0477398819	-0.0477398819	0.0000000000	0.0270594336	0.0000000000	0.0270594336	0.5008532873	0.0545321587
303	3.0300000000	0.5008532873	0.0545321587	0.4991467127	0.5008532873	0.4991467127	0.5008532873	0.0000000000	0.0273126109	0.0690802845	-0.0690802845	0.0000000000	0.0266218081	0.0000000000	0.0266218081	0.5011195053	0.0538413558
304	3.0400000000	0.5011195053	0.0538413558	0.4988804947	0.5011195053	0.4988804947	0.5011195053	0.0000000000	0.0269809536	0.0900642110	-0.0900642110	0.0000000000	0.0260803115	0.0000000000	0.0260803115	0.5013803085	0.0529407137
305	3.0500000000	0.5013803085	0.0529407137	0.4986196915	0.5013803085	0.4986196915	0.5013803085	0.0000000000	0.0265434314	0.1106103965	-0.1106103965	0.0000000000	0.0254373274	0.0000000000	0.0254373274	0.5016346817	0.0518346098
306	3.0600000000	0.5016346817	0.0518346098	0.4983653183	0.5016346817	0.4983653183	0.5016346817	0.0000000000	0.0260020380	0.1306396122	-0.1306396122	0.0000000000	0.0246956419	0.0000000000	0.0246956419	0.5018816382	0.0505282136
307	3.0700000000	0.5018816382	0.0505282136	0.4981183618	0.5018816382	0.4981183618	0.5018816382	0.0000000000	0.0253591826	0.1500749682	-0.1500749682	0.0000000000	0.0238584330	0.0000000000	0.0238584330	0.5021202225	0.0490274640
308	3.0800000000	0.5021202225	0.0490274640	0.4978797775	0.5021202225	0.4978797775	0.5021202225	0.0000000000	0.0246176811	0.1688422055	-0.1688422055	0.0000000000	0.0229292591	0.0000000000	0.0229292591	0.5023495151	0.0473390419
309	3.0900000000	0.5023495151	0.0473390419	0.4976504849	0.5023495151	0.4976504849	0.5023495151	0.0000000000	0.0237807447	0.1868699770	-0.1868699770	0.0000000000	0.0219120450	0.0000000000	0.0219120450	0.5025686355	0.0454703421
310	3.1000000000	0.5025686355	0.0454703421	0.4974313645	0.5025686355	0.4974313645	0.5025686355	0.0000000000	0.0228519678	0.2040901163	-0.2040901163	0.0000000000	0.0208110666	0.0000000000	0.0208110666	0.5027767462	0.0434294410
311	3.1100000000	0.5027767462	0.0434294410	0.4972232538	0.5027767462	0.4972232538	0.5027767462	0.0000000000	0.0218353130	0.2204378929	-0.2204378929	0.0000000000	0.0196309341	0.0000000000	0.0196309341	0.5029730555	0.0412250621
312	3.1200000000	0.5029730555	0.0412250621	0.4970269445	0.5029730555	0.4970269445	0.5029730555	0.0000000000	0.0207350954	0.2358522537	-0.2358522537	0.0000000000	0.0183765729	0.0000000000	0.0183765729	0.5031568213	0.0388665395
313	3.1300000000	0.5031568213	0.0388665395	0.4968431787	0.5031568213	0.4968431787	0.5031568213	0.0000000000	0.0195559645	0.2502760485	-0.2502760485	0.0000000000	0.0170532040	0.0000000000	0.0170532040	0.5033273533	0.0363637790
314	3.1400000000	0.5033273533	0.0363637790	0.4966726467	0.5033273533	0.4966726467	0.5033273533	0.0000000000	0.0183028847	0.2636562410	-0.2636562410	0.0000000000	0.0156663222	0.0000000000	0.0156663222	0.5034840165	0.0337272166
315	3.1500000000	0.5034840165	0.0337272166	0.4965159835	0.5034840165	0.4965159835	0.5034840165	0.0000000000	0.0169811145	0.2759441011	-0.2759441011	0.0000000000	0.0142216735	0.0000000000	0.0142216735	0.5036262333	0.0309677756
316	3.1600000000	0.5036262333	0.0309677756	0.4963737667	0.5036262333	0.4963737667	0.5036262333	0.0000000000	0.0155961842	0.2870953819	-0.2870953819	0.0000000000	0.0127252304	0.0000000000	0.0127252304	0.5037534856	0.0280968218
317	3.1700000000	0.5037534856	0.0280968218	0.4962465144	0.5037534856	0.4962465144	0.5037534856	0.0000000000	0.0141538719	0.2970704770	-0.2970704770	0.0000000000	0.0111831671	0.0000000000	0.0111831671	0.5038653172	0.0251261170
318	3.1800000000	0.5038653172	0.0251261170	0.4961346828	0.5038653172	0.4961346828	0.5038653172	0.0000000000	0.0126601789	0.3058345601	-0.3058345601	0.0000000000	0.0096018333	0.0000000000	0.0096018333	0.5039613356	0.0220677714
319	3.1900000000	0.5039613356	0.0220677714	0.4960386644	0.5039613356	0.4960386644	0.5039613356	0.0000000000	0.0111213036	0.3133577052	-0.3133577052	0.0000000000	0.0079877265	0.0000000000	0.0079877265	0.5040412128	0.0189341944
320	3.2000000000	0.5040412128	0.0189341944	0.4959587872	0.5040412128	0.4959587872	0.5040412128	0.0000000000	0.0095436143	0.3196149868	-0.3196149868	0.0000000000	0.0063474644	0.0000000000	0.0063474644	0.5041046875	0.0157380445
321	3.2100000000	0.5041046875	0.0157380445	0.4958953125	0.5041046875	0.4958953125	0.5041046875	0.0000000000	0.0079336220	0.3245865615	-0.3245865615	0.0000000000	0.0046877564	0.0000000000	0.0046877564	0.5041515650	0.0124921789
322	3.2200000000	0.5041515650	0.0124921789	0.4958484350	0.5041515650	0.4958484350	0.5041515650	0.0000000000	0.0062979515	0.3282577276	-0.3282577276	0.0000000000	0.0030153743	0.0000000000	0.0030153743	0.5041817188	0.0092096016
323	3.2300000000	0.5041817188	0.0092096016	0.4958182812	0.5041817188	0.4958182812	0.5041817188	0.0000000000	0.0046433128	0.3306189660	-0.3306189660	0.0000000000	0.0013371231	0.0000000000	0.0013371231	0.5041950900	0.0059034119
324	3.2400000000	0.5041950900	0.0059034119	0.4958049100	0.5041950900	0.4958049100	0.5041950900	0.0000000000	0.0029764713	0.3316659596	-0.3316659596	0.0000000000	-0.0003401883	0.0000000000	-0.0003401883	0.5041916881	0.0025867523
325	3.2500000000	0.5041916881	0.0025867523	0.4958083119	0.5041916881	0.4958083119	0.5041916881	0.0000000000	0.0013042190	0.3313995926	-0.3313995926	0.0000000000	-0.0020097769	0.0000000000	-0.0020097769	0.5041715904	-0.0007272436
326	3.2600000000	0.5041715904	-0.0007272436	0.4958284096	0.5041715904	0.4958284096	0.5041715904	0.0000000000	-0.0003666556	0.3298259290	-0.3298259290	0.0000000000	-0.0036649148	0.0000000000	-0.0036649148	0.5041349412	-0.0040255029
327	3.2700000000	0.5041349412	-0.0040255029	0.4958650588	0.5041349412	0.4958650588	0.5041349412	0.0000000000	-0.0020293967	0.3269561711	-0.3269561711	0.0000000000	-0.0052989584	0.0000000000	-0.0052989584	0.5040819516	-0.0072950646
328	3.2800000000	0.5040819516	-0.0072950646	0.4959180484	0.5040819516	0.4959180484	0.5040819516	0.0000000000	-0.0036773104	0.3228065978	-0.3228065978	0.0000000000	-0.0069053764	0.0000000000	-0.0069053764	0.5040128979	-0.0105231306
329	3.2900000000	0.5040128979	-0.0105231306	0.4959871021	0.5040128979	0.4959871021	0.5040128979	0.0000000000	-0.0053037935	0.3173984825	-0.3173984825	0.0000000000	-0.0084777784	0.0000000000	-0.0084777784	0.5039281201	-0.0136971154
330	3.3000000000	0.5039281201	-0.0136971154	0.4960718799	0.5039281201	0.4960718799	0.5039281201	0.0000000000	-0.0069023616	0.3107579922	-0.3107579922	0.0000000000	-0.0100099415	-0.0000000000	-0.0100099415	0.5038280207	-0.0168046953
331	3.3100000000	0.5038280207	-0.0168046953	0.4961719793	0.5038280207	0.4961719793	0.5038280207	0.0000000000	-0.0084666764	0.3029160672	-0.3029160672	0.0000000000	-0.0114958370	0.0000000000	-0.0114958370	0.5037130623	-0.0198338560
332	3.3200000000	0.5037130623	-0.0198338560	0.4962869377	0.5037130623	0.4962869377	0.5037130623	0.0000000000	-0.0099905723	0.2939082821	-0.2939082821	0.0000000000	-0.0129296552	0.0000000000	-0.0129296552	0.5035837657	-0.0227729388
333	3.3300000000	0.5035837657	-0.0227729388	0.4964162343	0.5035837657	0.4964162343	0.5035837657	0.0000000000	-0.0114680823	0.2837746889	-0.2837746889	0.0000000000	-0.0143058292	0.0000000000	-0.0143058292	0.5034407075	-0.0256106857
334	3.3400000000	0.5034407075	-0.0256106857	0.4965592925	0.5034407075	0.4965592925	0.5034407075	0.0000000000	-0.0128934617	0.2725596431	-0.2725596431	0.0000000000	-0.0156190582	0.0000000000	-0.0156190582	0.5032845169	-0.0283362821
335	3.3500000000	0.5032845169	-0.0283362821	0.4967154831	0.5032845169	0.4967154831	0.5032845169	0.0000000000	-0.0142612121	0.2603116129	-0.2603116129	0.0000000000	-0.0168643282	0.0000000000	-0.0168643282	0.5031158736	-0.0309393982
336	3.3600000000	0.5031158736	-0.0309393982	0.4968841264	0.5031158736	0.4968841264	0.5031158736	0.0000000000	-0.0155661024	0.2470829725	-0.2470829725	0.0000000000	-0.0180369321	0.0000000000	-0.0180369321	0.5029355043	-0.0334102280
337	3.3700000000	0.5029355043	-0.0334102280	0.4970644957	0.5029355043	0.4970644957	0.5029355043	0.0000000000	-0.0168031899	0.2329297808	-0.2329297808	0.0000000000	-0.0191324877	0.0000000000	-0.0191324877	0.5027441794	-0.0357395258
338	3.3800000000	0.5027441794	-0.0357395258	0.4972558206	0.5027441794	0.4972558206	0.5027441794	0.0000000000	-0.0179678386	0.2179115463	-0.2179115463	0.0000000000	-0.0201469540	0.0000000000	-0.0201469540	0.5025427099	-0.0379186412
339	3.3900000000	0.5025427099	-0.0379186412	0.4974572901	0.5025427099	0.4974572901	0.5025427099	0.0000000000	-0.0190557367	0.2020909779	-0.2020909779	0.0000000000	-0.0210766465	0.0000000000	-0.0210766465	0.5023319434	-0.0399395510
340	3.4000000000	0.5023319434	-0.0399395510	0.4976680566	0.5023319434	0.4976680566	0.5023319434	0.0000000000	-0.0200629123	0.1855337255	-0.1855337255	0.0000000000	-0.0219182495	0.0000000000	-0.0219182495	0.5021127609	-0.0417948883
341	3.4100000000	0.5021127609	-0.0417948883	0.4978872391	0.5021127609	0.4978872391	0.5021127609	0.0000000000	-0.0209857467	0.1683081076	-0.1683081076	0.0000000000	-0.0226688278	0.0000000000	-0.0226688278	0.5018860726	-0.0434779694
342	3.4200000000	0.5018860726	-0.0434779694	0.4981139274	0.5018860726	0.4981139274	0.5018860726	0.0000000000	-0.0218209873	0.1504848313	-0.1504848313	0.0000000000	-0.0233258356	0.0000000000	-0.0233258356	0.5016528143	-0.0449828177
343	3.4300000000	0.5016528143	-0.0449828177	0.4983471857	0.5016528143	0.4983471857	0.5016528143	0.0000000000	-0.0225657571	0.1321367015	-0.1321367015	0.0000000000	-0.0238871241	0.0000000000	-0.0238871241	0.5014139430	-0.0463041847
344	3.4400000000	0.5014139430	-0.0463041847	0.4985860570	0.5014139430	0.4985860570	0.5014139430	0.0000000000	-0.0232175638	0.1133383247	-0.1133383247	0.0000000000	-0.0243509471	0.0000000000	-0.0243509471	0.5011704335	-0.0474375679
345	3.4500000000	0.5011704335	-0.0474375679	0.4988295665	0.5011704335	0.4988295665	0.5011704335	0.0000000000	-0.0237743065	0.0941658053	-0.0941658053	0.0000000000	-0.0247159645	0.0000000000	-0.0247159645	0.5009232739	-0.0483792260
346	3.4600000000	0.5009232739	-0.0483792260	0.4990767261	0.5009232739	0.4990767261	0.5009232739	0.0000000000	-0.0242342803	0.0746964371	-0.0746964371	0.0000000000	-0.0249812446	0.0000000000	-0.0249812446	0.5006734615	-0.0491261903
347	3.4700000000	0.5006734615	-0.0491261903	0.4993265385	0.5006734615	0.4993265385	0.5006734615	0.0000000000	-0.0245961798	0.0550083919	-0.0550083919	0.0000000000	-0.0251462637	0.0000000000	-0.0251462637	0.5004219988	-0.0496762743
348	3.4800000000	0.5004219988	-0.0496762743	0.4995780012	0.5004219988	0.4995780012	0.5004219988	0.0000000000	-0.0248591005	0.0351804046	-0.0351804046	0.0000000000	-0.0252109045	0.0000000000	-0.0252109045	0.5001698898	-0.0500280783
349	3.4900000000	0.5001698898	-0.0500280783	0.4998301102	0.5001698898	0.4998301102	0.5001698898	0.0000000000	-0.0250225384	0.0152914585	-0.0152914585	0.0000000000	-0.0251754530	0.0000000000	-0.0251754530	0.4999181352	-0.0501809929
350	3.5000000000	0.4999181352	-0.0501809929	0.5000818648	0.4999181352	0.5000818648	0.4999181352	0.0000000000	-0.0250863884	-0.0045795306	0.0045795306	0.0000000000	-0.0250405931	0.0000000000	-0.0250405931	0.4996677293	-0.0501351976
351	3.5100000000	0.4996677293	-0.0501351976	0.5003322707	0.4996677293	0.5003322707	0.4996677293	0.0000000000	-0.0250509403	-0.0243540281	0.0243540281	0.0000000000	-0.0248074001	0.0000000000	-0.0248074001	0.4994196553	-0.0498916573
352	3.5200000000	0.4994196553	-0.0498916573	0.5005803447	0.4994196553	0.5005803447	0.4994196553	0.0000000000	-0.0249168743	-0.0439541912	0.0439541912	0.0000000000	-0.0244773324	0.0000000000	-0.0244773324	0.4991748820	-0.0494521154
353	3.5300000000	0.4991748820	-0.0494521154	0.5008251180	0.4991748820	0.5008251180	0.4991748820	0.0000000000	-0.0246852539	-0.0633031764	0.0633031764	0.0000000000	-0.0240522221	0.0000000000	-0.0240522221	0.4989343598	-0.0488190836
354	3.5400000000	0.4989343598	-0.0488190836	0.5010656402	0.4989343598	0.5010656402	0.4989343598	0.0000000000	-0.0243575182	-0.0823254410	0.0823254410	0.0000000000	-0.0235342638	0.0000000000	-0.0235342638	0.4986990171	-0.0479958292
355	3.5500000000	0.4986990171	-0.0479958292	0.5013009829	0.4986990171	0.5013009829	0.4986990171	0.0000000000	-0.0239354729	-0.1009470387	0.1009470387	0.0000000000	-0.0229260025	-0.0000000000	-0.0229260025	0.4984697571	-0.0469863588
356	3.5600000000	0.4984697571	-0.0469863588	0.5015302429	0.4984697571	0.5015302429	0.4984697571	0.0000000000	-0.0234212789	-0.1190959075	0.1190959075	0.0000000000	-0.0222303198	0.0000000000	-0.0222303198	0.4982474539	-0.0457953998
357	3.5700000000	0.4982474539	-0.0457953998	0.5017525461	0.4982474539	0.5017525461	0.4982474539	0.0000000000	-0.0228174413	-0.1367021481	0.1367021481	0.0000000000	-0.0214504199	0.0000000000	-0.0214504199	0.4980329497	-0.0444283783
358	3.5800000000	0.4980329497	-0.0444283783	0.5019670503	0.4980329497	0.5019670503	0.4980329497	0.0000000000	-0.0221267963	-0.1536982938	0.1536982938	0.0000000000	-0.0205898133	-0.0000000000	-0.0205898133	0.4978270516	-0.0428913953
359	3.5900000000	0.4978270516	-0.0428913953	0.5021729484	0.4978270516	0.5021729484	0.4978270516	0.0000000000	-0.0213524969	-0.1700195683	0.1700195683	0.0000000000	-0.0196523012	0.0000000000	-0.0196523012	0.4976305286	-0.0411911997
360	3.6000000000	0.4976305286	-0.0411911997	0.5023694714	0.4976305286	0.5023694714	0.4976305286	0.0000000000	-0.0204979985	-0.1856041323	0.1856041323	0.0000000000	-0.0186419571	0.0000000000	-0.0186419571	0.4974441090	-0.0393351583
361	3.6100000000	0.4974441090	-0.0393351583	0.5025558910	0.4974441090	0.5025558910	0.4974441090	0.0000000000	-0.0195670428	-0.2003933168	0.2003933168	0.0000000000	-0.0175631096	0.0000000000	-0.0175631096	0.4972684779	-0.0373312252
362	3.6200000000	0.4972684779	-0.0373312252	0.5027315221	0.4972684779	0.5027315221	0.4972684779	0.0000000000	-0.0185636415	-0.2143318430	0.2143318430	0.0000000000	-0.0164203231	0.0000000000	-0.0164203231	0.4971042747	-0.0351879067
363	3.6300000000	0.4971042747	-0.0351879067	0.5028957253	0.4971042747	0.5028957253	0.4971042747	0.0000000000	-0.0174920589	-0.2273680277	0.2273680277	0.0000000000	-0.0152183786	0.0000000000	-0.0152183786	0.4969520909	-0.0329142265
364	3.6400000000	0.4969520909	-0.0329142265	0.5030479091	0.4969520909	0.5030479091	0.4969520909	0.0000000000	-0.0163567937	-0.2394539730	0.2394539730	0.0000000000	-0.0139622539	0.0000000000	-0.0139622539	0.4968124683	-0.0305196867
365	3.6500000000	0.4968124683	-0.0305196867	0.5031875317	0.4968124683	0.5031875317	0.4968124683	0.0000000000	-0.0151625609	-0.2505457402	0.2505457402	0.0000000000	-0.0126571035	0.0000000000	-0.0126571035	0.4966858973	-0.0280142293
366	3.6600000000	0.4966858973	-0.0280142293	0.5033141027	0.4966858973	0.5033141027	0.4966858973	0.0000000000	-0.0139142726	-0.2606035075	0.2606035075	0.0000000000	-0.0113082376	0.0000000000	-0.0113082376	0.4965728149	-0.0254081943
367	3.6700000000	0.4965728149	-0.0254081943	0.5034271851	0.4965728149	0.5034271851	0.4965728149	0.0000000000	-0.0126170185	-0.2695917096	0.2695917096	0.0000000000	-0.0099211014	0.0000000000	-0.0099211014	0.4964736039	-0.0227122772
368	3.6800000000	0.4964736039	-0.0227122772	0.5035263961	0.4964736039	0.5035263961	0.4964736039	0.0000000000	-0.0112760461	-0.2774791608	0.2774791608	0.0000000000	-0.0085012545	-0.0000000000	-0.0085012545	0.4963885914	-0.0199374856
369	3.6900000000	0.4963885914	-0.0199374856	0.5036114086	0.4963885914	0.5036114086	0.4963885914	0.0000000000	-0.0098967404	-0.2842391592	0.2842391592	0.0000000000	-0.0070543488	0.0000000000	-0.0070543488	0.4963180479	-0.0170950940
370	3.7000000000	0.4963180479	-0.0170950940	0.5036819521	0.4963180479	0.5036819521	0.4963180479	0.0000000000	-0.0084846037	-0.2898495727	0.2898495727	0.0000000000	-0.0055861079	-0.0000000000	-0.0055861079	0.4962621868	-0.0141965982
371	3.7100000000	0.4962621868	-0.0141965982	0.5037378132	0.4962621868	0.5037378132	0.4962621868	0.0000000000	-0.0070452349	-0.2942929070	0.2942929070	0.0000000000	-0.0041023058	0.0000000000	-0.0041023058	0.4962211637	-0.0112536692
372	3.7200000000	0.4962211637	-0.0112536692	0.5037788363	0.4962211637	0.5037788363	0.4962211637	0.0000000000	-0.0055843088	-0.2975563542	0.2975563542	0.0000000000	-0.0026087453	0.0000000000	-0.0026087453	0.4961950763	-0.0082781056
373	3.7300000000	0.4961950763	-0.0082781056	0.5038049237	0.4961950763	0.5038049237	0.4961950763	0.0000000000	-0.0041075553	-0.2996318226	0.2996318226	0.0000000000	-0.0011112370	0.0000000000	-0.0011112370	0.4961839639	-0.0052817874
374	3.7400000000	0.4961839639	-0.0052817874	0.5038160361	0.4961839639	0.5038160361	0.4961839639	0.0000000000	-0.0026207382	-0.3005159483	0.3005159483	0.0000000000	0.0003844213	-0.0000000000	0.0003844213	0.4961878081	-0.0022766279
375	3.7500000000	0.4961878081	-0.0022766279	0.5038121919	0.4961878081	0.5038121919	0.4961878081	0.0000000000	-0.0011296350	-0.3002100870	0.3002100870	0.0000000000	0.0018724659	0.0000000000	0.0018724659	0.4962065328	0.0007254730
376	3.7600000000	0.4962065328	0.0007254730	0.5037934672	0.4962065328	0.5037934672	0.4962065328	0.0000000000	0.0003599844	-0.2987202885	0.2987202885	0.0000000000	0.0033471873	-0.0000000000	0.0033471873	0.4962400047	0.0037126758
