# step	 time	 x_p_n	 v_p_n	 N0	 N1	 mass_n0	 mass_n1	 mv_n0	 mv_n1	 f_total0	 f_total1	 mv_n0_after	 mv_n1_after	 a_grid	 v_pic	 x_p_np1	 v_p_np1
752	7.5200000000	0.4996880753	-0.0225746184	0.5003119247	0.4996880753	0.5003119247	0.4996880753	0.0000000000	-0.0112802676	-0.0222496740	0.0222496740	0.0000000000	-0.0110577709	0.0000000000	-0.0110577709	0.4995774976	-0.0223521216
753	7.5300000000	0.4995774976	-0.0223521216	0.5004225024	0.4995774976	0.5004225024	0.4995774976	0.0000000000	-0.0111666170	-0.0309859900	0.0309859900	0.0000000000	-0.0108567571	0.0000000000	-0.0108567571	0.4994689301	-0.0220422617
754	7.5400000000	0.4994689301	-0.0220422617	0.5005310699	0.4994689301	0.5005310699	0.4994689301	0.0000000000	-0.0110094249	-0.0395653915	0.0395653915	0.0000000000	-0.0106137710	0.0000000000	-0.0106137710	0.4993627923	-0.0216466078
755	7.5500000000	0.4993627923	-0.0216466078	0.5006372077	0.4993627923	0.5006372077	0.4993627923	0.0000000000	-0.0108095105	-0.0479545997	0.0479545997	0.0000000000	-0.0103299645	0.0000000000	-0.0103299645	0.4992594927	-0.0211670618
756	7.5600000000	0.4992594927	-0.0211670618	0.5007405073	0.4992594927	0.5007405073	0.4992594927	0.0000000000	-0.0105678566	-0.0561212204	0.0561212204	0.0000000000	-0.0100066443	0.0000000000	-0.0100066443	0.4991594263	-0.0206058496
757	7.5700000000	0.4991594263	-0.0206058496	0.5008405737	0.4991594263	0.5008405737	0.4991594263	0.0000000000	-0.0102856041	-0.0640338688	0.0640338688	0.0000000000	-0.0096452654	0.0000000000	-0.0096452654	0.4990629736	-0.0199655109
758	7.5800000000	0.4990629736	-0.0199655109	0.5009370264	0.4990629736	0.5009370264	0.4990629736	0.0000000000	-0.0099640473	-0.0716622896	0.0716622896	0.0000000000	-0.0092474244	0.0000000000	-0.0092474244	0.4989704994	-0.0192488880
759	7.5900000000	0.4989704994	-0.0192488880	0.5010295006	0.4989704994	0.5010295006	0.4989704994	0.0000000000	-0.0096046273	-0.0789774723	0.0789774723	0.0000000000	-0.0088148526	-0.0000000000	-0.0088148526	0.4988823508	-0.0184591133
760	7.6000000000	0.4988823508	-0.0184591133	0.5011176492	0.4988823508	0.5011176492	0.4988823508	0.0000000000	-0.0092089258	-0.0859517610	0.0859517610	0.0000000000	-0.0083494082	-0.0000000000	-0.0083494082	0.4987988567	-0.0175995957
761	7.6100000000	0.4987988567	-0.0175995957	0.5012011433	0.4987988567	0.5012011433	0.4987988567	0.0000000000	-0.0087786582	-0.0925589585	0.0925589585	0.0000000000	-0.0078530686	-0.0000000000	-0.0078530686	0.4987203261	-0.0166740061
762	7.6200000000	0.4987203261	-0.0166740061	0.5012796739	0.4987203261	0.5012796739	0.4987203261	0.0000000000	-0.0083156658	-0.0987744243	0.0987744243	0.0000000000	-0.0073279215	0.0000000000	-0.0073279215	0.4986470468	-0.0156862619
763	7.6300000000	0.4986470468	-0.0156862619	0.5013529532	0.4986470468	0.5013529532	0.4986470468	0.0000000000	-0.0078219082	-0.1045751654	0.1045751654	0.0000000000	-0.0067761565	0.0000000000	-0.0067761565	0.4985792853	-0.0146405102
764	7.6400000000	0.4985792853	-0.0146405102	0.5014207147	0.4985792853	0.5014207147	0.4985792853	0.0000000000	-0.0072994551	-0.1099399206	0.1099399206	0.0000000000	-0.0062000559	0.0000000000	-0.0062000559	0.4985172847	-0.0135411110
765	7.6500000000	0.4985172847	-0.0135411110	0.5014827153	0.4985172847	0.5014827153	0.4985172847	0.0000000000	-0.0067504779	-0.1148492380	0.1148492380	0.0000000000	-0.0056019855	-0.0000000000	-0.0056019855	0.4984612649	-0.0123926186
766	7.6600000000	0.4984612649	-0.0123926186	0.5015387351	0.4984612649	0.5015387351	0.4984612649	0.0000000000	-0.0061772404	-0.1192855440	0.1192855440	0.0000000000	-0.0049843849	0.0000000000	-0.0049843849	0.4984114210	-0.0111997632
767	7.6700000000	0.4984114210	-0.0111997632	0.5015885790	0.4984114210	0.5015885790	0.4984114210	0.0000000000	-0.0055820899	-0.1232332054	0.1232332054	0.0000000000	-0.0043497578	-0.0000000000	-0.0043497578	0.4983679234	-0.0099674311
768	7.6800000000	0.4983679234	-0.0099674311	0.5016320766	0.4983679234	0.5016320766	0.4983679234	0.0000000000	-0.0049674480	-0.1266785831	0.1266785831	0.0000000000	-0.0037006621	0.0000000000	-0.0037006621	0.4983309168	-0.0087006453
769	7.6900000000	0.4983309168	-0.0087006453	0.5016690832	0.4983309168	0.5016690832	0.4983309168	0.0000000000	-0.0043358006	-0.1296100776	0.1296100776	0.0000000000	-0.0030396998	-0.0000000000	-0.0030396998	0.4983005198	-0.0074045445
770	7.7000000000	0.4983005198	-0.0074045445	0.5016994802	0.4983005198	0.5016994802	0.4983005198	0.0000000000	-0.0036896884	-0.1320181670	0.1320181670	0.0000000000	-0.0023695067	0.0000000000	-0.0023695067	0.4982768248	-0.0060843629
771	7.7100000000	0.4982768248	-0.0060843629	0.5017231752	0.4982768248	0.5017231752	0.4982768248	0.0000000000	-0.0030316970	-0.1338954353	0.1338954353	0.0000000000	-0.0016927427	0.0000000000	-0.0016927427	0.4982598973	-0.0047454085
772	7.7200000000	0.4982598973	-0.0047454085	0.5017401027	0.4982598973	0.5017401027	0.4982598973	0.0000000000	-0.0023644468	-0.1352365934	0.1352365934	0.0000000000	-0.0010120808	0.0000000000	-0.0010120808	0.4982497765	-0.0033930426
773	7.7300000000	0.4982497765	-0.0033930426	0.5017502235	0.4982497765	0.5017502235	0.4982497765	0.0000000000	-0.0016905827	-0.1360384912	0.1360384912	0.0000000000	-0.0003301978	0.0000000000	-0.0003301978	0.4982464745	-0.0020326577
774	7.7400000000	0.4982464745	-0.0020326577	0.5017535255	0.4982464745	0.5017535255	0.4982464745	0.0000000000	-0.0010127645	-0.1363001207	0.1363001207	0.0000000000	0.0003502367	0.0000000000	0.0003502367	0.4982499769	-0.0006696565
775	7.7500000000	0.4982499769	-0.0006696565	0.5017500231	0.4982499769	0.5017500231	0.4982499769	0.0000000000	-0.0003336563	-0.1360226117	0.1360226117	0.0000000000	0.0010265698	0.0000000000	0.0010265698	0.4982602426	0.0006905697
776	7.7600000000	0.4982602426	0.0006905697	0.5017397574	0.4982602426	0.5017397574	0.4982602426	0.0000000000	0.0003440834	-0.1352092177	0.1352092177	0.0000000000	0.0016961756	0.0000000000	0.0016961756	0.4982772044	0.0020426618
777	7.7700000000	0.4982772044	0.0020426618	0.5017227956	0.4982772044	0.5017227956	0.4982772044	0.0000000000	0.0010178118	-0.1338652950	0.1338652950	0.0000000000	0.0023564648	0.0000000000	0.0023564648	0.4983007690	0.0033813148
778	7.7800000000	0.4983007690	0.0033813148	0.5016992310	0.4983007690	0.5016992310	0.4983007690	0.0000000000	0.0016849118	-0.1319982720	0.1319982720	0.0000000000	0.0030048945	0.0000000000	0.0030048945	0.4983308180	0.0047012975
779	7.7900000000	0.4983308180	0.0047012975	0.5016691820	0.4983308180	0.5016691820	0.4983308180	0.0000000000	0.0023428014	-0.1296176118	0.1296176118	0.0000000000	0.0036389775	-0.0000000000	0.0036389775	0.4983672077	0.0059974736
780	7.8000000000	0.4983672077	0.0059974736	0.5016327923	0.4983672077	0.5016327923	0.4983672077	0.0000000000	0.0029889442	-0.1267347663	0.1267347663	0.0000000000	0.0042562918	-0.0000000000	0.0042562918	0.4984097706	0.0072648213
781	7.8100000000	0.4984097706	0.0072648213	0.5015902294	0.4984097706	0.5015902294	0.4984097706	0.0000000000	0.0036208579	-0.1233631226	0.1233631226	0.0000000000	0.0048544891	0.0000000000	0.0048544891	0.4984583155	0.0084984525
782	7.8200000000	0.4984583155	0.0084984525	0.5015416845	0.4984583155	0.5015416845	0.4984583155	0.0000000000	0.0042361243	-0.1195179422	0.1195179422	0.0000000000	0.0054313037	0.0000000000	0.0054313037	0.4985126286	0.0096936319
783	7.8300000000	0.4985126286	0.0096936319	0.5014873714	0.4985126286	0.5014873714	0.4985126286	0.0000000000	0.0048323979	-0.1152162930	0.1152162930	0.0000000000	0.0059845609	0.0000000000	0.0059845609	0.4985724742	0.0108457949
784	7.8400000000	0.4985724742	0.0108457949	0.5014275258	0.4985724742	0.5014275258	0.4985724742	0.0000000000	0.0054074148	-0.1104769749	0.1104769749	0.0000000000	0.0065121845	0.0000000000	0.0065121845	0.4986375960	0.0119505646
785	7.8500000000	0.4986375960	0.0119505646	0.5013624040	0.4986375960	0.5013624040	0.4986375960	0.0000000000	0.0059590008	-0.1053204379	0.1053204379	0.0000000000	0.0070122052	0.0000000000	0.0070122052	0.4987077181	0.0130037690
786	7.8600000000	0.4987077181	0.0130037690	0.5012922819	0.4987077181	0.5012922819	0.4987077181	0.0000000000	0.0064850800	-0.0997686952	0.0997686952	0.0000000000	0.0074827669	0.0000000000	0.0074827669	0.4987825457	0.0140014559
787	7.8700000000	0.4987825457	0.0140014559	0.5012174543	0.4987825457	0.5012174543	0.4987825457	0.0000000000	0.0069836818	-0.0938452297	0.0938452297	0.0000000000	0.0079221341	0.0000000000	0.0079221341	0.4988617671	0.0149399082
788	7.8800000000	0.4988617671	0.0149399082	0.5011382329	0.4988617671	0.5011382329	0.4988617671	0.0000000000	0.0074529490	-0.0875748956	0.0875748956	0.0000000000	0.0083286980	0.0000000000	0.0083286980	0.4989450541	0.0158156572
789	7.8900000000	0.4989450541	0.0158156572	0.5010549459	0.4989450541	0.5010549459	0.4989450541	0.0000000000	0.0078911439	-0.0809838149	0.0809838149	0.0000000000	0.0087009821	0.0000000000	0.0087009821	0.4990320639	0.0166254953
790	7.9000000000	0.4990320639	0.0166254953	0.5009679361	0.4990320639	0.5009679361	0.4990320639	0.0000000000	0.0082966553	-0.0740992692	0.0740992692	0.0000000000	0.0090376479	0.0000000000	0.0090376479	0.4991224404	0.0173664880
791	7.9100000000	0.4991224404	0.0173664880	0.5008775596	0.4991224404	0.5008775596	0.4991224404	0.0000000000	0.0086680039	-0.0669495875	0.0669495875	0.0000000000	0.0093374998	0.0000000000	0.0093374998	0.4992158154	0.0180359839
792	7.9200000000	0.4992158154	0.0180359839	0.5007841846	0.4992158154	0.5007841846	0.4992158154	0.0000000000	0.0090038484	-0.0595640307	0.0595640307	0.0000000000	0.0095994887	0.0000000000	0.0095994887	0.4993118103	0.0186316242
793	7.9300000000	0.4993118103	0.0186316242	0.5006881897	0.4993118103	0.5006881897	0.4993118103	0.0000000000	0.0093029900	-0.0519726721	0.0519726721	0.0000000000	0.0098227167	0.0000000000	0.0098227167	0.4994100374	0.0191513509
794	7.9400000000	0.4994100374	0.0191513509	0.5005899626	0.4994100374	0.5005899626	0.4994100374	0.0000000000	0.0095643769	-0.0442062764	0.0442062764	0.0000000000	0.0100064397	0.0000000000	0.0100064397	0.4995101018	0.0195934137
795	7.9500000000	0.4995101018	0.0195934137	0.5004898982	0.4995101018	0.5004898982	0.4995101018	0.0000000000	0.0097871081	-0.0362961750	0.0362961750	0.0000000000	0.0101500698	0.0000000000	0.0101500698	0.4996116025	0.0199563754
796	7.9600000000	0.4996116025	0.0199563754	0.5003883975	0.4996116025	0.5003883975	0.4996116025	0.0000000000	0.0099704367	-0.0282741411	0.0282741411	0.0000000000	0.0102531781	0.0000000000	0.0102531781	0.4997141343	0.0202391169
797	7.9700000000	0.4997141343	0.0202391169	0.5002858657	0.4997141343	0.5002858657	0.4997141343	0.0000000000	0.0101137728	-0.0201722627	0.0201722627	0.0000000000	0.0103154954	0.0000000000	0.0103154954	0.4998172893	0.0204408395
798	7.9800000000	0.4998172893	0.0204408395	0.5001827107	0.4998172893	0.5001827107	0.4998172893	0.0000000000	0.0102166850	-0.0120228147	0.0120228147	0.0000000000	0.0103369131	0.0000000000	0.0103369131	0.4999206584	0.0205610676
799	7.9900000000	0.4999206584	0.0205610676	0.5000793416	0.4999206584	0.5000793416	0.4999206584	0.0000000000	0.0102789025	-0.0038581316	0.0038581316	0.0000000000	0.0103174838	0.0000000000	0.0103174838	0.5000238332	0.0205996490
800	8.0000000000	0.5000238332	0.0205996490	0.4999761668	0.5000238332	0.4999761668	0.5000238332	0.0000000000	0.0103003154	0.0042895199	-0.0042895199	0.0000000000	0.0102574202	0.0000000000	0.0102574202	0.5001264074	0.0205567538
801	8.0100000000	0.5001264074	0.0205567538	0.4998735926	0.5001264074	0.4998735926	0.5001264074	0.0000000000	0.0102809754	0.0123880683	-0.0123880683	0.0000000000	0.0101570947	0.0000000000	0.0101570947	0.5002279784	0.0204328731
802	8.0200000000	0.5002279784	0.0204328731	0.4997720216	0.5002279784	0.4997720216	0.5002279784	0.0000000000	0.0102210948	0.0204057618	-0.0204057618	0.0000000000	0.0100170372	0.0000000000	0.0100170372	0.5003281487	0.0202288155
803	8.0300000000	0.5003281487	0.0202288155	0.4996718513	0.5003281487	0.4996718513	0.5003281487	0.0000000000	0.0101210458	0.0283112928	-0.0283112928	0.0000000000	0.0098379329	0.0000000000	0.0098379329	0.5004265281	0.0199457025
804	8.0400000000	0.5004265281	0.0199457025	0.4995734719	0.5004265281	0.4995734719	0.5004265281	0.0000000000	0.0099813587	0.0360739186	-0.0360739186	0.0000000000	0.0096206195	0.0000000000	0.0096206195	0.5005227343	0.0195849633
805	8.0500000000	0.5005227343	0.0195849633	0.4994772657	0.5005227343	0.4994772657	0.5005227343	0.0000000000	0.0098027194	0.0436635809	-0.0436635809	0.0000000000	0.0093660836	0.0000000000	0.0093660836	0.5006163951	0.0191483275
806	8.0600000000	0.5006163951	0.0191483275	0.4993836049	0.5006163951	0.4993836049	0.5006163951	0.0000000000	0.0095859667	0.0510510207	-0.0510510207	0.0000000000	0.0090754565	0.0000000000	0.0090754565	0.5007071497	0.0186378173
807	8.0700000000	0.5007071497	0.0186378173	0.4992928503	0.5007071497	0.4992928503	0.5007071497	0.0000000000	0.0093320884	0.0582078910	-0.0582078910	0.0000000000	0.0087500095	0.0000000000	0.0087500095	0.5007946498	0.0180557384
808	8.0800000000	0.5007946498	0.0180557384	0.4992053502	0.5007946498	0.4992053502	0.5007946498	0.0000000000	0.0090422172	0.0651068644	-0.0651068644	0.0000000000	0.0083911485	0.0000000000	0.0083911485	0.5008785612	0.0174046698
809	8.0900000000	0.5008785612	0.0174046698	0.4991214388	0.5008785612	0.4991214388	0.5008785612	0.0000000000	0.0087176260	0.0717217367	-0.0717217367	0.0000000000	0.0080004086	0.0000000000	0.0080004086	0.5009585653	0.0166874524
810	8.1000000000	0.5009585653	0.0166874524	0.4990414347	0.5009585653	0.4990414347	0.5009585653	0.0000000000	0.0083597222	0.0780275261	-0.0780275261	0.0000000000	0.0075794470	0.0000000000	0.0075794470	0.5010343598	0.0159071771
811	8.1100000000	0.5010343598	0.0159071771	0.4989656402	0.5010343598	0.4989656402	0.5010343598	0.0000000000	0.0079700423	0.0840005664	-0.0840005664	0.0000000000	0.0071300366	0.0000000000	0.0071300366	0.5011056602	0.0150671715
812	8.1200000000	0.5011056602	0.0150671715	0.4988943398	0.5011056602	0.4988943398	0.5011056602	0.0000000000	0.0075502449	0.0896185956	-0.0896185956	0.0000000000	0.0066540590	0.0000000000	0.0066540590	0.5011722008	0.0141709855
813	8.1300000000	0.5011722008	0.0141709855	0.4988277992	0.5011722008	0.4988277992	0.5011722008	0.0000000000	0.0071021040	0.0948608377	-0.0948608377	0.0000000000	0.0061534956	0.0000000000	0.0061534956	0.5012337357	0.0132223771
814	8.1400000000	0.5012337357	0.0132223771	0.4987662643	0.5012337357	0.4987662643	0.5012337357	0.0000000000	0.0066275015	0.0997080792	-0.0997080792	0.0000000000	0.0056304207	0.0000000000	0.0056304207	0.5012900399	0.0122252963
815	8.1500000000	0.5012900399	0.0122252963	0.4987099601	0.5012900399	0.4987099601	0.5012900399	0.0000000000	0.0061284193	0.1041427388	-0.1041427388	0.0000000000	0.0050869919	0.0000000000	0.0050869919	0.5013409098	0.0111838690
816	8.1600000000	0.5013409098	0.0111838690	0.4986590902	0.5013409098	0.4986590902	0.5013409098	0.0000000000	0.0056069310	0.1081489303	-0.1081489303	0.0000000000	0.0045254417	0.0000000000	0.0045254417	0.5013861643	0.0101023797
817	8.1700000000	0.5013861643	0.0101023797	0.4986138357	0.5013861643	0.4986138357	0.5013861643	0.0000000000	0.0050651934	0.1117125190	-0.1117125190	0.0000000000	0.0039480682	0.0000000000	0.0039480682	0.5014256449	0.0089852545
818	8.1800000000	0.5014256449	0.0089852545	0.4985743551	0.5014256449	0.4985743551	0.5014256449	0.0000000000	0.0045054370	0.1148211705	-0.1148211705	0.0000000000	0.0033572253	0.0000000000	0.0033572253	0.5014592172	0.0078370428
819	8.1900000000	0.5014592172	0.0078370428	0.4985407828	0.5014592172	0.4985407828	0.5014592172	0.0000000000	0.0039299573	0.1174643927	-0.1174643927	0.0000000000	0.0027553134	0.0000000000	0.0027553134	0.5014867703	0.0066623988
820	8.2000000000	0.5014867703	0.0066623988	0.4985132297	0.5014867703	0.4985132297	0.5014867703	0.0000000000	0.0033411049	0.1196335704	-0.1196335704	0.0000000000	0.0021447692	0.0000000000	0.0021447692	0.5015082180	0.0054660631
821	8.2100000000	0.5015082180	0.0054660631	0.4984917820	0.5015082180	0.4984917820	0.5015082180	0.0000000000	0.0027412756	0.1213219917	-0.1213219917	0.0000000000	0.0015280557	0.0000000000	0.0015280557	0.5015234986	0.0042528432
822	8.2200000000	0.5015234986	0.0042528432	0.4984765014	0.5015234986	0.4984765014	0.5015234986	0.0000000000	0.0021329008	0.1225248677	-0.1225248677	0.0000000000	0.0009076521	0.0000000000	0.0009076521	0.5015325751	0.0030275945
823	8.2300000000	0.5015325751	0.0030275945	0.4984674249	0.5015325751	0.4984674249	0.5015325751	0.0000000000	0.0015184373	0.1232393441	-0.1232393441	0.0000000000	0.0002860438	0.0000000000	0.0002860438	0.5015354355	0.0017952011
824	8.2400000000	0.5015354355	0.0017952011	0.4984645645	0.5015354355	0.4984645645	0.5015354355	0.0000000000	0.0009003570	0.1234645051	-0.1234645051	0.0000000000	-0.0003342881	0.0000000000	-0.0003342881	0.5015320927	0.0005605560
825	8.2500000000	0.5015320927	0.0005605560	0.4984679073	0.5015320927	0.4984679073	0.5015320927	0.0000000000	0.0002811368	0.1232013698	-0.1232013698	0.0000000000	-0.0009508769	0.0000000000	-0.0009508769	0.5015225839	-0.0006714577
826	8.2600000000	0.5015225839	-0.0006714577	0.4984774161	0.5015225839	0.4984774161	0.5015225839	0.0000000000	-0.0003367512	0.1224528811	-0.1224528811	0.0000000000	-0.0015612800	0.0000000000	-0.0015612800	0.5015069711	-0.0018959865
827	8.2700000000	0.5015069711	-0.0018959865	0.4984930289	0.5015069711	0.4984930289	0.5015069711	0.0000000000	-0.0009508504	0.1212238863	-0.1212238863	0.0000000000	-0.0021630893	0.0000000000	-0.0021630893	0.5014853402	-0.0031082253
828	8.2800000000	0.5014853402	-0.0031082253	0.4985146598	0.5014853402	0.4985146598	0.5014853402	0.0000000000	-0.0015587294	0.1195211115	-0.1195211115	0.0000000000	-0.0027539405	0.0000000000	-0.0027539405	0.5014578008	-0.0043034364
829	8.2900000000	0.5014578008	-0.0043034364	0.4985421992	0.5014578008	0.4985421992	0.5014578008	0.0000000000	-0.0021579918	0.1173531276	-0.1173531276	0.0000000000	-0.0033315230	0.0000000000	-0.0033315230	0.5014244856	-0.0054769677
830	8.3000000000	0.5014244856	-0.0054769677	0.4985755144	0.5014244856	0.4985755144	0.5014244856	0.0000000000	-0.0027462857	0.1147303095	-0.1147303095	0.0000000000	-0.0038935888	0.0000000000	-0.0038935888	0.5013855497	-0.0066242708
831	8.3100000000	0.5013855497	-0.0066242708	0.4986144503	0.5013855497	0.4986144503	0.5013855497	0.0000000000	-0.0033213137	0.1116647886	-0.1116647886	0.0000000000	-0.0044379615	0.0000000000	-0.0044379615	0.5013411701	-0.0077409187
832	8.3200000000	0.5013411701	-0.0077409187	0.4986588299	0.5013411701	0.4986588299	0.5013411701	0.0000000000	-0.0038808412	0.1081703979	-0.1081703979	0.0000000000	-0.0049625452	0.0000000000	-0.0049625452	0.5012915446	-0.0088226227
833	8.3300000000	0.5012915446	-0.0088226227	0.4987084554	0.5012915446	0.4987084554	0.5012915446	0.0000000000	-0.0044227061	0.1042626113	-0.1042626113	0.0000000000	-0.0054653323	0.0000000000	-0.0054653323	0.5012368913	-0.0098652488
834	8.3400000000	0.5012368913	-0.0098652488	0.4987631087	0.5012368913	0.4987631087	0.5012368913	0.0000000000	-0.0049448266	0.0999584759	-0.0999584759	0.0000000000	-0.0059444114	0.0000000000	-0.0059444114	0.5011774472	-0.0108648335
835	8.3500000000	0.5011774472	-0.0108648335	0.4988225528	0.5011774472	0.4988225528	0.5011774472	0.0000000000	-0.0054452095	0.0952765389	-0.0952765389	0.0000000000	-0.0063979749	0.0000000000	-0.0063979749	0.5011134674	-0.0118175989
836	8.3600000000	0.5011134674	-0.0118175989	0.4988865326	0.5011134674	0.4988865326	0.5011134674	0.0000000000	-0.0059219580	0.0902367685	-0.0902367685	0.0000000000	-0.0068243257	0.0000000000	-0.0068243257	0.5010452242	-0.0127199666
837	8.3700000000	0.5010452242	-0.0127199666	0.4989547758	0.5010452242	0.4989547758	0.5010452242	0.0000000000	-0.0063732785	0.0848604696	-0.0848604696	0.0000000000	-0.0072218832	0.0000000000	-0.0072218832	0.5009730053	-0.0135685713
838	8.3800000000	0.5009730053	-0.0135685713	0.4990269947	0.5009730053	0.4990269947	0.5009730053	0.0000000000	-0.0067974880	0.0791701944	-0.0791701944	0.0000000000	-0.0075891899	0.0000000000	-0.0075891899	0.5008971134	-0.0143602733
839	8.3900000000	0.5008971134	-0.0143602733	0.4991028866	0.5008971134	0.4991028866	0.5008971134	0.0000000000	-0.0071930194	0.0731896484	-0.0731896484	0.0000000000	-0.0079249159	0.0000000000	-0.0079249159	0.5008178643	-0.0150921697
840	8.4000000000	0.5008178643	-0.0150921697	0.4991821357	0.5008178643	0.4991821357	0.5008178643	0.0000000000	-0.0075584282	0.0669435924	-0.0669435924	0.0000000000	-0.0082278641	0.0000000000	-0.0082278641	0.5007355856	-0.0157616057
841	8.4100000000	0.5007355856	-0.0157616057	0.4992644144	0.5007355856	0.4992644144	0.5007355856	0.0000000000	-0.0078923968	0.0604577404	-0.0604577404	0.0000000000	-0.0084969742	0.0000000000	-0.0084969742	0.5006506159	-0.0163661831
842	8.4200000000	0.5006506159	-0.0163661831	0.4993493841	0.5006506159	0.4993493841	0.5006506159	0.0000000000	-0.0081937396	0.0537586540	-0.0537586540	0.0000000000	-0.0087313262	0.0000000000	-0.0087313262	0.5005633026	-0.0169037696
843	8.4300000000	0.5005633026	-0.0169037696	0.4994366974	0.5005633026	0.4994366974	0.5005633026	0.0000000000	-0.0084614067	0.0468736341	-0.0468736341	0.0000000000	-0.0089301431	0.0000000000	-0.0089301431	0.5004740012	-0.0173725060
844	8.4400000000	0.5004740012	-0.0173725060	0.4995259988	0.5004740012	0.4995259988	0.5004740012	0.0000000000	-0.0086944876	0.0398306105	-0.0398306105	0.0000000000	-0.0090927937	0.0000000000	-0.0090927937	0.5003830733	-0.0177708121
845	8.4500000000	0.5003830733	-0.0177708121	0.4996169267	0.5003830733	0.4996169267	0.5003830733	0.0000000000	-0.0088922136	0.0326580280	-0.0326580280	0.0000000000	-0.0092187938	0.0000000000	-0.0092187938	0.5002908853	-0.0180973923
846	8.4600000000	0.5002908853	-0.0180973923	0.4997091147	0.5002908853	0.4997091147	0.5002908853	0.0000000000	-0.0090539604	0.0253847326	-0.0253847326	0.0000000000	-0.0093078078	0.0000000000	-0.0093078078	0.5001978072	-0.0183512397
847	8.4700000000	0.5001978072	-0.0183512397	0.4998021928	0.5001978072	0.4998021928	0.5001978072	0.0000000000	-0.0091792498	0.0180398552	-0.0180398552	0.0000000000	-0.0093596484	0.0000000000	-0.0093596484	0.5001042108	-0.0185316382
848	8.4800000000	0.5001042108	-0.0185316382	0.4998957892	0.5001042108	0.4998957892	0.5001042108	0.0000000000	-0.0092677503	0.0106526955	-0.0106526955	0.0000000000	-0.0093742773	0.0000000000	-0.0093742773	0.5000104680	-0.0186381652
849	8.4900000000	0.5000104680	-0.0186381652	0.4999895320	0.5000104680	0.4999895320	0.5000104680	0.0000000000	-0.0093192777	0.0032526052	-0.0032526052	0.0000000000	-0.0093518037	0.0000000000	-0.0093518037	0.4999169499	-0.0186706912
850	8.5000000000	0.4999169499	-0.0186706912	0.5000830501	0.4999169499	0.5000830501	0.4999169499	0.0000000000	-0.0093337950	-0.0041311285	0.0041311285	0.0000000000	-0.0092924837	0.0000000000	-0.0092924837	0.4998240251	-0.0186293799
851	8.5100000000	0.4998240251	-0.0186293799	0.5001759749	0.4998240251	0.5001759749	0.4998240251	0.0000000000	-0.0093114117	-0.0114693985	0.0114693985	0.0000000000	-0.0091967177	0.0000000000	-0.0091967177	0.4997320579	-0.0185146860
852	8.5200000000	0.4997320579	-0.0185146860	0.5002679421	0.4997320579	0.5002679421	0.4997320579	0.0000000000	-0.0092523821	-0.0187333923	0.0187333923	0.0000000000	-0.0090650482	0.0000000000	-0.0090650482	0.4996414075	-0.0183273520
853	8.5300000000	0.4996414075	-0.0183273520	0.5003585925	0.4996414075	0.5003585925	0.4996414075	0.0000000000	-0.0091571040	-0.0258947051	0.0258947051	0.0000000000	-0.0088981569	0.0000000000	-0.0088981569	0.4995524259	-0.0180684050
854	8.5400000000	0.4995524259	-0.0180684050	0.5004475741	0.4995524259	0.5004475741	0.4995524259	0.0000000000	-0.0090261155	-0.0329254505	0.0329254505	0.0000000000	-0.0086968610	0.0000000000	-0.0086968610	0.4994654573	-0.0177391505
855	8.5500000000	0.4994654573	-0.0177391505	0.5005345427	0.4994654573	0.5005345427	0.4994654573	0.0000000000	-0.0088600929	-0.0397983690	0.0397983690	0.0000000000	-0.0084621092	0.0000000000	-0.0084621092	0.4993808362	-0.0173411668
856	8.5600000000	0.4993808362	-0.0173411668	0.5006191638	0.4993808362	0.5006191638	0.4993808362	0.0000000000	-0.0086598464	-0.0464869333	0.0464869333	0.0000000000	-0.0081949770	-0.0000000000	-0.0081949770	0.4992988864	-0.0168762975
857	8.5700000000	0.4992988864	-0.0168762975	0.5007011136	0.4992988864	0.5007011136	0.4992988864	0.0000000000	-0.0084263165	-0.0529654503	0.0529654503	0.0000000000	-0.0078966620	-0.0000000000	-0.0078966620	0.4992199198	-0.0163466429
858	8.5800000000	0.4992199198	-0.0163466429	0.5007800802	0.4992199198	0.5007800802	0.4992199198	0.0000000000	-0.0081605698	-0.0592091598	0.0592091598	0.0000000000	-0.0075684782	0.0000000000	-0.0075684782	0.4991442350	-0.0157545513
859	8.5900000000	0.4991442350	-0.0157545513	0.5008557650	0.4991442350	0.5008557650	0.4991442350	0.0000000000	-0.0078637935	-0.0651943285	0.0651943285	0.0000000000	-0.0072118502	0.0000000000	-0.0072118502	0.4990721165	-0.0151026081
860	8.6000000000	0.4990721165	-0.0151026081	0.5009278835	0.4990721165	0.5009278835	0.4990721165	0.0000000000	-0.0075372906	-0.0708983398	0.0708983398	0.0000000000	-0.0068283072	0.0000000000	-0.0068283072	0.4990038334	-0.0143936247
861	8.6100000000	0.4990038334	-0.0143936247	0.5009961666	0.4990038334	0.5009961666	0.4990038334	0.0000000000	-0.0071824739	-0.0762997788	0.0762997788	0.0000000000	-0.0064194761	0.0000000000	-0.0064194761	0.4989396387	-0.0136306269
862	8.6200000000	0.4989396387	-0.0136306269	0.5010603613	0.4989396387	0.5010603613	0.4989396387	0.0000000000	-0.0068008600	-0.0813785125	0.0813785125	0.0000000000	-0.0059870749	0.0000000000	-0.0059870749	0.4988797679	-0.0128168418
